morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s042-a042-w002-01	w-s042-a042-w002	42:42:2:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a042-w002-02	w-s042-a042-w002	42:42:2:2	2	سَّبِيلُ	سَّبِيلُ	سَبِيل	س ب ل	سبل	N	STEM	STEM|POS:N|LEM:sabiyl|ROOT:sbl|M|NOM								NOM
m-w-s042-a042-w003-01	w-s042-a042-w003	42:42:3:1	1	عَلَى	عَلَى	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s042-a042-w004-01	w-s042-a042-w004	42:42:4:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a042-w005-01	w-s042-a042-w005	42:42:5:1	1	يَظْلِمُ	يَظْلِمُ	ظَلَمَ	ظ ل م	ظلم	V	STEM	STEM|POS:V|IMPF|LEM:Zalama|ROOT:Zlm|3MP	IMPF				3	M	plural	
m-w-s042-a042-w005-02	w-s042-a042-w005	42:42:5:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a042-w006-01	w-s042-a042-w006	42:42:6:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a042-w006-02	w-s042-a042-w006	42:42:6:2	2	نَّاسَ	نَّاسَ	نَّاس	ن و س	نوس	N	STEM	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|ACC						M	plural	ACC
m-w-s042-a042-w007-01	w-s042-a042-w007	42:42:7:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a042-w007-02	w-s042-a042-w007	42:42:7:2	2	يَبْغُ	يَبْغُ	بَغَىٰ	ب غ ي	بغي	V	STEM	STEM|POS:V|IMPF|LEM:bagaY`|ROOT:bgy|3MP	IMPF				3	M	plural	
m-w-s042-a042-w007-03	w-s042-a042-w007	42:42:7:3	3	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a042-w008-01	w-s042-a042-w008	42:42:8:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a042-w009-01	w-s042-a042-w009	42:42:9:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a042-w009-02	w-s042-a042-w009	42:42:9:2	2	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s042-a042-w010-01	w-s042-a042-w010	42:42:10:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a042-w010-02	w-s042-a042-w010	42:42:10:2	2	غَيْرِ	غَيْرِ	غَيْر	غ ي ر	غير	N	STEM	STEM|POS:N|LEM:gayor|ROOT:gyr|M|GEN								GEN
m-w-s042-a042-w011-01	w-s042-a042-w011	42:42:11:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a042-w011-02	w-s042-a042-w011	42:42:11:2	2	حَقِّ	حَقِّ	حَقّ	ح ق ق	حقق	N	STEM	STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN								GEN
m-w-s042-a042-w012-01	w-s042-a042-w012	42:42:12:1	1	أُو۟لَٰٓئِكَ	أُو۟لَٰٓئِكَ	أُولَٰٓئِك			DEM	STEM	STEM|POS:DEM|LEM:>uwla`^}ik|P								
m-w-s042-a042-w013-01	w-s042-a042-w013	42:42:13:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a042-w013-02	w-s042-a042-w013	42:42:13:2	2	هُمْ	هُمْ				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s042-a042-w014-01	w-s042-a042-w014	42:42:14:1	1	عَذَابٌ	عَذَابٌ	عَذَاب	ع ذ ب	عذب	N	STEM	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|NOM								NOM
m-w-s042-a042-w015-01	w-s042-a042-w015	42:42:15:1	1	أَلِيمٌ	أَلِيمٌ	أَلِيم	ء ل م	ءلم	ADJ	STEM	STEM|POS:ADJ|LEM:>aliym|ROOT:Alm|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a043-w001-01	w-s042-a043-w001	42:43:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a043-w001-02	w-s042-a043-w001	42:43:1:2	2	لَ					EMPH	PREFIX	PREFIX|l:EMPH+								
m-w-s042-a043-w001-03	w-s042-a043-w001	42:43:1:3	3	مَن	مَن	مَن			REL	STEM	STEM|POS:REL|LEM:man								
m-w-s042-a043-w002-01	w-s042-a043-w002	42:43:2:1	1	صَبَرَ	صَبَرَ	صَبَرَ	ص ب ر	صبر	V	STEM	STEM|POS:V|PERF|LEM:Sabara|ROOT:Sbr|3MS	PERF				3	M	singular	
m-w-s042-a043-w003-01	w-s042-a043-w003	42:43:3:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a043-w003-02	w-s042-a043-w003	42:43:3:2	2	غَفَرَ	غَفَرَ	غَفَرَ	غ ف ر	غفر	V	STEM	STEM|POS:V|PERF|LEM:gafara|ROOT:gfr|3MS	PERF				3	M	singular	
m-w-s042-a043-w004-01	w-s042-a043-w004	42:43:4:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s042-a043-w005-01	w-s042-a043-w005	42:43:5:1	1	ذَٰلِكَ	ذَٰلِكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|MS						M	singular	
m-w-s042-a043-w006-01	w-s042-a043-w006	42:43:6:1	1	لَ					EMPH	PREFIX	PREFIX|l:EMPH+								
m-w-s042-a043-w006-02	w-s042-a043-w006	42:43:6:2	2	مِنْ	مِنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a043-w007-01	w-s042-a043-w007	42:43:7:1	1	عَزْمِ	عَزْمِ	عَزْم	ع ز م	عزم	N	STEM	STEM|POS:N|LEM:Eazom|ROOT:Ezm|M|GEN								GEN
m-w-s042-a043-w008-01	w-s042-a043-w008	42:43:8:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a043-w008-02	w-s042-a043-w008	42:43:8:2	2	أُمُورِ	أُمُورِ	أَمْر	ء م ر	ءمر	N	STEM	STEM|POS:N|LEM:>amor|ROOT:Amr|MP|GEN						M	plural	GEN
m-w-s042-a044-w001-01	w-s042-a044-w001	42:44:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a044-w001-02	w-s042-a044-w001	42:44:1:2	2	مَن	مَن	مَن			REL	STEM	STEM|POS:REL|LEM:man								
m-w-s042-a044-w002-01	w-s042-a044-w002	42:44:2:1	1	يُضْلِلِ	يُضْلِلِ	أَضَلَّ	ض ل ل	ضلل	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>aDal~a|ROOT:Dll|3MS|MOOD:JUS	IMPF	JUS		IV	3	M	singular	
m-w-s042-a044-w003-01	w-s042-a044-w003	42:44:3:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a044-w004-01	w-s042-a044-w004	42:44:4:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s042-a044-w004-02	w-s042-a044-w004	42:44:4:2	2	مَا	مَا	مَا			NEG	STEM	STEM|POS:NEG|LEM:maA								
m-w-s042-a044-w005-01	w-s042-a044-w005	42:44:5:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a044-w005-02	w-s042-a044-w005	42:44:5:2	2	هُۥ	هُۥ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a044-w006-01	w-s042-a044-w006	42:44:6:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a044-w007-01	w-s042-a044-w007	42:44:7:1	1	وَلِىٍّ	وَلِىٍّ	وَلِىّ	و ل ي	ولي	N	STEM	STEM|POS:N|LEM:waliY~|ROOT:wly|M|INDEF|GEN								GEN
m-w-s042-a044-w008-01	w-s042-a044-w008	42:44:8:1	1	مِّنۢ	مِّنۢ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a044-w009-01	w-s042-a044-w009	42:44:9:1	1	بَعْدِ	بَعْدِ	بَعْد	ب ع د	بعد	N	STEM	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN								GEN
m-w-s042-a044-w009-02	w-s042-a044-w009	42:44:9:2	2	هِۦ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a044-w010-01	w-s042-a044-w010	42:44:10:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a044-w010-02	w-s042-a044-w010	42:44:10:2	2	تَرَى	تَرَى	رَءَا	ر ء ي	رءي	V	STEM	STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MS	IMPF				2	M	singular	
m-w-s042-a044-w011-01	w-s042-a044-w011	42:44:11:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a044-w011-02	w-s042-a044-w011	42:44:11:2	2	ظَّٰلِمِينَ	ظَّٰلِمِينَ	ظَالِم	ظ ل م	ظلم	N	STEM	STEM|POS:N|ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|ACC			ACT			M	plural	ACC
m-w-s042-a044-w012-01	w-s042-a044-w012	42:44:12:1	1	لَمَّا	لَمَّا	لَمَّا			T	STEM	STEM|POS:T|LEM:lam~aA								
m-w-s042-a044-w013-01	w-s042-a044-w013	42:44:13:1	1	رَأَ	رَأَ	رَءَا	ر ء ي	رءي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|3MP	PERF				3	M	plural	
m-w-s042-a044-w013-02	w-s042-a044-w013	42:44:13:2	2	وُا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a044-w014-01	w-s042-a044-w014	42:44:14:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a044-w014-02	w-s042-a044-w014	42:44:14:2	2	عَذَابَ	عَذَابَ	عَذَاب	ع ذ ب	عذب	N	STEM	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|ACC								ACC
m-w-s042-a044-w015-01	w-s042-a044-w015	42:44:15:1	1	يَقُولُ	يَقُولُ	قَالَ	ق و ل	قول	V	STEM	STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|3MP	IMPF				3	M	plural	
m-w-s042-a044-w015-02	w-s042-a044-w015	42:44:15:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a044-w016-01	w-s042-a044-w016	42:44:16:1	1	هَلْ	هَلْ	هَل			INTG	STEM	STEM|POS:INTG|LEM:hal								
m-w-s042-a044-w017-01	w-s042-a044-w017	42:44:17:1	1	إِلَىٰ	إِلَىٰ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`								
m-w-s042-a044-w018-01	w-s042-a044-w018	42:44:18:1	1	مَرَدٍّ	مَرَدٍّ	مَرَدّ	ر د د	ردد	N	STEM	STEM|POS:N|LEM:marad~|ROOT:rdd|M|INDEF|GEN								GEN
m-w-s042-a044-w019-01	w-s042-a044-w019	42:44:19:1	1	مِّن	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a044-w020-01	w-s042-a044-w020	42:44:20:1	1	سَبِيلٍ	سَبِيلٍ	سَبِيل	س ب ل	سبل	N	STEM	STEM|POS:N|LEM:sabiyl|ROOT:sbl|M|INDEF|GEN								GEN
m-w-s042-a045-w001-01	w-s042-a045-w001	42:45:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a045-w001-02	w-s042-a045-w001	42:45:1:2	2	تَرَىٰ	تَرَىٰ	رَءَا	ر ء ي	رءي	V	STEM	STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MS	IMPF				2	M	singular	
m-w-s042-a045-w001-03	w-s042-a045-w001	42:45:1:3	3	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a045-w002-01	w-s042-a045-w002	42:45:2:1	1	يُعْرَضُ	يُعْرَضُ	عَرَضَ	ع ر ض	عرض	V	STEM	STEM|POS:V|IMPF|LEM:EaraDa|ROOT:ErD|3MP	IMPF				3	M	plural	
m-w-s042-a045-w002-02	w-s042-a045-w002	42:45:2:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a045-w003-01	w-s042-a045-w003	42:45:3:1	1	عَلَيْ	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s042-a045-w003-02	w-s042-a045-w003	42:45:3:2	2	هَا					PRON	SUFFIX	SUFFIX|PRON:3FS					3	F	singular	
m-w-s042-a045-w004-01	w-s042-a045-w004	42:45:4:1	1	خَٰشِعِينَ	خَٰشِعِينَ	خَاشِع	خ ش ع	خشع	N	STEM	STEM|POS:N|ACT|PCPL|LEM:xaA$iE|ROOT:x$E|MP|ACC			ACT			M	plural	ACC
m-w-s042-a045-w005-01	w-s042-a045-w005	42:45:5:1	1	مِنَ	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a045-w006-01	w-s042-a045-w006	42:45:6:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a045-w006-02	w-s042-a045-w006	42:45:6:2	2	ذُّلِّ	ذُّلِّ	ذُّلّ	ذ ل ل	ذلل	N	STEM	STEM|POS:N|LEM:*~ul~|ROOT:*ll|M|GEN								GEN
m-w-s042-a045-w007-01	w-s042-a045-w007	42:45:7:1	1	يَنظُرُ	يَنظُرُ	نَّظَرَ	ن ظ ر	نظر	V	STEM	STEM|POS:V|IMPF|LEM:n~aZara|ROOT:nZr|3MP	IMPF				3	M	plural	
m-w-s042-a045-w007-02	w-s042-a045-w007	42:45:7:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a045-w008-01	w-s042-a045-w008	42:45:8:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a045-w009-01	w-s042-a045-w009	42:45:9:1	1	طَرْفٍ	طَرْفٍ	طَرْف	ط ر ف	طرف	N	STEM	STEM|POS:N|LEM:Tarof|ROOT:Trf|M|INDEF|GEN								GEN
m-w-s042-a045-w010-01	w-s042-a045-w010	42:45:10:1	1	خَفِىٍّ	خَفِىٍّ	خَفِىّ	خ ف ي	خفي	ADJ	STEM	STEM|POS:ADJ|LEM:xafiY~|ROOT:xfy|MS|INDEF|GEN						M	singular	GEN
m-w-s042-a045-w011-01	w-s042-a045-w011	42:45:11:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a045-w011-02	w-s042-a045-w011	42:45:11:2	2	قَالَ	قَالَ	قَالَ	ق و ل	قول	V	STEM	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS	PERF				3	M	singular	
m-w-s042-a045-w012-01	w-s042-a045-w012	42:45:12:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a045-w013-01	w-s042-a045-w013	42:45:13:1	1	ءَامَنُ	ءَامَنُ	ءَامَنَ	ء م ن	ءمن	V	STEM	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP	PERF			IV	3	M	plural	
m-w-s042-a045-w013-02	w-s042-a045-w013	42:45:13:2	2	وٓا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a045-w014-01	w-s042-a045-w014	42:45:14:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s042-a045-w015-01	w-s042-a045-w015	42:45:15:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a045-w015-02	w-s042-a045-w015	42:45:15:2	2	خَٰسِرِينَ	خَٰسِرِينَ	خَٰسِرِين	خ س ر	خسر	N	STEM	STEM|POS:N|ACT|PCPL|LEM:xa`siriyn|ROOT:xsr|MP|ACC			ACT			M	plural	ACC
m-w-s042-a045-w016-01	w-s042-a045-w016	42:45:16:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a045-w017-01	w-s042-a045-w017	42:45:17:1	1	خَسِرُ	خَسِرُ	خَسِرَ	خ س ر	خسر	V	STEM	STEM|POS:V|PERF|LEM:xasira|ROOT:xsr|3MP	PERF				3	M	plural	
m-w-s042-a045-w017-02	w-s042-a045-w017	42:45:17:2	2	وٓا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a045-w018-01	w-s042-a045-w018	42:45:18:1	1	أَنفُسَ	أَنفُسَ	نَفْس	ن ف س	نفس	N	STEM	STEM|POS:N|LEM:nafos|ROOT:nfs|FP|ACC						F	plural	ACC
m-w-s042-a045-w018-02	w-s042-a045-w018	42:45:18:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a045-w019-01	w-s042-a045-w019	42:45:19:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a045-w019-02	w-s042-a045-w019	42:45:19:2	2	أَهْلِي	أَهْلِي	أَهْل	ء ه ل	ءهل	N	STEM	STEM|POS:N|LEM:>ahol|ROOT:Ahl|GEN								GEN
m-w-s042-a045-w019-03	w-s042-a045-w019	42:45:19:3	3	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a045-w020-01	w-s042-a045-w020	42:45:20:1	1	يَوْمَ	يَوْمَ	يَوْم	ي و م	يوم	N	STEM	STEM|POS:N|LEM:yawom|ROOT:ywm|M|ACC								ACC
m-w-s042-a045-w021-01	w-s042-a045-w021	42:45:21:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a045-w021-02	w-s042-a045-w021	42:45:21:2	2	قِيَٰمَةِ	قِيَٰمَةِ	قِيَٰمَة	ق و م	قوم	N	STEM	STEM|POS:N|LEM:qiya`map|ROOT:qwm|F|GEN								GEN
m-w-s042-a045-w022-01	w-s042-a045-w022	42:45:22:1	1	أَلَآ	أَلَآ	أَلَآ			INC	STEM	STEM|POS:INC|LEM:>alaA^								
m-w-s042-a045-w023-01	w-s042-a045-w023	42:45:23:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s042-a045-w024-01	w-s042-a045-w024	42:45:24:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a045-w024-02	w-s042-a045-w024	42:45:24:2	2	ظَّٰلِمِينَ	ظَّٰلِمِينَ	ظَالِم	ظ ل م	ظلم	N	STEM	STEM|POS:N|ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|ACC			ACT			M	plural	ACC
m-w-s042-a045-w025-01	w-s042-a045-w025	42:45:25:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a045-w026-01	w-s042-a045-w026	42:45:26:1	1	عَذَابٍ	عَذَابٍ	عَذَاب	ع ذ ب	عذب	N	STEM	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|GEN								GEN
m-w-s042-a045-w027-01	w-s042-a045-w027	42:45:27:1	1	مُّقِيمٍ	مُّقِيمٍ	مُّقِيم	ق و م	قوم	ADJ	STEM	STEM|POS:ADJ|ACT|PCPL|(IV)|LEM:m~uqiym|ROOT:qwm|M|INDEF|GEN			ACT	IV				GEN
m-w-s042-a046-w001-01	w-s042-a046-w001	42:46:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a046-w001-02	w-s042-a046-w001	42:46:1:2	2	مَا	مَا	مَا			NEG	STEM	STEM|POS:NEG|LEM:maA								
m-w-s042-a046-w002-01	w-s042-a046-w002	42:46:2:1	1	كَانَ	كَانَ	كَانَ	ك و ن	كون	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF				3	M	singular	
m-w-s042-a046-w003-01	w-s042-a046-w003	42:46:3:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a046-w003-02	w-s042-a046-w003	42:46:3:2	2	هُم	هُم				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s042-a046-w004-01	w-s042-a046-w004	42:46:4:1	1	مِّنْ	مِّنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a046-w005-01	w-s042-a046-w005	42:46:5:1	1	أَوْلِيَآءَ	أَوْلِيَآءَ	وَلِىّ	و ل ي	ولي	N	STEM	STEM|POS:N|LEM:waliY~|ROOT:wly|MP|GEN						M	plural	GEN
m-w-s042-a046-w006-01	w-s042-a046-w006	42:46:6:1	1	يَنصُرُ	يَنصُرُ	نَصَرَ	ن ص ر	نصر	V	STEM	STEM|POS:V|IMPF|LEM:naSara|ROOT:nSr|3MP	IMPF				3	M	plural	
m-w-s042-a046-w006-02	w-s042-a046-w006	42:46:6:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a046-w006-03	w-s042-a046-w006	42:46:6:3	3	هُم					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a046-w007-01	w-s042-a046-w007	42:46:7:1	1	مِّن	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a046-w008-01	w-s042-a046-w008	42:46:8:1	1	دُونِ	دُونِ	دُون	د و ن	دون	N	STEM	STEM|POS:N|LEM:duwn|ROOT:dwn|GEN								GEN
m-w-s042-a046-w009-01	w-s042-a046-w009	42:46:9:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s042-a046-w010-01	w-s042-a046-w010	42:46:10:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a046-w010-02	w-s042-a046-w010	42:46:10:2	2	مَن	مَن	مَن			REL	STEM	STEM|POS:REL|LEM:man								
m-w-s042-a046-w011-01	w-s042-a046-w011	42:46:11:1	1	يُضْلِلِ	يُضْلِلِ	أَضَلَّ	ض ل ل	ضلل	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>aDal~a|ROOT:Dll|3MS|MOOD:JUS	IMPF	JUS		IV	3	M	singular	
m-w-s042-a046-w012-01	w-s042-a046-w012	42:46:12:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a046-w013-01	w-s042-a046-w013	42:46:13:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s042-a046-w013-02	w-s042-a046-w013	42:46:13:2	2	مَا	مَا	مَا			NEG	STEM	STEM|POS:NEG|LEM:maA								
m-w-s042-a046-w014-01	w-s042-a046-w014	42:46:14:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a046-w014-02	w-s042-a046-w014	42:46:14:2	2	هُۥ	هُۥ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a046-w015-01	w-s042-a046-w015	42:46:15:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a046-w016-01	w-s042-a046-w016	42:46:16:1	1	سَبِيلٍ	سَبِيلٍ	سَبِيل	س ب ل	سبل	N	STEM	STEM|POS:N|LEM:sabiyl|ROOT:sbl|M|INDEF|GEN								GEN
m-w-s042-a047-w001-01	w-s042-a047-w001	42:47:1:1	1	ٱسْتَجِيبُ	ٱسْتَجِيبُ	ٱسْتَجَابَ	ج و ب	جوب	V	STEM	STEM|POS:V|IMPV|(X)|LEM:{sotajaAba|ROOT:jwb|2MP	IMPV			X	2	M	plural	
m-w-s042-a047-w001-02	w-s042-a047-w001	42:47:1:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a047-w002-01	w-s042-a047-w002	42:47:2:1	1	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a047-w002-02	w-s042-a047-w002	42:47:2:2	2	رَبِّ	رَبِّ	رَبّ	ر ب ب	ربب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN								GEN
m-w-s042-a047-w002-03	w-s042-a047-w002	42:47:2:3	3	كُم					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a047-w003-01	w-s042-a047-w003	42:47:3:1	1	مِّن	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a047-w004-01	w-s042-a047-w004	42:47:4:1	1	قَبْلِ	قَبْلِ	قَبْل	ق ب ل	قبل	N	STEM	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN								GEN
m-w-s042-a047-w005-01	w-s042-a047-w005	42:47:5:1	1	أَن	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an								
m-w-s042-a047-w006-01	w-s042-a047-w006	42:47:6:1	1	يَأْتِىَ	يَأْتِىَ	أَتَى	ء ت ي	ءتي	V	STEM	STEM|POS:V|IMPF|LEM:>ataY|ROOT:Aty|3MS|MOOD:SUBJ	IMPF	SUBJ			3	M	singular	
m-w-s042-a047-w007-01	w-s042-a047-w007	42:47:7:1	1	يَوْمٌ	يَوْمٌ	يَوْم	ي و م	يوم	N	STEM	STEM|POS:N|LEM:yawom|ROOT:ywm|M|INDEF|NOM								NOM
m-w-s042-a047-w008-01	w-s042-a047-w008	42:47:8:1	1	لَّا	لَّا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s042-a047-w009-01	w-s042-a047-w009	42:47:9:1	1	مَرَدَّ	مَرَدَّ	مَرَدّ	ر د د	ردد	N	STEM	STEM|POS:N|LEM:marad~|ROOT:rdd|M|ACC								ACC
m-w-s042-a047-w010-01	w-s042-a047-w010	42:47:10:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a047-w010-02	w-s042-a047-w010	42:47:10:2	2	هُۥ	هُۥ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a047-w011-01	w-s042-a047-w011	42:47:11:1	1	مِنَ	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a047-w012-01	w-s042-a047-w012	42:47:12:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s042-a047-w013-01	w-s042-a047-w013	42:47:13:1	1	مَا	مَا	مَا			NEG	STEM	STEM|POS:NEG|LEM:maA								
m-w-s042-a047-w014-01	w-s042-a047-w014	42:47:14:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a047-w014-02	w-s042-a047-w014	42:47:14:2	2	كُم	كُم				PRON	STEM	STEM|POS:PRON|2MP					2	M	plural	
