unit_id	row_kind	source_pass	source_rtype	source_local_id	sura	ayah	xref_unit_id	candidate_unit_id	ref_type	wid	word_unit_id	part	antecedent_type	antecedent_sura	antecedent_ayah	antecedent_wid	antecedent_word_unit_id	antecedent_start_wid	antecedent_end_wid	antecedent_clause_raw	antecedent_clause_unit_id	antecedent_text	confidence	status	evidence	translation_instruction	reason	basis	result
ae:v3:s088:026:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	88	26	ae:v3:s088:026:pass2:xref:r2	ae:v3:s088:026:pass2:cand:r2.c1					word	88	25	3	q:88:25:3						medium	strongly_licensed	agreement;discourse_proximity			The suffix in حِسَابَهُم matches the immediately preceding 3mp possessor suffix in إِيَابَهُمْ.	
ae:v3:s088:026:pass2:cand:r2.c2	cand	pass2	CAND	r2.c2	88	26	ae:v3:s088:026:pass2:xref:r2	ae:v3:s088:026:pass2:cand:r2.c2					word	88	23	2	q:88:23:2						medium	ambiguous	local_syntax;discourse_proximity			The relative مَن remains a live generic human antecedent for the plural continuation.	
ae:v3:s088:026:pass2:cand:sr_r2.c3	cand	pass2	CAND	sr_r2.c3	88	26	ae:v3:s088:026:pass2:xref:r2	ae:v3:s088:026:pass2:cand:sr_r2.c3					clause	88	17					c1	ae:v3:s088:017:pass1:clause:c1		medium	strongly_licensed	agreement;discourse_accessibility			The 3mp suffix in حِسَابَهُم continues the same plural human chain made visible by يَنظُرُونَ in 88:17 and carried into the closing accountability frame.	
ae:v3:s089:005:pass2:xref:r1	xref	pass2	XREF	r1	89	5	ae:v3:s089:005:pass2:xref:r1		demonstrative_reference	3	q:89:5:3												high	strongly_licensed	local_syntax;proximity	avoid_adding_explanatory_noun	The distal demonstrative ذَٰلِكَ points back to the preceding oath discourse rather than to a same-ayah noun.		
ae:v3:s089:005:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	5	ae:v3:s089:005:pass2:xref:r1	ae:v3:s089:005:pass2:cand:r1.c1					span	89	1			1	2			preceding_oath_sequence	high	strongly_licensed	local_syntax;proximity			The singular demonstrative can package the immediately preceding oath sequence, beginning with the opening oath phrase, as one discourse unit.	
ae:v3:s089:006:pass2:xref:r1	xref	pass2	XREF	r1	89	6	ae:v3:s089:006:pass2:xref:r1		pronoun_antecedent	2	q:89:6:2	subject_agreement											high	surface_form	agreement;speech_role	target_language_may_require_resolution	The 2ms agreement of تَرَ encodes an implicit addressee subject with no named antecedent in the registry.		
ae:v3:s089:006:pass2:xref:r2	xref	pass2	XREF	r2	89	6	ae:v3:s089:006:pass2:xref:r2		pronoun_antecedent	5	q:89:6:5	possessive_suffix											high	surface_form	morphology;speech_role	avoid_adding_explanatory_noun	The suffix كَ in رَبُّكَ refers to the same singular addressee rather than to a named antecedent.		
ae:v3:s089:006:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	6	ae:v3:s089:006:pass2:xref:r1	ae:v3:s089:006:pass2:cand:r1.c1					discourse_entity									single_addressee	high	surface_form	speech_role			Second masculine singular verbal agreement identifies the inherent discourse addressee.	
ae:v3:s089:006:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	6	ae:v3:s089:006:pass2:xref:r2	ae:v3:s089:006:pass2:cand:r2.c1					discourse_entity									single_addressee	high	surface_form	speech_role			The 2ms possessive suffix marks the inherent discourse addressee.	
ae:v3:s089:008:pass2:xref:r1	xref	pass2	XREF	r1	89	8	ae:v3:s089:008:pass2:xref:r1		relative_reference	1	q:89:8:1												high	strongly_licensed	local_syntax;agreement;proximity	target_language_may_require_resolution	The feminine singular relative ٱلَّتِى takes its antecedent from the preceding ayah.		
ae:v3:s089:008:pass2:xref:r2	xref	pass2	XREF	r2	89	8	ae:v3:s089:008:pass2:xref:r2		pronoun_antecedent	4	q:89:8:4	possessive_suffix											high	strongly_licensed	morphology;agreement;local_syntax	target_language_may_require_resolution	The suffix هَا in مِثْلُهَا resumes the same feminine antecedent described by the relative clause.		
ae:v3:s089:008:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	8	ae:v3:s089:008:pass2:xref:r1	ae:v3:s089:008:pass2:cand:r1.c1					span	89	7			1	3			إِرَمَ_ذَاتِ_ٱلْعِمَادِ	high	strongly_licensed	agreement;proximity			The feminine singular relative agrees with the preceding إِرَمَ ذَاتِ ٱلْعِمَادِ phrase and introduces its description.	
ae:v3:s089:008:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	8	ae:v3:s089:008:pass2:xref:r2	ae:v3:s089:008:pass2:cand:r2.c1					span	89	7			1	3			إِرَمَ_ذَاتِ_ٱلْعِمَادِ	high	strongly_licensed	agreement;proximity			The 3fs suffix agrees with the immediately prior feminine antecedent phrase modified by ٱلَّتِى.	
ae:v3:s089:009:pass2:xref:r1	xref	pass2	XREF	r1	89	9	ae:v3:s089:009:pass2:xref:r1		relative_reference	3	q:89:9:3												high	syntactically_forced	local_syntax;agreement	target_language_may_require_resolution	The masculine plural relative ٱلَّذِينَ is anchored to the named group ثَمُودَ in the same ayah.		
ae:v3:s089:009:pass2:xref:r2	xref	pass2	XREF	r2	89	9	ae:v3:s089:009:pass2:xref:r2		pronoun_antecedent	4	q:89:9:4	subject_suffix											high	syntactically_forced	morphology;local_syntax;agreement	target_language_may_require_resolution	The plural subject suffix of جَابُوا۟ resumes the relative antecedent ثَمُودَ through ٱلَّذِينَ.		
ae:v3:s089:009:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	9	ae:v3:s089:009:pass2:xref:r1	ae:v3:s089:009:pass2:cand:r1.c1					word	89	9	2	q:89:9:2					ثَمُودَ	high	syntactically_forced	agreement;local_syntax			The relative pronoun modifies ثَمُودَ by Pass 1 attachment and agrees with it as a collective masculine plural referent.	
ae:v3:s089:009:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	9	ae:v3:s089:009:pass2:xref:r2	ae:v3:s089:009:pass2:cand:r2.c1					word	89	9	2	q:89:9:2					ثَمُودَ	high	syntactically_forced	agreement;relative_clause			The 3mp subject marking is controlled by the masculine plural relative modifying ثَمُودَ.	
ae:v3:s089:011:pass2:xref:r1	xref	pass2	XREF	r1	89	11	ae:v3:s089:011:pass2:xref:r1		relative_reference	1	q:89:11:1												high	strongly_licensed	relative_syntax;apposition;discourse_proximity	preserve_compression_if_target_language_allows	ٱلَّذِينَ is a masculine plural relative pronoun resuming the preceding named groups as the shared antecedent of طَغَوْا۟.		
ae:v3:s089:011:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	11	ae:v3:s089:011:pass2:xref:r1	ae:v3:s089:011:pass2:cand:r1.c1					word	89	6	7	q:89:6:7						high	strongly_licensed	discourse_proximity;apposition			عَادٍ is one of the immediately preceding named groups gathered by the plural relative ٱلَّذِينَ.	
ae:v3:s089:011:pass2:cand:r1.c2	cand	pass2	CAND	r1.c2	89	11	ae:v3:s089:011:pass2:xref:r1	ae:v3:s089:011:pass2:cand:r1.c2					word	89	9	2	q:89:9:2						high	strongly_licensed	discourse_proximity;apposition			ثَمُودَ is coordinated in the same preceding inventory and is compatible with the plural relative ٱلَّذِينَ.	
ae:v3:s089:011:pass2:cand:r1.c3	cand	pass2	CAND	r1.c3	89	11	ae:v3:s089:011:pass2:xref:r1	ae:v3:s089:011:pass2:cand:r1.c3					word	89	10	2	q:89:10:2						high	strongly_licensed	discourse_proximity;apposition			فِرْعَوْنَ belongs to the immediately preceding list completed before the plural relative clause.	
ae:v3:s089:012:pass2:xref:r1	xref	pass2	XREF	r1	89	12	ae:v3:s089:012:pass2:xref:r1		pronoun_antecedent	3	q:89:12:3	pronoun_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The 3fs suffix in فِيهَا resumes ٱلْبِلَٰدِ from the preceding ayah as the locative domain.		
ae:v3:s089:012:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	12	ae:v3:s089:012:pass2:xref:r1	ae:v3:s089:012:pass2:cand:r1.c1					word	89	11	4	q:89:11:4						high	strongly_licensed	agreement;discourse_proximity			ٱلْبِلَٰدِ is the nearest compatible locative-domain noun and matches the feminine singular suffix behavior.	
ae:v3:s089:013:pass2:xref:r1	xref	pass2	XREF	r1	89	13	ae:v3:s089:013:pass2:xref:r1		pronoun_antecedent	3	q:89:13:3	pronoun_suffix											high	strongly_licensed	agreement;discourse_continuity	target_language_may_require_resolution	The 3mp suffix in عَلَيْهِمْ resumes the same plural group that طَغَوْا۟ and أَكْثَرُوا۟ describe.		
ae:v3:s089:013:pass2:xref:r2	xref	pass2	XREF	r2	89	13	ae:v3:s089:013:pass2:xref:r2		pronoun_antecedent	4	q:89:13:4	possessive_suffix											high	surface_form	speech_role	avoid_adding_explanatory_noun	The 2ms suffix in رَبُّكَ marks the direct addressee of the discourse without a named antecedent in the registry.		
ae:v3:s089:013:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	13	ae:v3:s089:013:pass2:xref:r1	ae:v3:s089:013:pass2:cand:r1.c1					span	89	11			1	2				high	strongly_licensed	agreement;discourse_continuity			ٱلَّذِينَ طَغَوْا۟ supplies the plural human target compatible with هِمْ.	
ae:v3:s089:013:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	13	ae:v3:s089:013:pass2:xref:r2	ae:v3:s089:013:pass2:cand:r2.c1					discourse_entity									single_addressee	high	surface_form	speech_role			Second masculine singular agreement identifies an inherent speech-role addressee rather than a lexical antecedent.	
ae:v3:s089:014:pass2:xref:r1	xref	pass2	XREF	r1	89	14	ae:v3:s089:014:pass2:xref:r1		pronoun_antecedent	2	q:89:14:2	possessive_suffix											high	surface_form	speech_role	avoid_adding_explanatory_noun	The 2ms suffix in رَبَّكَ continues the direct addressee role marked in the surrounding discourse.		
ae:v3:s089:014:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	14	ae:v3:s089:014:pass2:xref:r1	ae:v3:s089:014:pass2:cand:r1.c1					discourse_entity									single_addressee	high	surface_form	speech_role			Second masculine singular agreement marks the discourse addressee without requiring a named antecedent.	
ae:v3:s089:015:pass2:xref:r1	xref	pass2	XREF	r1	89	15	ae:v3:s089:015:pass2:xref:r1		pronoun_antecedent	6	q:89:15:6	object_suffix											high	strongly_licensed	agreement;topic_continuity	target_language_may_require_resolution	The 3ms object suffix in ٱبْتَلَىٰهُ resumes the topical ٱلْإِنسَٰنُ.		
ae:v3:s089:015:pass2:xref:r2	xref	pass2	XREF	r2	89	15	ae:v3:s089:015:pass2:xref:r2		pronoun_antecedent	7	q:89:15:7	possessive_suffix											high	strongly_licensed	agreement;topic_continuity	target_language_may_require_resolution	The 3ms possessive suffix in رَبُّهُۥ refers back to the topical ٱلْإِنسَٰنُ.		
ae:v3:s089:015:pass2:xref:r3	xref	pass2	XREF	r3	89	15	ae:v3:s089:015:pass2:xref:r3		pronoun_antecedent	9	q:89:15:9	object_suffix											high	strongly_licensed	agreement;topic_continuity	target_language_may_require_resolution	The 3ms object suffix in أَكْرَمَهُۥ continues the topical human object.		
ae:v3:s089:015:pass2:xref:r4	xref	pass2	XREF	r4	89	15	ae:v3:s089:015:pass2:xref:r4		pronoun_antecedent	11	q:89:15:11	object_suffix											high	strongly_licensed	agreement;parallelism;topic_continuity	target_language_may_require_resolution	The 3ms object suffix in نَعَّمَهُۥ is parallel to أَكْرَمَهُۥ and resumes the same human object.		
ae:v3:s089:015:pass2:xref:r5	xref	pass2	XREF	r5	89	15	ae:v3:s089:015:pass2:xref:r5		pronoun_antecedent	14	q:89:15:14	possessive_suffix											high	strongly_licensed	quotation;topic_continuity	target_language_may_require_resolution	The 1cs suffix in رَبِّىٓ refers to the quoted speaker, the same human who يَقُولُ.		
ae:v3:s089:015:pass2:xref:r6	xref	pass2	XREF	r6	89	15	ae:v3:s089:015:pass2:xref:r6		pronoun_antecedent	15	q:89:15:15	object_suffix											high	strongly_licensed	quotation;topic_continuity	target_language_may_require_resolution	The 1cs object suffix in أَكْرَمَنِ refers to the quoted speaker.		
ae:v3:s089:015:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	15	ae:v3:s089:015:pass2:xref:r1	ae:v3:s089:015:pass2:cand:r1.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	agreement;topic_continuity			ٱلْإِنسَٰنُ is the local masculine singular topic governed by أَمَّا and fits the object suffix.	
ae:v3:s089:015:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	15	ae:v3:s089:015:pass2:xref:r2	ae:v3:s089:015:pass2:cand:r2.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	agreement;topic_continuity			The masculine singular suffix in رَبُّهُۥ is locally anchored by ٱلْإِنسَٰنُ.	
ae:v3:s089:015:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	89	15	ae:v3:s089:015:pass2:xref:r3	ae:v3:s089:015:pass2:cand:r3.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	agreement;topic_continuity			ٱلْإِنسَٰنُ remains the accessible masculine singular participant through the testing sequence.	
ae:v3:s089:015:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	89	15	ae:v3:s089:015:pass2:xref:r4	ae:v3:s089:015:pass2:cand:r4.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	agreement;parallelism;topic_continuity			The coordinated benefactive verbs share the masculine singular object supplied by ٱلْإِنسَٰنُ.	
ae:v3:s089:015:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	89	15	ae:v3:s089:015:pass2:xref:r5	ae:v3:s089:015:pass2:cand:r5.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	quotation;topic_continuity			ٱلْإِنسَٰنُ is the speaker of the quoted clause introduced by يَقُولُ.	
ae:v3:s089:015:pass2:cand:r6.c1	cand	pass2	CAND	r6.c1	89	15	ae:v3:s089:015:pass2:xref:r6	ae:v3:s089:015:pass2:cand:r6.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	quotation;topic_continuity			The first-person object in the quote is coreferential with the human who says the quote.	
ae:v3:s089:016:pass2:xref:r1	xref	pass2	XREF	r1	89	16	ae:v3:s089:016:pass2:xref:r1		pronoun_antecedent	5	q:89:16:5	object_suffix											high	strongly_licensed	agreement;topic_continuity;cross_ayah_parallelism	target_language_may_require_resolution	The 3ms object suffix in ٱبْتَلَىٰهُ resumes the human topic from the preceding أَمَّا frame.		
ae:v3:s089:016:pass2:xref:r2	xref	pass2	XREF	r2	89	16	ae:v3:s089:016:pass2:xref:r2		pronoun_antecedent	8	q:89:16:8	pronoun_suffix											high	strongly_licensed	agreement;topic_continuity	target_language_may_require_resolution	The 3ms suffix in عَلَيْهِ refers to the same human affected by the constriction.		
ae:v3:s089:016:pass2:xref:r3	xref	pass2	XREF	r3	89	16	ae:v3:s089:016:pass2:xref:r3		pronoun_antecedent	9	q:89:16:9	possessive_suffix											high	strongly_licensed	agreement;topic_continuity	target_language_may_require_resolution	The 3ms possessive suffix in رِزْقَهُۥ refers to the same human whose provision is restricted.		
ae:v3:s089:016:pass2:xref:r4	xref	pass2	XREF	r4	89	16	ae:v3:s089:016:pass2:xref:r4		pronoun_antecedent	12	q:89:16:12	possessive_suffix											high	strongly_licensed	quotation;topic_continuity	target_language_may_require_resolution	The 1cs suffix in رَبِّىٓ refers to the quoted speaker in the contrastive response.		
ae:v3:s089:016:pass2:xref:r5	xref	pass2	XREF	r5	89	16	ae:v3:s089:016:pass2:xref:r5		pronoun_antecedent	13	q:89:16:13	object_suffix											high	strongly_licensed	quotation;topic_continuity	target_language_may_require_resolution	The 1cs object suffix in أَهَٰنَنِ refers to the quoted speaker.		
ae:v3:s089:016:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	16	ae:v3:s089:016:pass2:xref:r1	ae:v3:s089:016:pass2:cand:r1.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	agreement;topic_continuity			ٱلْإِنسَٰنُ is the masculine singular topic carried into the contrastive conditional frame.	
ae:v3:s089:016:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	16	ae:v3:s089:016:pass2:xref:r2	ae:v3:s089:016:pass2:cand:r2.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	agreement;topic_continuity			The affected-person suffix in عَلَيْهِ matches the carried masculine singular human topic.	
ae:v3:s089:016:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	89	16	ae:v3:s089:016:pass2:xref:r3	ae:v3:s089:016:pass2:cand:r3.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	agreement;topic_continuity			The masculine singular possessor in رِزْقَهُۥ is supplied by the continuing human topic.	
ae:v3:s089:016:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	89	16	ae:v3:s089:016:pass2:xref:r4	ae:v3:s089:016:pass2:cand:r4.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	quotation;topic_continuity			The speaker of the second quote is the same carried human topic from the أَمَّا contrast.	
ae:v3:s089:016:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	89	16	ae:v3:s089:016:pass2:xref:r5	ae:v3:s089:016:pass2:cand:r5.c1					word	89	15	3	q:89:15:3						high	strongly_licensed	quotation;topic_continuity			The first-person object in the quote is coreferential with the human speaker carried from the prior topic.	
ae:v3:s089:017:pass2:xref:r1	xref	pass2	XREF	r1	89	17	ae:v3:s089:017:pass2:xref:r1		pronoun_antecedent	4	q:89:17:4	subject_agreement											high	surface_form	speech_role	avoid_adding_explanatory_noun	The 2mp agreement in تُكْرِمُونَ marks plural direct addressees rather than a named antecedent.		
ae:v3:s089:017:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	17	ae:v3:s089:017:pass2:xref:r1	ae:v3:s089:017:pass2:cand:r1.c1					discourse_entity									direct_addressees	high	surface_form	speech_role			Second masculine plural agreement identifies the addressed audience as a discourse role.	
ae:v3:s089:018:pass2:xref:r1	xref	pass2	XREF	r1	89	18	ae:v3:s089:018:pass2:xref:r1		pronoun_antecedent	3	q:89:18:3	subject_agreement											high	surface_form	speech_role;parallelism	avoid_adding_explanatory_noun	The 2mp agreement in تَحَٰٓضُّونَ continues the plural direct addressees of the preceding charge.		
ae:v3:s089:018:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	18	ae:v3:s089:018:pass2:xref:r1	ae:v3:s089:018:pass2:cand:r1.c1					discourse_entity									direct_addressees	high	surface_form	speech_role			Second masculine plural agreement marks the same addressed audience as a discourse participant.	
ae:v3:s089:019:pass2:xref:r1	xref	pass2	XREF	r1	89	19	ae:v3:s089:019:pass2:xref:r1		pronoun_antecedent	2	q:89:19:2	subject_agreement											high	surface_form	speech_role;parallelism	avoid_adding_explanatory_noun	The 2mp agreement in تَأْكُلُونَ continues the direct addressee group through the coordinated accusations.		
ae:v3:s089:019:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	19	ae:v3:s089:019:pass2:xref:r1	ae:v3:s089:019:pass2:cand:r1.c1					discourse_entity									direct_addressees	high	surface_form	speech_role			Second masculine plural agreement identifies the addressed audience without a lexical antecedent.	
ae:v3:s089:020:pass2:xref:r1	xref	pass2	XREF	r1	89	20	ae:v3:s089:020:pass2:xref:r1		pronoun_antecedent	2	q:89:20:2	subject_agreement											high	surface_form	speech_role;parallelism	avoid_adding_explanatory_noun	The 2mp agreement in تُحِبُّونَ continues the plural direct addressees in the coordinated charge sequence.		
ae:v3:s089:020:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	20	ae:v3:s089:020:pass2:xref:r1	ae:v3:s089:020:pass2:cand:r1.c1					discourse_entity									direct_addressees	high	surface_form	speech_role			Second masculine plural agreement marks the addressed audience as a discourse role.	
ae:v3:s089:022:pass2:xref:r1	xref	pass2	XREF	r1	89	22	ae:v3:s089:022:pass2:xref:r1		pronoun_antecedent	3	q:89:22:3	possessive_suffix											high	surface_form	morphology;speech_role	target_language_may_require_resolution	The 2ms suffix in رَبُّكَ addresses a discourse participant rather than a named antecedent in the surah registry.		
ae:v3:s089:022:pass2:xref:sr1	xref	pass2	XREF	sr1	89	22	ae:v3:s089:022:pass2:xref:sr1		discourse_reference	3	q:89:22:3												high	strongly_licensed	agreement;discourse_accessibility;cross_ayah_continuity	target_language_may_require_resolution	رَبُّكَ resumes the divine رَبّ participant chain first addressed in 89:6 after the intervening human-testing and rebuke pericope.		
ae:v3:s089:022:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	22	ae:v3:s089:022:pass2:xref:r1	ae:v3:s089:022:pass2:cand:r1.c1					discourse_entity									single_addressee	high	surface_form	morphology;speech_role			Second masculine singular agreement identifies the directly addressed listener as the possessor role.	
ae:v3:s089:022:pass2:cand:sr1.c1	cand	pass2	CAND	sr1.c1	89	22	ae:v3:s089:022:pass2:xref:sr1	ae:v3:s089:022:pass2:cand:sr1.c1					word	89	6	5	q:89:6:5					رَبُّكَ	high	strongly_licensed	agreement;discourse_accessibility;cross_ayah_continuity			The same masculine singular رَبّ construct with a 2ms suffix remains accessible through 89:13-14 before returning as the subject of the eschatological arrival.	
ae:v3:s089:023:pass2:xref:r1	xref	pass2	XREF	r1	89	23	ae:v3:s089:023:pass2:xref:r1		connector_reference	3	q:89:23:3	idh_segment											medium	strongly_licensed	deixis;discourse_proximity	preserve_compression_if_target_language_allows	The first يَوْمَئِذٍ anchors its إذ segment to the immediately preceding eschatological temporal scene.		
ae:v3:s089:023:pass2:xref:r2	xref	pass2	XREF	r2	89	23	ae:v3:s089:023:pass2:xref:r2		connector_reference	6	q:89:23:6	idh_segment											medium	strongly_licensed	deixis;parallelism	preserve_compression_if_target_language_allows	The repeated يَوْمَئِذٍ resumes the same event time for the remembering clause.		
ae:v3:s089:023:pass2:xref:r3	xref	pass2	XREF	r3	89	23	ae:v3:s089:023:pass2:xref:r3		pronoun_antecedent	11	q:89:23:11	pronoun_suffix											high	strongly_licensed	agreement;local_proximity	target_language_may_require_resolution	The 3ms suffix in لَهُ resumes the masculine singular ٱلْإِنسَٰنُ in the same clause sequence.		
ae:v3:s089:023:pass2:xref:sr1	xref	pass2	XREF	sr1	89	23	ae:v3:s089:023:pass2:xref:sr1		discourse_reference	8	q:89:23:8												high	strongly_licensed	agreement;topic_continuity;discourse_accessibility	target_language_may_require_resolution	ٱلْإِنسَٰنُ resumes the generic human topic introduced in 89:15 after the intervening second-person rebuke and day-scene transition.		
ae:v3:s089:023:pass2:xref:src1	xref	pass2	XREF	src1	89	23	ae:v3:s089:023:pass2:xref:src1		discourse_reference	6	q:89:23:6												high	strongly_licensed	formulaic_construction;parallelism	preserve_compression_if_target_language_allows	Formulaic يَوْمَئِذٍ refrain, 2nd instance; anchor at 89:23.		
ae:v3:s089:023:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	23	ae:v3:s089:023:pass2:xref:r1	ae:v3:s089:023:pass2:cand:r1.c1					clause	89	21					c1	ae:v3:s089:021:pass1:clause:c1		medium	strongly_licensed	deixis;discourse_proximity			The temporal clause beginning with إِذَا supplies the nearest explicit event frame for the idh-deictic day expression.	
ae:v3:s089:023:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	23	ae:v3:s089:023:pass2:xref:r2	ae:v3:s089:023:pass2:cand:r2.c1					clause	89	21					c1	ae:v3:s089:021:pass1:clause:c1		medium	strongly_licensed	deixis;parallelism			The second day-then expression repeats the temporal anchoring already introduced from the prior إذا scene.	
ae:v3:s089:023:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	89	23	ae:v3:s089:023:pass2:xref:r3	ae:v3:s089:023:pass2:cand:r3.c1					word	89	23	8	q:89:23:8						high	strongly_licensed	agreement;local_proximity			ٱلْإِنسَٰنُ is the nearest masculine singular discourse participant and subject of the preceding remembering verb.	
ae:v3:s089:023:pass2:cand:sr1.c1	cand	pass2	CAND	sr1.c1	89	23	ae:v3:s089:023:pass2:xref:sr1	ae:v3:s089:023:pass2:cand:sr1.c1					word	89	15	3	q:89:15:3					ٱلْإِنسَٰنُ	high	strongly_licensed	agreement;topic_continuity;discourse_accessibility			The repeated definite masculine singular noun matches the earlier topical ٱلْإِنسَٰنُ and continues the human response chain into the remembering and quoted regret sequence.	
ae:v3:s089:023:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	89	23	ae:v3:s089:023:pass2:xref:src1	ae:v3:s089:023:pass2:cand:src1.c1					word	89	23	3	q:89:23:3						high	strongly_licensed	formulaic_construction;parallelism			Identical day-deictic formula; first instance in the surah.	
ae:v3:s089:024:pass2:xref:r1	xref	pass2	XREF	r1	89	24	ae:v3:s089:024:pass2:xref:r1		pronoun_antecedent	3	q:89:24:3	pronoun_suffix											high	strongly_licensed	morphology;quotation	target_language_may_require_resolution	The 1cs suffix in لَيْتَنِى is the quoted speaker, controlled by the preceding speech-report subject.		
ae:v3:s089:024:pass2:xref:r2	xref	pass2	XREF	r2	89	24	ae:v3:s089:024:pass2:xref:r2		pronoun_antecedent	6	q:89:24:6	possessive_suffix											high	strongly_licensed	morphology;quotation	target_language_may_require_resolution	The 1cs possessive suffix in حَيَاتِى refers to the same quoted speaker.		
ae:v3:s089:024:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	24	ae:v3:s089:024:pass2:xref:r1	ae:v3:s089:024:pass2:cand:r1.c1					word	89	23	8	q:89:23:8						high	strongly_licensed	morphology;quotation			The quoted first person corresponds to ٱلْإِنسَٰنُ, the masculine singular subject who remembers and then says.	
ae:v3:s089:024:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	24	ae:v3:s089:024:pass2:xref:r2	ae:v3:s089:024:pass2:cand:r2.c1					word	89	23	8	q:89:23:8						high	strongly_licensed	morphology;quotation			The possessive first person belongs to the speaker of يَقُولُ, identified by the prior subject ٱلْإِنسَٰنُ.	
ae:v3:s089:025:pass2:xref:r1	xref	pass2	XREF	r1	89	25	ae:v3:s089:025:pass2:xref:r1		connector_reference	2	q:89:25:2	idh_segment											medium	strongly_licensed	deixis;discourse_proximity	preserve_compression_if_target_language_allows	يَوْمَئِذٍ resumes the previously established eschatological day for the negated punishment clause.		
ae:v3:s089:025:pass2:xref:r2	xref	pass2	XREF	r2	89	25	ae:v3:s089:025:pass2:xref:r2		pronoun_antecedent	5	q:89:25:5	possessive_suffix											medium	ambiguous	agreement;discourse_accessibility	target_language_may_force_choice	The 3ms suffix in عَذَابَهُ can grammatically resume either the divine subject role or the human participant in the surrounding discourse.		
ae:v3:s089:025:pass2:xref:src1	xref	pass2	XREF	src1	89	25	ae:v3:s089:025:pass2:xref:src1		discourse_reference	2	q:89:25:2												high	strongly_licensed	formulaic_construction;discourse_continuity	preserve_compression_if_target_language_allows	Formulaic يَوْمَئِذٍ refrain, 3rd instance; anchor at 89:23.		
ae:v3:s089:025:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	89	25	ae:v3:s089:025:pass2:xref:r1	ae:v3:s089:025:pass2:cand:r1.c1					clause	89	21					c1	ae:v3:s089:021:pass1:clause:c1		medium	strongly_licensed	deixis;discourse_proximity			The temporal scene opened by 89:21 remains the accessible event frame for the day-then expression.	
ae:v3:s089:025:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	89	25	ae:v3:s089:025:pass2:xref:r2	ae:v3:s089:025:pass2:cand:r2.c1					word	89	22	3	q:89:22:3						medium	strongly_licensed	agreement;discourse_topic			رَبُّكَ is a masculine singular prominent subject in the preceding arrival clause and can supply the possessor of the punishment.	
ae:v3:s089:025:pass2:cand:r2.c2	cand	pass2	CAND	r2.c2	89	25	ae:v3:s089:025:pass2:xref:r2	ae:v3:s089:025:pass2:cand:r2.c2					word	89	23	8	q:89:23:8						low	ambiguous	agreement;discourse_accessibility			ٱلْإِنسَٰنُ is a masculine singular participant in the immediately preceding discourse and remains grammatically available.	
