root_norm	stem	form_tag	instance_count	idafa_dependent_count	idafa_head_count	adjective_count	prep_complement_count	governing_relation_profile	idafa_root_profile	adjective_root_profile	prep_profile	sample_refs
ق و ي	قو	GERUND	29	6	0	0	9	prep_complement:14;accusative_specification:9;idafa:6;conjoined:4;particle_complement:3;predication:2;direct_object:2;circumstantial:1	ب ع د:2;أ و ل:2;ذ و و:2		بـ:8;لـ:3;مِن:2;إِلَى:1	2:63:13;2:93:13;2:165:30;7:145:18;7:171:18;8:60:8;9:69:8;11:52:15;11:52:17;11:80:7
ق و ي	قوى	ADJ_QUALIT	3	0	0	0	0	predication:3;conjoined:1				11:66:21;28:26:10;42:19:10
ق و ي	قوى	NOUN_ABSTRACT	1	1	0	0	0	idafa:1	ش د د:1			53:5:3
ق و ي	قوي	ADJ_QUALIT	8	0	0	0	0	predication:7;conjoined:2;prep_complement:1;kana_predicate:1			عَلَى:1	8:52:20;22:40:44;22:74:9;27:39:17;33:25:19;40:22:15;57:25:40;58:21:10
ق و ي	مقو	NOUN_ACTIVE_PART	1	0	0	0	1	prep_complement:1			لـ:1	56:73:7
ق ي ل	مقيل	NOUN_TIME_PLACE	1	0	0	0	0	accusative_specification:1				25:24:8
ك أ س	كأس	NOUN_CONCRETE	6	0	0	3	2	prep_complement:4;adjective:3;direct_object:2;conjoined:1		ك و ن:2;د ه ق:1	مِن:3;بـ:1	37:45:4;52:23:3;56:18:6;76:5:5;76:17:4;78:34:2
ك ب ب	مكب	NOUN_ACTIVE_PART	1	0	0	0	0	circumstantial:1;prep_complement:1			عَلَى:1	67:22:4
ك ب د	كبد	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			فِي:1	90:4:6
ك ب ر	أكابر	ADJ_QUALIT	1	0	1	0	0	direct_object:1;idafa:1				6:123:8
ك ب ر	أكبر	ADJ_COMP	23	0	0	0	0	predication:16;prep_complement:6;adjective:4;conjoined:4;accusative_specification:3;adverbial:2;direct_object:1			مِن:6	2:217:26;2:217:31;2:219:16;3:118:25;4:153:14;6:19:4;6:78:10;9:3:11;9:72:23;10:61:45
ك ب ر	استكبار	GERUND	2	0	0	0	0	prep_complement:1;conjoined:1;cognate_acc:1			فِي:1	35:43:1;71:7:20
ك ب ر	تكبير	GERUND	1	0	0	0	0	cognate_acc:1				17:111:26
ك ب ر	كبائر	NOUN_ABSTRACT	3	0	3	0	0	direct_object:3;idafa:3;conjoined:2;exception:1				4:31:3;42:37:4;53:32:3
ك ب ر	كبار	ADJ_QUALIT	1	0	0	0	0	adjective:1				71:22:4
ك ب ر	كبر	ADJ_QUALIT	1	1	0	0	0	idafa:1	أ ح د:1			74:35:4
ك ب ر	كبر	GERUND	7	0	0	0	2	subject:3;prep_complement:3;direct_object:1;predication:1			عَلَى:1;مِن:1;فِي:1	2:266:22;3:40:10;14:39:8;15:54:6;17:23:15;19:8:15;40:56:15
ك ب ر	كبر	NOUN_ABSTRACT	1	1	1	0	0	idafa:2;direct_object:1				24:11:27
ك ب ر	كبراء	ADJ_QUALIT	1	1	1	0	0	idafa:2;direct_object:1;conjoined:1				33:67:8
ك ب ر	كبرى	ADJ_COMP	6	0	0	0	0	adjective:6				20:23:5;44:16:4;53:18:7;79:20:4;79:34:5;87:12:4
ك ب ر	كبرياء	NOUN_ABSTRACT	2	0	0	0	0	prep_complement:3;subject:1;predication:1			فِي:2;لـ:1	10:78:12;45:37:3
ك ب ر	كبير	ADJ_QUALIT	44	2	2	2	0	adjective:31;conjoined:5;predication:4;idafa:4;prep_complement:3;exception:2;kana_predicate:2;subject:2;particle_complement:1;direct_object:1		ل ل ذ:2	عَلَى:2;لـ:1	2:45:10;2:143:38;2:217:10;2:219:9;2:282:110;4:2:20;4:34:52;8:73:15;9:121:8;11:3:29
ك ب ر	متكبر	NOUN_ACTIVE_PART	7	4	0	0	1	idafa:4;prep_complement:1;adjective:1;predication:1	ث و ي:3;ك ل ل:1		لـ:1	16:29:11;39:60:16;39:72:10;40:27:12;40:35:25;40:76:9;59:23:15
ك ب ر	مستكبر	NOUN_ACTIVE_PART	6	0	0	0	0	circumstantial:3;predication:2;direct_object:1;prep_complement:1			بـ:1	16:22:14;16:23:14;23:67:1;31:7:7;45:8:8;63:5:18
ك ت ب	كاتب	NOUN_ACTIVE_PART	6	0	0	0	0	subject:3;conjoined:1;direct_object:1;predication:1;prep_complement:1			لـ:1	2:282:18;2:282:24;2:282:145;2:283:9;21:94:17;82:11:2
ك ت ب	كتاب	GERUND	5	0	0	0	0	conjoined:7;direct_object:5				2:129:12;2:151:14;3:48:3;3:164:20;62:2:15
ك ت ب	كتاب	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1;subject:1				45:29:2
ك ت ب	كتاب	NOUN_CONCRETE	249	59	23	44	57	direct_object:93;idafa:82;prep_complement:71;adjective:47;conjoined:33;predication:14;circumstantial:11;subject:10;apposition:5;particle_complement:5	أ ه ل:31;أ ي ي:7;ن ز ل:5;أ م م:3;ب ع ض:1;و ث ق:1;ف ص ل:1;ع ل م:1	ب ي ن:13;ن و ر:4;ن ز ل:4;ل ل ذ:3;ص د ق:2;ب ر ك:2;ح ك م:2;ر ق م:2;أ ج ل:1;و ق ت:1	فِي:29;مِن:25;بـ:11;لـ:3;إِلَى:2;عَلَى:1	2:2:2;2:44:11;2:53:5;2:78:6;2:79:6;2:85:32;2:87:6;2:89:4;2:101:16;2:101:17
ك ت ب	كتب	NOUN_CONCRETE	6	0	0	2	2	conjoined:3;prep_complement:3;adjective:2;direct_object:1;predication:1		د ر س:1;ق و م:1	لـ:1;مِن:1;فِي:1	2:285:18;4:136:30;21:104:8;34:44:5;66:12:19;98:3:2
ك ت ب	مكتوب	NOUN_PASSIVE_PART	1	0	0	0	0	circumstantial:1;prep_complement:1			فِي:1	7:157:8
ك ث ب	كثيب	NOUN_CONCRETE	1	0	0	1	0	kana_predicate:1;adjective:1		ه ي ل:1		73:14:9
ك ث ر	أكثر	ADJ_COMP	80	21	45	0	2	idafa:66;particle_complement:33;subject:32;predication:17;prep_complement:7;accusative_specification:7;conjoined:6;direct_object:5;kana_predicate:3;adverbial:1			مِن:4;لـ:1;بـ:1;عَلَى:1	2:100:9;2:243:30;3:110:31;4:12:82;5:59:24;5:103:24;6:37:19;6:111:26;6:116:4;7:17:19
ك ث ر	تكاثر	GERUND	2	0	0	0	0	conjoined:1;prep_complement:1;subject:1			فِي:1	57:20:14;102:1:2
ك ث ر	كثر	GERUND	2	0	1	0	0	subject:2;idafa:1				5:100:10;9:25:13
ك ث ر	كثير	ADJ_QUALIT	74	0	0	0	8	prep_complement:37;adjective:23;direct_object:16;particle_complement:8;adverbial:6;subject:5;cognate_acc:5;predication:5;exception:2;circumstantial:2			مِن:29;عَن:3;فِي:2;عَلَى:2;لـ:1	2:26:37;2:26:41;2:109:2;2:245:12;2:249:68;2:269:13;3:41:18;3:146:9;3:186:21;4:1:19
ك ث ر	كوثر	NOUN_PROP	1	0	0	0	0	direct_object:1				108:1:3
ك د ح	كادح	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1;prep_complement:1;cognate_acc:1;conjoined:1			إِلَى:1	84:6:5
ك د ح	كدح	GERUND	1	0	0	0	0	cognate_acc:1				84:6:8
ك ذ ب	تكذيب	GERUND	1	0	0	0	1	prep_complement:1;predication:1			فِي:1	85:19:5
ك ذ ب	كاذب	NOUN_ACTIVE_PART	32	0	0	0	8	predication:16;prep_complement:8;kana_predicate:5;direct_object:4;subject:2;particle_complement:1;adverbial:1;adjective:1			مِن:7;عَلَى:1	3:61:33;6:28:21;7:66:17;9:42:31;9:43:15;9:107:34;11:27:32;11:93:18;12:26:22;12:74:7
ك ذ ب	كذاب	ADJ_INTENS	5	0	0	2	0	predication:4;adjective:3		أ ش ر:2		38:4:12;40:24:10;40:28:45;54:25:8;54:26:4
ك ذ ب	كذاب	GERUND	2	0	0	0	0	cognate_acc:1;conjoined:1;direct_object:1				78:28:5;78:35:7
ك ذ ب	كذب	GERUND	33	0	0	0	3	direct_object:27;prep_complement:4;cognate_acc:2;adjective:1;clausal_complement:1;predication:1			لـ:2;عَلَى:2	3:75:40;3:78:35;3:94:6;4:50:6;5:41:25;5:42:2;5:103:22;6:21:8;6:93:8;6:144:34
ك ذ ب	مكذب	NOUN_ACTIVE_PART	21	4	0	2	13	prep_complement:13;predication:12;idafa:4;adjective:3;kana_predicate:1;direct_object:1;particle_complement:1;conjoined:1	ع ق ب:4	ض ل ل:1;أ و ل:1	لـ:12;مِن:1	3:137:15;6:11:10;16:36:35;43:25:9;52:11:5;56:51:5;56:92:6;68:8:4;69:49:7;73:11:4
ك ذ ب	مكذوب	NOUN_PASSIVE_PART	1	1	0	0	0	idafa:1	غ ي ر:1			11:65:13
ك ر ب	كرب	GERUND	3	0	0	3	3	prep_complement:3;adjective:3		ع ظ م:3	مِن:3	21:76:15;37:76:6;37:115:6
ك ر ب	كرب	NOUN_ABSTRACT	1	1	0	0	0	idafa:1	ك ل ل:1			6:64:8
ك ر ر	كر	GERUND_INSTANT	6	0	0	1	0	particle_complement:3;prep_complement:2;predication:2;direct_object:1;cognate_acc:1;adverbial:1;adjective:1		خ س ر:1	لـ:2	2:167:8;17:6:4;26:102:5;39:58:9;67:4:4;79:12:4
ك ر س	كرسي	NOUN_CONCRETE	2	1	1	0	1	idafa:2;subject:1;prep_complement:1			عَلَى:1	2:255:49;38:34:9
ك ر م	أكرم	ADJ_COMP	2	0	0	0	0	particle_complement:1;predication:1				49:13:18;96:3:4
ك ر م	إكرام	GERUND	2	0	0	0	0	conjoined:2				55:27:8;55:78:7
ك ر م	كرام	ADJ_QUALIT	3	0	0	0	0	circumstantial:1				25:72:12;80:16:1;82:11:1
ك ر م	كريم	ADJ_QUALIT	25	0	0	0	0	adjective:23;conjoined:2;predication:1;particle_complement:1				4:31:13;8:4:14;8:74:25;12:31:42;17:23:33;22:50:12;23:116:12;24:26:25;26:7:12;26:58:4
ك ر م	كريم	NOUN_PROP	2	0	0	0	0	predication:1;adjective:1				44:49:5;82:6:8
ك ر م	مكرم	NOUN_ACTIVE_PART	1	0	0	0	1	prep_complement:2			مِن:1;لـ:1	22:18:43
ك ر م	مكرم	NOUN_PASSIVE_PART	6	0	0	0	1	adjective:3;prep_complement:2;predication:2			مِن:1;فِي:1	21:26:9;36:27:8;37:42:4;51:24:6;70:35:4;80:13:3
ك ر ه	إكراه	GERUND	2	1	0	0	0	particle_complement:1;prep_complement:1;idafa:1	ب ع د:1		فِي:1	2:256:2;24:33:55
ك ر ه	كاره	NOUN_ACTIVE_PART	7	0	0	0	0	predication:6;prep_complement:3;kana_predicate:1			لـ:3	7:88:24;8:5:15;9:48:20;9:54:30;11:28:24;23:70:13;43:78:11
ك ر ه	كره	GERUND	8	0	0	0	0	conjoined:4;circumstantial:3;predication:1;prep_complement:1			لـ:1	2:216:6;3:83:16;4:19:11;9:53:5;13:15:12;41:11:18;46:15:9;46:15:12
ك ر ه	مكروه	NOUN_PASSIVE_PART	1	0	0	0	0	kana_predicate:1;adverbial:1				17:38:7
ك س د	كساد	GERUND	1	0	0	0	0	direct_object:1				9:24:19
ك س ف	كسف	NOUN_CONCRETE	5	0	0	1	0	direct_object:4;circumstantial:2;prep_complement:2;adjective:1		س ق ط:1	مِن:2	17:92:8;26:187:4;30:48:16;34:9:24;52:44:4
ك س ل	كسالى	ADJ_QUALIT	2	0	0	0	0	circumstantial:1;predication:1				4:142:14;9:54:23
ك س و	كسو	NOUN_CONCRETE	2	0	0	0	0	conjoined:2				2:233:19;5:89:26
ك ش ف	كاشف	NOUN_ACTIVE_PART	5	0	2	0	0	prep_complement:3;particle_complement:2;exception:2;predication:2;idafa:2;adverbial:1;subject:1			لـ:2;مِن:1	6:17:9;10:107:9;39:38:28;44:15:2;53:58:7
ك ش ف	كشف	GERUND	1	0	1	0	0	direct_object:1;idafa:1;prep_complement:1;conjoined:1			عَن:1	17:56:10
ك ظ م	كاظم	NOUN_ACTIVE_PART	2	0	0	0	0	conjoined:2;direct_object:1;circumstantial:1				3:134:8;40:18:10
ك ظ م	كظيم	ADJ_QUALIT	3	0	0	0	0	predication:3				12:84:17;16:58:12;43:17:16
ك ظ م	مكظوم	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1				68:48:16
ك ع ب	كعب	NOUN_CONCRETE	3	1	0	0	1	conjoined:3;prep_complement:1;idafa:1;direct_object:1;apposition:1	ب ل غ:1		إِلَى:1	5:6:23;5:95:30;5:97:3
ك ع ب	كواعب	NOUN_ACTIVE_PART	1	0	0	1	0	adjective:1		ت ر ب:1		78:33:2
ك ف أ	كفو	NOUN_ABSTRACT	1	0	0	0	0	kana_predicate:1;prep_complement:1			لـ:1	112:4:5
ك ف ت	كفات	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1				77:25:4
ك ف ر	أكفر	ADJ_COMP	1	0	0	0	0	direct_object:2;predication:1				80:17:4
ك ف ر	كافر	NOUN_ACTIVE_PART	135	12	0	0	47	prep_complement:67;predication:31;direct_object:15;subject:15;idafa:12;adjective:12;kana_predicate:8;conjoined:5;particle_complement:3;circumstantial:1	ج ز ي:2;ك ي د:2;د ع و:2;أ و ل:1;ق ل ب:1;د ب ر:1;خ ز ي:1;م ع ع:1;ع ق ب:1		لـ:28;بـ:21;عَلَى:10;مِن:7;فِي:1	2:19:24;2:24:18;2:34:19;2:41:13;2:89:30;2:90:30;2:98:19;2:104:15;2:191:32;2:217:54
ك ف ر	كافور	NOUN_CONCRETE	1	0	0	0	0	kana_predicate:1				76:5:8
ك ف ر	كفار	ADJ_INTENS	5	2	0	2	0	adjective:3;idafa:2;predication:2	ك ل ل:2	أ ث م:1;ع ن د:1		2:276:12;14:34:18;39:3:36;50:24:5;71:27:11
ك ف ر	كفار	NOUN_ABSTRACT	4	0	1	0	0	predication:3;prep_complement:1;idafa:1;adverbial:1;conjoined:1;apposition:1			لـ:1	5:45:33;5:89:16;5:89:39;5:95:32
ك ف ر	كفار	NOUN_ACTIVE_PART	21	1	1	0	5	predication:5;direct_object:5;prep_complement:5;conjoined:4;subject:3;idafa:2;circumstantial:1			مِن:2;إِلَى:2;عَلَى:1	2:109:11;2:161:8;3:91:8;4:18:23;5:57:20;9:68:7;9:73:5;9:120:43;9:123:9;13:42:19
ك ف ر	كفر	GERUND	37	2	0	0	13	prep_complement:17;conjoined:10;direct_object:7;accusative_specification:3;subject:3;idafa:2;predication:2	أ م م:1;ك ل م:1		بـ:11;فِي:3;عَلَى:2;لـ:1	2:88:9;2:93:26;2:108:15;2:217:17;3:52:6;3:80:12;3:90:8;3:167:25;3:176:7;3:177:4
ك ف ر	كفر	NOUN_ACTIVE_PART	1	0	0	1	0	predication:1;adjective:1		ف ج ر:1		80:42:3
ك ف ر	كفران	GERUND	1	0	0	0	0	particle_complement:1;prep_complement:1;predication:1			لـ:1	21:94:11
ك ف ر	كفور	ADJ_INTENS	15	1	0	1	0	direct_object:5;conjoined:3;adjective:3;predication:3;kana_predicate:2;prep_complement:1;idafa:1	ك ل ل:1	ب ي ن:1	لـ:1	11:9:14;17:27:10;17:67:21;17:89:18;17:99:28;22:38:13;22:66:12;25:50:13;31:32:28;34:17:10
ك ف ر	كوافر	NOUN_CONCRETE	1	1	0	0	0	idafa:1	ع ص م:1			60:10:53
ك ف ف	كف	NOUN_CONCRETE	2	1	0	0	0	idafa:1;direct_object:1	ب س ط:1			13:14:18;18:42:8
ك ف ل	كفل	GERUND	2	2	0	0	0	idafa:2	ذ و و:2			21:85:7;38:48:8
ك ف ل	كفل	NOUN_ABSTRACT	2	0	0	0	0	prep_complement:2;subject:1;direct_object:1			مِن:2	4:85:16;57:28:12
ك ف ل	كفيل	ADJ_QUALIT	1	0	0	0	0	direct_object:1;prep_complement:1			عَلَى:1	16:91:19
ك ف ي	كاف	NOUN_ABSTRACT	5	0	0	0	0	circumstantial:5				2:208:8;9:36:31;9:36:35;9:122:7;34:28:5
ك ف ي	كاف	NOUN_ACTIVE_PART	1	0	0	0	1	kana_predicate:1;prep_complement:1;direct_object:1			بـ:1	39:36:4
ك ل ب	كلب	NOUN_CONCRETE	5	4	3	0	0	idafa:7;predication:4	م ث ل:1			7:176:19;18:18:15;18:22:4;18:22:9;18:22:18
ك ل ب	مكلب	NOUN_ACTIVE_PART	1	0	0	0	0	circumstantial:1				5:4:15
ك ل ح	كالح	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1;circumstantial:1;prep_complement:1			فِي:1	23:104:7
ك ل ف	متكلف	NOUN_ACTIVE_PART	1	0	0	0	1	predication:1;prep_complement:1			مِن:1	38:86:11
ك ل ل	كل	NOUN_ABSTRACT	376	21	294	0	181	idafa:315;prep_complement:199;direct_object:58;predication:49;subject:47;apposition:20;adverbial:18;cognate_acc:4;quoted_complement:3;conjoined:3	خ ل ق:4;ع ن د:2;م ل ك:2;ب و ب:1;ن ب ت:1;ر ب ب:1;أ م ر:1;ف و ق:1;ف ص ل:1;ث م ر:1		عَلَى:59;مِن:53;لـ:38;بـ:37;فِي:12	2:20:5;2:20:29;2:25:16;2:29:20;2:31:5;2:60:21;2:87:25;2:106:18;2:109:35;2:116:14
ك ل ل	كلال	GERUND	1	0	0	0	0	circumstantial:1				4:12:65
ك ل ل	كلال	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			فِي:1	4:176:6
ك ل م	تكليم	GERUND	1	0	0	0	0	cognate_acc:1				4:164:17
ك ل م	كلام	NOUN_ABSTRACT	4	0	3	0	1	direct_object:3;idafa:3;conjoined:1;prep_complement:1			بـ:1	2:75:12;7:144:12;9:6:11;48:15:14
ك ل م	كلم	NOUN_ABSTRACT	46	3	21	8	13	idafa:24;subject:17;prep_complement:16;direct_object:8;adjective:8;clausal_complement:3;conjoined:3;apposition:2;predication:2;particle_complement:2	م ث ل:1	ط ي ب:2;س و ي:1;ح س ن:1;خ ب ث:1;خ ر ج:1;ب ق ي:1	بـ:7;لـ:5;مِن:2;إِلَى:1;كـ:1	2:37:6;2:124:7;3:39:17;3:45:10;3:64:7;4:46:5;4:171:23;5:13:12;5:41:33;6:34:22
ك ل و	كلا	NOUN_ABSTRACT	1	0	0	0	0	conjoined:1				17:23:18
ك ل و	كلتا	NOUN_ABSTRACT	1	0	1	0	0	subject:2;idafa:1				18:33:1
ك م ل	كامل	NOUN_ACTIVE_PART	3	0	0	0	0	adjective:2;circumstantial:1				2:196:73;2:233:6;16:25:4
ك م م	أكمام	NOUN_CONCRETE	2	1	0	0	1	prep_complement:1;idafa:1	ذ و و:1		مِن:1	41:47:11;55:11:6
ك م ه	أكمه	ADJ_QUALIT	2	0	0	0	0	direct_object:2;conjoined:2				3:49:32;5:110:55
ك ن د	كنود	ADJ_QUALIT	1	0	0	0	0	predication:1;prep_complement:1			لـ:1	100:6:6
ك ن ز	كنز	NOUN_CONCRETE	4	1	1	0	0	subject:3;idafa:2;prep_complement:1;direct_object:1			لـ:1	11:12:17;18:82:14;18:82:29;25:8:4
ك ن ز	كنوز	NOUN_CONCRETE	2	0	0	0	1	conjoined:1;prep_complement:1			مِن:1	26:58:1;28:76:13
ك ن س	كنس	NOUN_CONCRETE	1	0	0	0	0	adjective:1				81:16:2
ك ن ن	أكنان	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				16:81:13
ك ن ن	مكنون	NOUN_PASSIVE_PART	4	0	0	0	0	adjective:4				37:49:4;52:24:9;56:23:4;56:78:3
ك ه ف	كهف	NOUN_CONCRETE	6	2	1	0	5	prep_complement:5;idafa:3;conjoined:1	ص ح ب:1		إِلَى:2;فِي:2;عَن:1	18:9:5;18:10:5;18:11:6;18:16:12;18:17:8;18:25:4
ك ه ل	كهل	ADJ_QUALIT	2	0	0	0	0	circumstantial:2				3:46:7;5:110:24
ك ه ن	كاهن	NOUN_ACTIVE_PART	2	1	0	0	1	prep_complement:2;predication:1;conjoined:1;idafa:1	ق و ل:1		بـ:2	52:29:10;69:42:5
ك و ب	أكواب	NOUN_CONCRETE	4	0	0	2	1	conjoined:4;adjective:2;prep_complement:1		ك و ن:1;و ض ع:1	بـ:1	43:71:8;56:18:2;76:15:9;88:14:2
ك و ك ب	كواكب	NOUN_CONCRETE	2	0	0	0	0	apposition:1;subject:1				37:6:7;82:2:3
ك و ك ب	كوكب	NOUN_CONCRETE	3	0	0	1	0	direct_object:1;accusative_specification:1;predication:1;adjective:1		د و ر:1		6:76:7;12:4:12;24:35:17
ك و ن	أكن	NOUN_ABSTRACT	4	0	0	0	1	direct_object:3;conjoined:3;prep_complement:2;clausal_complement:1;predication:1			فِي:1;مِن:1	6:25:10;17:46:5;18:57:21;41:5:5
ك و ن	مكان	NOUN_ABSTRACT	5	1	1	0	5	prep_complement:5;idafa:2			عَلَى:5	6:135:6;11:93:6;11:121:9;36:67:7;39:39:6
ك و ن	مكان	NOUN_TIME_PLACE	27	3	4	12	7	adjective:12;adverbial:8;idafa:7;prep_complement:7;accusative_specification:4;direct_object:3;apposition:2;quoted_complement:1	ك ل ل:3	ب ع د:4;ق ر ب:2;ش ر ق:1;ق ص و:1;ع ل و:1;س و ي:1;س ح ق:1;ض ي ق:1	مِن:6;فِي:1	4:20:6;5:60:27;7:95:3;7:143:26;10:22:31;10:28:10;12:77:24;12:78:13;14:17:11;16:101:5
ك ي د	كيد	GERUND	26	5	10	0	2	idafa:15;direct_object:9;subject:5;particle_complement:4;predication:4;prep_complement:4;cognate_acc:3;exception:1	و ه ن:1		فِي:2;مِن:1;بـ:1	3:120:18;4:76:19;7:183:6;8:18:6;12:5:12;12:28:11;12:28:13;12:33:13;12:34:8;12:50:25
ك ي د	مكيد	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1				52:42:8
ك ي ل	كيل	GERUND	9	0	0	1	0	direct_object:6;conjoined:3;particle_complement:1;prep_complement:1;adverbial:1;subject:1;predication:1;adjective:1		ي س ر:1	لـ:1	6:152:16;7:85:23;12:59:17;12:60:8;12:63:11;12:65:29;12:88:21;17:35:3;26:181:2
ك ي ل	كيل	NOUN_ABSTRACT	1	0	1	0	0	direct_object:1;idafa:1				12:65:26
ك ي ل	مكيال	NOUN_INSTRUMENT	2	0	0	0	0	direct_object:2;conjoined:2				11:84:19;11:85:5
ل ؤ ل ؤ	لؤلؤ	NOUN_CONCRETE	6	1	0	3	0	conjoined:3;adjective:3;predication:1;subject:1;idafa:1;direct_object:1	م ث ل:1	ك ن ن:2;ن ث ر:1		22:23:21;35:33:11;52:24:8;55:22:3;56:23:3;76:19:9
ل ب ب	ألباب	NOUN_ABSTRACT	16	16	0	0	0	idafa:16	أ و ل:16			2:179:8;2:197:38;2:269:19;3:7:53;3:190:16;5:100:17;12:111:9;13:19:17;14:52:20;38:29:12
ل ب ث	لابث	NOUN_ACTIVE_PART	1	0	0	0	0	prep_complement:1;adverbial:1			فِي:1	78:23:1
ل ب د	لبد	NOUN_ABSTRACT	2	0	0	0	0	kana_predicate:1;adjective:1				72:19:11;90:6:4
ل ب س	لباس	NOUN_ABSTRACT	2	0	0	0	0	direct_object:2;conjoined:1				25:47:7;78:10:4
ل ب س	لباس	NOUN_CONCRETE	8	0	2	0	0	predication:4;direct_object:3;prep_complement:2;conjoined:2;idafa:2;subject:1;apposition:1			لـ:2	2:187:9;2:187:13;7:26:7;7:26:13;7:27:15;16:112:23;22:23:23;35:33:13
ل ب س	لبس	GERUND	1	0	0	0	1	prep_complement:2;predication:1			فِي:1;مِن:1	50:15:9
ل ب س	لبوس	NOUN_CONCRETE	1	1	0	0	0	idafa:1	ص ن ع:1			21:80:4
ل ب ن	لبن	NOUN_CONCRETE	2	0	0	1	1	adjective:2;prep_complement:2;direct_object:1		خ ل ص:1;س و غ:1	لـ:1;مِن:1	16:66:17;47:15:15
ل ج أ	ملجأ	NOUN_TIME_PLACE	3	0	0	0	1	prep_complement:4;conjoined:2;direct_object:1;particle_complement:1;exception:1;predication:1;adverbial:1			مِن:2;إِلَى:1;لـ:1	9:57:3;9:118:22;42:47:17
ل ج ج	لج	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				27:44:10
ل ج ج	لج	NOUN_RELATIVE	1	0	0	0	0	adjective:1				24:40:6
ل ح د	إلحاد	GERUND	1	0	0	0	1	prep_complement:1			بـ:1	22:25:26
ل ح د	ملتحد	NOUN_ABSTRACT	2	0	0	0	0	direct_object:2				18:27:18;72:22:13
ل ح ف	إلحاف	GERUND	1	0	0	0	0	cognate_acc:1				2:273:24
ل ح م	لحم	NOUN_CONCRETE	11	0	6	2	0	direct_object:6;idafa:6;conjoined:5;adjective:2;prep_complement:2		ط ر و:2	مِن:2	2:173:8;2:259:66;5:3:7;6:145:20;16:14:9;16:115:8;23:14:16;35:12:18;49:12:25;52:22:6
ل ح م	لحوم	NOUN_CONCRETE	1	0	0	0	0	subject:1;conjoined:1				22:37:4
ل ح ن	لحن	NOUN_ABSTRACT	1	0	1	0	1	prep_complement:1;idafa:1			فِي:1	47:30:15
ل ح ي	لحي	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1;conjoined:1			بـ:1	20:94:8
ل د د	ألد	ADJ_COMP	1	0	1	0	0	predication:1;idafa:1				2:204:19
ل د د	لد	NOUN_ABSTRACT	1	0	0	0	0	adjective:1				19:97:14
ل د ن	لدن	ADJ_QUALIT	2	0	2	0	2	prep_complement:2;idafa:2			مِن:2	11:1:8;27:6:7
ل د ن	لدن	NOUN_ABSTRACT	9	3	3	0	9	prep_complement:9;idafa:6			مِن:9	3:38:10;4:40:15;4:75:30;4:75:36;17:80:15;18:2:7;18:10:11;18:76:13;19:5:15
ل ذ ذ	لذ	GERUND	2	0	0	0	0	prep_complement:2;adjective:1			لـ:2	37:46:2;47:15:23
ل ز ب	لازب	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1				37:11:13
ل ز م	لزام	GERUND	2	0	0	0	0	kana_predicate:2;conjoined:1				20:129:9;25:77:15
ل س ن	ألسن	NOUN_CONCRETE	10	5	4	1	4	idafa:9;prep_complement:4;conjoined:4;subject:3;direct_object:2;adjective:1	خ ل ف:1	ح د د:1	بـ:4	3:78:7;4:46:21;16:62:9;16:116:6;24:15:4;24:24:4;30:22:10;33:19:24;48:11:15;60:2:11
ل س ن	لسان	NOUN_CONCRETE	15	3	8	4	5	idafa:11;prep_complement:6;adjective:6;direct_object:3;predication:2;accusative_specification:2;subject:1;conjoined:1		ع ر ب:3;ب ي ن:2;ع ل و:1	بـ:3;عَلَى:1;مِن:1;فِي:1	5:78:8;14:4:8;16:103:10;16:103:17;19:50:11;19:97:5;20:27:5;26:13:7;26:84:4;26:195:2
ل ط ف	لطيف	ADJ_QUALIT	5	0	0	0	0	predication:4;prep_complement:2;conjoined:2;kana_predicate:1			لـ:1;بـ:1	12:100:48;22:63:15;31:16:25;33:34:15;42:19:2
ل ط ف	لطيف	NOUN_PROP	2	0	0	1	0	predication:2;adjective:1		خ ب ر:1		6:103:10;67:14:7
ل ظ ي	لظى	NOUN_CONCRETE	1	0	0	0	0	predication:1				70:15:3
ل ع ب	لاعب	NOUN_ACTIVE_PART	3	0	0	0	1	circumstantial:2;prep_complement:1;predication:1			مِن:1	21:16:10;21:55:8;44:38:10
ل ع ب	لعب	GERUND	8	0	0	0	0	conjoined:11;predication:3;direct_object:1;prep_complement:1			كـ:1	5:57:12;5:58:9;6:32:6;6:70:6;7:51:6;29:64:9;47:36:4;57:20:5
ل ع ن	لاعن	NOUN_ACTIVE_PART	1	0	0	0	0	subject:1				2:159:23
ل ع ن	لعن	GERUND	1	0	0	1	0	cognate_acc:1;adjective:1		ك ب ر:1		33:68:8
