unit_id	source_pass	source_rtype	source_local_id	sura	ayah	relation	status	confidence	evidence	reason	dep_wid	dep_unit_id	dep_surface	dep_root_norm	dep_form_tag	dep_part	head_wid	head_unit_id	head_surface	head_root_norm	head_form_tag	head_part	obj_type	prep_base	prep_wid	prep_unit_id	dep_start_wid	dep_end_wid	context	dep_clause_raw	dep_clause_unit_ids	head_clause_raw	head_clause_unit_ids	choice_set_raw	choice_relation
ae:v3:s033:050:pass1:attach:a57	pass1	ATTACH	a57	33	50	kana_predicate	syntactically_forced	high	case_government;local_syntax	رَّحِيمًا is a second accusative predicate of كَانَ.	72	q:33:50:72	رَحِيمَاً	ر ح م	ADJ_QUALIT		69	q:33:50:69	وَكَانَ	ك و ن	PV														
ae:v3:s033:050:pass1:attach:a58	pass1	ATTACH	a58	33	50	particle_complement	syntactically_forced	high	local_syntax	إِن governs وَهَبَتْ as the verb of the woman's condition.	38	q:33:50:38	وَهَبَتْ	و ه ب	PV		37	q:33:50:37	إِنْ		SUBJUNC_PART														
ae:v3:s033:050:pass1:attach:a59	pass1	ATTACH	a59	33	50	particle_complement	syntactically_forced	high	local_syntax	إِنْ governs أَرَادَ as the verb of the Prophet's willing condition.	43	q:33:50:43	أَرَادَ	ر و د	PV		42	q:33:50:42	إِنْ		SUBJUNC_PART														
ae:v3:s033:050:pass1:attach:a60	pass1	ATTACH	a60	33	50	particle_complement	syntactically_forced	high	local_syntax	أَن governs يَسْتَنكِحَهَا as the infinitival complement verb.	46	q:33:50:46	يَسْتَنْكِحَهَا	ن ك ح	IV		45	q:33:50:45	أَنْ		SUBJUNC_PART														
ae:v3:s033:050:pass1:attach:a61	pass1	ATTACH	a61	33	50	prep_complement	strongly_licensed	high	case_government;parallelism	مَا is coordinated under فِىٓ with أَزْوَٰجِهِمْ as a second domain of فَرَضْنَا.	60	q:33:50:60	وَمَا		REL_PRON		55	q:33:50:55	فَرَضْنَا	ف ر ض	PV			فِي	57	q:33:50:57									
ae:v3:s033:050:pass1:attach:a62	pass1	ATTACH	a62	33	50	particle_complement	strongly_licensed	high	local_syntax	لِ introduces كَيْلَا as the purpose marker for the following يَكُونَ clause.	64	q:33:50:64	لِكَيْلَا	ك و ي	SUBJUNC_PART		63	q:33:50:63	لِكَيْلَا	و ل ي	PREP														
ae:v3:s033:050:pass1:attach:a63	pass1	ATTACH	a63	33	50	particle_complement	strongly_licensed	high	local_syntax	قَدْ marks عَلِمْنَا as the certified verbal predicate.	53	q:33:50:53	عَلِمْنَا	ع ل م	PV		52	q:33:50:52	قَدْ	ق د د	CERT_PART														
ae:v3:s033:051:pass1:attach:a1	pass1	ATTACH	a1	33	51	direct_object	strongly_licensed	high	local_syntax	مَن is the object phrase delayed or set aside by تُرْجِى.	2	q:33:51:2	مَنْ	م ن ن	REL_PRON		1	q:33:51:1	تُرْجِي	ر ج و	IV		explicit												
ae:v3:s033:051:pass1:attach:a2	pass1	ATTACH	a2	33	51	direct_object	strongly_licensed	high	local_syntax	مَن is also the object inside تَشَآءُ, yielding whomever you will.	2	q:33:51:2	مَنْ	م ن ن	REL_PRON		3	q:33:51:3	تَشَاءُ	ش ي أ	IV		explicit												
ae:v3:s033:051:pass1:attach:a3	pass1	ATTACH	a3	33	51	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix هُنَّ in مِنْهُنَّ is governed by مِن as a partitive complement of مَن.	4	q:33:51:4				pronoun_suffix	2	q:33:51:2	مَنْ	م ن ن	REL_PRON			مِن	4	q:33:51:4									
ae:v3:s033:051:pass1:attach:a4	pass1	ATTACH	a4	33	51	conjoined	strongly_licensed	high	local_syntax	وَ joins تُـْٔوِىٓ to the preceding تُرْجِى ruling.	6	q:33:51:6	وَتُؤْوِي	أ و ي	IV		1	q:33:51:1	تُرْجِي	ر ج و	IV														
ae:v3:s033:051:pass1:attach:a5	pass1	ATTACH	a5	33	51	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix كَ in إِلَيْكَ is governed by إِلَى as the direction of تُـْٔوِىٓ.	7	q:33:51:7				pronoun_suffix	6	q:33:51:6	وَتُؤْوِي	أ و ي	IV			إِلَى	7	q:33:51:7									
ae:v3:s033:051:pass1:attach:a6	pass1	ATTACH	a6	33	51	direct_object	strongly_licensed	high	local_syntax	مَن is the object brought close by تُـْٔوِىٓ.	8	q:33:51:8	مَنْ	م ن ن	REL_PRON		6	q:33:51:6	وَتُؤْوِي	أ و ي	IV		explicit												
ae:v3:s033:051:pass1:attach:a7	pass1	ATTACH	a7	33	51	direct_object	strongly_licensed	high	local_syntax	مَن is the object inside the repeated تَشَآءُ clause.	8	q:33:51:8	مَنْ	م ن ن	REL_PRON		9	q:33:51:9	تَشَاءُ	ش ي أ	IV		explicit												
ae:v3:s033:051:pass1:attach:a8	pass1	ATTACH	a8	33	51	direct_object	strongly_licensed	high	local_syntax	مَنِ is the fronted object sought by ٱبْتَغَيْتَ.	11	q:33:51:11	وَمَنِ	م ن ن	CONDITION_PART		12	q:33:51:12	ابْتَغَيْتَ	ب غ ي	PV		explicit												
ae:v3:s033:051:pass1:attach:a9	pass1	ATTACH	a9	33	51	prep_complement	syntactically_forced	high	case_government;local_syntax	The مَن segment in مِمَّنْ is governed by مِن as the source group for ٱبْتَغَيْتَ.	13	q:33:51:13				pronoun_suffix	12	q:33:51:12	ابْتَغَيْتَ	ب غ ي	PV			مِن	13	q:33:51:13									
ae:v3:s033:051:pass1:attach:a10	pass1	ATTACH	a10	33	51	direct_object	strongly_licensed	high	local_syntax	The pronominal مَن in مِمَّنْ is the object set apart by عَزَلْتَ.	13	q:33:51:13				pronoun_suffix	14	q:33:51:14	عَزَلْتَ	ع ز ل	PV		clitic												
ae:v3:s033:051:pass1:attach:a11	pass1	ATTACH	a11	33	51	particle_complement	syntactically_forced	high	case_government;local_syntax	جُنَاحَ is the noun governed by لَا of categorical negation.	17	q:33:51:17	جُنَاحَ	ج ن ح	NOUN_ABSTRACT		16	q:33:51:16	فَلَا		NEG_PART														
ae:v3:s033:051:pass1:attach:a12	pass1	ATTACH	a12	33	51	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix كَ in عَلَيْكَ is governed by عَلَى as the predicate-like complement of جُنَاحَ.	18	q:33:51:18				pronoun_suffix	17	q:33:51:17	جُنَاحَ	ج ن ح	NOUN_ABSTRACT			عَلَى	18	q:33:51:18									
ae:v3:s033:051:pass1:attach:a13	pass1	ATTACH	a13	33	51	predication	strongly_licensed	high	local_syntax;word_order	أَدْنَىٰ predicates over the demonstrative ذَٰلِكَ.	20	q:33:51:20	أَدْنَى	د ن و	ADJ_COMP		19	q:33:51:19	ذَلِكَ		DEM_PRON														
ae:v3:s033:051:pass1:attach:a14	pass1	ATTACH	a14	33	51	clausal_complement	strongly_licensed	high	local_syntax	أَن تَقَرَّ ... وَيَرْضَيْنَ completes the comparative أَدْنَىٰ.	21	q:33:51:21	أَنْ		SUBJUNC_PART		20	q:33:51:20	أَدْنَى	د ن و	ADJ_COMP						21	32		c9;c10;c11	ae:v3:s033:051:pass1:clause:c9;ae:v3:s033:051:pass1:clause:c10;ae:v3:s033:051:pass1:clause:c11				
ae:v3:s033:051:pass1:attach:a15	pass1	ATTACH	a15	33	51	subject	strongly_licensed	high	agreement;word_order	أَعْيُنُهُنَّ is the explicit subject of تَقَرَّ.	23	q:33:51:23	أَعْيُنُهُنَّ	ع ي ن	NOUN_CONCRETE		22	q:33:51:22	تَقَرَّ	ق ر ر	IV														
ae:v3:s033:051:pass1:attach:a16	pass1	ATTACH	a16	33	51	conjoined	strongly_licensed	high	parallelism;local_syntax	وَلَا يَحْزَنَّ coordinates a second result with تَقَرَّ.	26	q:33:51:26	يَحْزَنَّ	ح ز ن	IV		22	q:33:51:22	تَقَرَّ	ق ر ر	IV														
ae:v3:s033:051:pass1:attach:a17	pass1	ATTACH	a17	33	51	conjoined	strongly_licensed	high	parallelism;local_syntax	وَيَرْضَيْنَ coordinates another result with تَقَرَّ.	28	q:33:51:28	وَيَرْضَيْنَ	ر ض و	IV		22	q:33:51:22	تَقَرَّ	ق ر ر	IV														
ae:v3:s033:051:pass1:attach:a18	pass1	ATTACH	a18	33	51	prep_complement	syntactically_forced	high	case_government;local_syntax	مَآ is governed by بِ as the content with which they are pleased.	30	q:33:51:30	بِمَا		REL_PRON		28	q:33:51:28	وَيَرْضَيْنَ	ر ض و	IV			بـ	29	q:33:51:29									
ae:v3:s033:051:pass1:attach:a19	pass1	ATTACH	a19	33	51	direct_object	strongly_licensed	high	local_syntax	مَآ is the thing given in ءَاتَيْتَهُنَّ.	30	q:33:51:30	بِمَا		REL_PRON		31	q:33:51:31	آتَيْتَهُنَّ	أ ت ي	PV		explicit												
ae:v3:s033:051:pass1:attach:a20	pass1	ATTACH	a20	33	51	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix هُنَّ on ءَاتَيْتَهُنَّ is an object pronoun recipient of the giving.	31	q:33:51:31				object_suffix	31	q:33:51:31	آتَيْتَهُنَّ	أ ت ي	PV		clitic												
ae:v3:s033:051:pass1:attach:a21	pass1	ATTACH	a21	33	51	apposition	strongly_licensed	medium	agreement;local_syntax	كُلُّهُنَّ intensifies the feminine plural group associated with أَعْيُنُهُنَّ and the following verbs.	32	q:33:51:32	كُلُّهُنَّ	ك ل ل	NOUN_ABSTRACT		23	q:33:51:23	أَعْيُنُهُنَّ	ع ي ن	NOUN_CONCRETE														
ae:v3:s033:051:pass1:attach:a22	pass1	ATTACH	a22	33	51	subject	strongly_licensed	high	word_order;agreement	ٱللَّهُ is the explicit subject of يَعْلَمُ.	34	q:33:51:34	وَاللَّهُ	أ ل ه	NOUN_PROP		35	q:33:51:35	يَعْلَمُ	ع ل م	IV														
ae:v3:s033:051:pass1:attach:a23	pass1	ATTACH	a23	33	51	direct_object	strongly_licensed	high	local_syntax	مَا is the object content known by يَعْلَمُ.	36	q:33:51:36	مَا		REL_PRON		35	q:33:51:35	يَعْلَمُ	ع ل م	IV		explicit												
ae:v3:s033:051:pass1:attach:a24	pass1	ATTACH	a24	33	51	prep_complement	syntactically_forced	high	case_government;local_syntax	قُلُوبِكُمْ is governed by فِى inside the مَا content.	38	q:33:51:38	قُلُوبِكُمْ	ق ل ب	NOUN_ABSTRACT		36	q:33:51:36	مَا		REL_PRON			فِي	37	q:33:51:37									
ae:v3:s033:051:pass1:attach:a25	pass1	ATTACH	a25	33	51	subject	strongly_licensed	high	word_order;agreement	ٱللَّهُ is the ism of كَانَ.	41	q:33:51:41	اللَّهُ	أ ل ه	NOUN_PROP		40	q:33:51:40	وَكَانَ	ك و ن	PV														
ae:v3:s033:051:pass1:attach:a26	pass1	ATTACH	a26	33	51	kana_predicate	syntactically_forced	high	case_government;local_syntax	عَلِيمًا is an accusative predicate of كَانَ.	42	q:33:51:42	عَلِيمَاً	ع ل م	ADJ_INTENS		40	q:33:51:40	وَكَانَ	ك و ن	PV														
ae:v3:s033:051:pass1:attach:a27	pass1	ATTACH	a27	33	51	kana_predicate	strongly_licensed	high	case_government;parallelism	حَلِيمًا is paired with عَلِيمًا as another predicate of كَانَ.	43	q:33:51:43	حَلِيمَاً	ح ل م	ADJ_QUALIT		40	q:33:51:40	وَكَانَ	ك و ن	PV														
ae:v3:s033:052:pass1:attach:a1	pass1	ATTACH	a1	33	52	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix كَ in لَكَ is governed by لِ as the beneficiary of يَحِلُّ.	3	q:33:52:3				pronoun_suffix	2	q:33:52:2	يَحِلُّ	ح ل ي	IV			لـ	3	q:33:52:3									
ae:v3:s033:052:pass1:attach:a2	pass1	ATTACH	a2	33	52	subject	strongly_licensed	high	agreement;word_order	ٱلنِّسَآءُ is the nominative subject of يَحِلُّ.	4	q:33:52:4	النِّسَاءُ	ن س و	NOUN_CONCRETE		2	q:33:52:2	يَحِلُّ	ح ل ي	IV														
ae:v3:s033:052:pass1:attach:a3	pass1	ATTACH	a3	33	52	prep_complement	syntactically_forced	high	case_government;local_syntax	بَعْدُ is governed by مِنۢ as the temporal boundary of the ruling.	6	q:33:52:6	بَعْدُ	ب ع د	NOUN_ABSTRACT		2	q:33:52:2	يَحِلُّ	ح ل ي	IV			مِن	5	q:33:52:5									
ae:v3:s033:052:pass1:attach:a4	pass1	ATTACH	a4	33	52	clausal_complement	strongly_licensed	medium	local_syntax	أَن تَبَدَّلَ supplies the second denied permissibility coordinated with ٱلنِّسَآءُ.	9	q:33:52:9	أَنْ		SUBJUNC_PART		2	q:33:52:2	يَحِلُّ	ح ل ي	IV						9	14		c2	ae:v3:s033:052:pass1:clause:c2				
ae:v3:s033:052:pass1:attach:a5	pass1	ATTACH	a5	33	52	prep_complement	syntactically_forced	high	case_government;local_syntax	هِنَّ is governed by بِ as a complement of تَبَدَّلَ.	12	q:33:52:12	بِهِنَّ		PRON		10	q:33:52:10	تَبَدَّلَ	ب د ل	IV			بـ	11	q:33:52:11									
ae:v3:s033:052:pass1:attach:a6	pass1	ATTACH	a6	33	52	prep_complement	syntactically_forced	high	case_government;local_syntax	أَزْوَٰجٍ is governed by مِنْ as the replacement domain of تَبَدَّلَ.	14	q:33:52:14	أَزْوَاجٍ	ز و ج	NOUN_CONCRETE		10	q:33:52:10	تَبَدَّلَ	ب د ل	IV			مِن	13	q:33:52:13									
ae:v3:s033:052:pass1:attach:a7	pass1	ATTACH	a7	33	52	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix كَ on أَعْجَبَكَ is the object pronoun affected by أَعْجَبَ.	17	q:33:52:17				object_suffix	17	q:33:52:17	أَعْجَبَكَ	ع ج ب	PV		clitic												
ae:v3:s033:052:pass1:attach:a8	pass1	ATTACH	a8	33	52	subject	strongly_licensed	high	agreement;word_order	حُسْنُهُنَّ is the explicit subject of أَعْجَبَكَ.	18	q:33:52:18	حُسْنُهُنَّ	ح س ن	NOUN_ABSTRACT		17	q:33:52:17	أَعْجَبَكَ	ع ج ب	PV														
ae:v3:s033:052:pass1:attach:a9	pass1	ATTACH	a9	33	52	exception	strongly_licensed	high	local_syntax	إِلَّا marks مَا مَلَكَتْ يَمِينُكَ as an exception to ٱلنِّسَآءُ.	20	q:33:52:20	مَا		REL_PRON		4	q:33:52:4	النِّسَاءُ	ن س و	NOUN_CONCRETE								exception	c5	ae:v3:s033:052:pass1:clause:c5				
ae:v3:s033:052:pass1:attach:a10	pass1	ATTACH	a10	33	52	direct_object	strongly_licensed	high	local_syntax	مَا is the possessed object in مَلَكَتْ يَمِينُكَ.	20	q:33:52:20	مَا		REL_PRON		21	q:33:52:21	مَلَكَتْ	م ل ك	PV		explicit												
ae:v3:s033:052:pass1:attach:a11	pass1	ATTACH	a11	33	52	subject	strongly_licensed	high	agreement;word_order	يَمِينُكَ is the explicit subject of مَلَكَتْ.	22	q:33:52:22	يَمِينُكَ	ي م ن	NOUN_CONCRETE		21	q:33:52:21	مَلَكَتْ	م ل ك	PV														
ae:v3:s033:052:pass1:attach:a12	pass1	ATTACH	a12	33	52	subject	strongly_licensed	high	agreement;word_order	ٱللَّهُ is the ism of كَانَ.	25	q:33:52:25	اللَّهُ	أ ل ه	NOUN_PROP		24	q:33:52:24	وَكَانَ	ك و ن	PV														
ae:v3:s033:052:pass1:attach:a13	pass1	ATTACH	a13	33	52	prep_complement	syntactically_forced	high	case_government;local_syntax	كُلِّ is governed by عَلَى as the scope of رَّقِيبًا.	27	q:33:52:27	كُلِّ	ك ل ل	NOUN_ABSTRACT		29	q:33:52:29	رَقِيبَاً	ر ق ب	ADJ_QUALIT			عَلَى	26	q:33:52:26									
ae:v3:s033:052:pass1:attach:a14	pass1	ATTACH	a14	33	52	idafa	syntactically_forced	high	morphology;case_government	شَىْءٍ completes the construct كُلِّ.	28	q:33:52:28	شَيْءٍ	ش ي ء	NOUN_ABSTRACT		27	q:33:52:27	كُلِّ	ك ل ل	NOUN_ABSTRACT														
ae:v3:s033:052:pass1:attach:a15	pass1	ATTACH	a15	33	52	kana_predicate	syntactically_forced	high	case_government;local_syntax	رَّقِيبًا is the accusative predicate of كَانَ.	29	q:33:52:29	رَقِيبَاً	ر ق ب	ADJ_QUALIT		24	q:33:52:24	وَكَانَ	ك و ن	PV														
ae:v3:s033:053:pass1:attach:a1	pass1	ATTACH	a1	33	53	vocative	syntactically_forced	high	formulaic_construction;local_syntax	أَيُّهَا is the vocative support governed by يَٰٓ.	2	q:33:53:2	يَاأَيُّهَا	أ ي ي	REL_PRON		1	q:33:53:1	يَاأَيُّهَا		VOC_PART														
ae:v3:s033:053:pass1:attach:a2	pass1	ATTACH	a2	33	53	apposition	strongly_licensed	high	local_syntax	ٱلَّذِينَ apposes the vocative support أَيُّهَا.	3	q:33:53:3	الَّذِينَ	ل ل ذ	REL_PRON		2	q:33:53:2	يَاأَيُّهَا	أ ي ي	REL_PRON														
ae:v3:s033:053:pass1:attach:a3	pass1	ATTACH	a3	33	53	direct_object	strongly_licensed	high	case_government;local_syntax	بُيُوتَ is the accusative object entered by تَدْخُلُوا۟.	7	q:33:53:7	بُيُوتَ	ب ي ت	NOUN_CONCRETE		6	q:33:53:6	تَدْخُلُوا	د خ ل	IV		explicit												
ae:v3:s033:053:pass1:attach:a4	pass1	ATTACH	a4	33	53	idafa	syntactically_forced	high	morphology;case_government	ٱلنَّبِىِّ completes the construct بُيُوتَ.	8	q:33:53:8	النَّبِيِّ	ن ب أ	NOUN_CONCRETE		7	q:33:53:7	بُيُوتَ	ب ي ت	NOUN_CONCRETE														
ae:v3:s033:053:pass1:attach:a5	pass1	ATTACH	a5	33	53	exception	strongly_licensed	high	local_syntax	إِلَّآ marks أَن يُؤْذَنَ as the exception to the entry prohibition.	10	q:33:53:10	أَنْ		SUBJUNC_PART		6	q:33:53:6	تَدْخُلُوا	د خ ل	IV						10	14	exception	c4	ae:v3:s033:053:pass1:clause:c4				
ae:v3:s033:053:pass1:attach:a6	pass1	ATTACH	a6	33	53	clausal_complement	strongly_licensed	high	local_syntax	أَن يُؤْذَنَ supplies the clause governed inside the exception after إِلَّآ.	10	q:33:53:10	أَنْ		SUBJUNC_PART		9	q:33:53:9	إِلَّا	أ ل و	EXCEPT_PART						10	14	exception	c4	ae:v3:s033:053:pass1:clause:c4				
ae:v3:s033:053:pass1:attach:a7	pass1	ATTACH	a7	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix كُمْ in لَكُمْ is governed by لِ as recipient of permission.	12	q:33:53:12				pronoun_suffix	11	q:33:53:11	يُؤْذَنَ	أ ذ ن	IV_PASS			لـ	12	q:33:53:12									
ae:v3:s033:053:pass1:attach:a8	pass1	ATTACH	a8	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	طَعَامٍ is governed by إِلَىٰ as the occasion for يُؤْذَنَ.	14	q:33:53:14	طَعَامٍ	ط ع م	NOUN_CONCRETE		11	q:33:53:11	يُؤْذَنَ	أ ذ ن	IV_PASS			إِلَى	13	q:33:53:13									
ae:v3:s033:053:pass1:attach:a9	pass1	ATTACH	a9	33	53	circumstantial	strongly_licensed	medium	case_government;local_syntax	غَيْرَ introduces the circumstantial state in which entry is not to occur.	15	q:33:53:15	غَيْرَ	غ ي ر	EXCEPT_NOUN		6	q:33:53:6	تَدْخُلُوا	د خ ل	IV														
ae:v3:s033:053:pass1:attach:a10	pass1	ATTACH	a10	33	53	idafa	syntactically_forced	high	morphology;case_government	نَٰظِرِينَ completes the construct-like غَيْرَ phrase.	16	q:33:53:16	نَاظِرِينَ	ن ظ ر	NOUN_ACTIVE_PART		15	q:33:53:15	غَيْرَ	غ ي ر	EXCEPT_NOUN														
ae:v3:s033:053:pass1:attach:a11	pass1	ATTACH	a11	33	53	direct_object	strongly_licensed	medium	local_syntax	إِنَىٰهُ is the awaited readiness governed by نَٰظِرِينَ.	17	q:33:53:17	إِنَاهُ		GERUND		16	q:33:53:16	نَاظِرِينَ	ن ظ ر	NOUN_ACTIVE_PART		explicit												
ae:v3:s033:053:pass1:attach:a12	pass1	ATTACH	a12	33	53	subject	strongly_licensed	high	local_syntax	ذَٰلِكُمْ is the ism of كَانَ within إِنَّ.	35	q:33:53:35	ذَلِكُمْ		DEM_PRON_MS		36	q:33:53:36	كَانَ	ك و ن	PV														
ae:v3:s033:053:pass1:attach:a13	pass1	ATTACH	a13	33	53	particle_complement	syntactically_forced	high	case_government;local_syntax	ذَٰلِكُمْ is the noun governed by إِنَّ.	35	q:33:53:35	ذَلِكُمْ		DEM_PRON_MS		34	q:33:53:34	إِنَّ		ANNUL_PART														
ae:v3:s033:053:pass1:attach:a14	pass1	ATTACH	a14	33	53	kana_predicate	strongly_licensed	high	local_syntax	يُؤْذِى ٱلنَّبِىَّ functions as the predicate complex of كَانَ.	37	q:33:53:37	يُؤْذِي	أ ذ ي	IV		36	q:33:53:36	كَانَ	ك و ن	PV									c10	ae:v3:s033:053:pass1:clause:c10				
ae:v3:s033:053:pass1:attach:a15	pass1	ATTACH	a15	33	53	direct_object	strongly_licensed	high	case_government;local_syntax	ٱلنَّبِىَّ is the accusative object harmed by يُؤْذِى.	38	q:33:53:38	النَّبِيَّ	ن ب أ	NOUN_CONCRETE		37	q:33:53:37	يُؤْذِي	أ ذ ي	IV		explicit												
ae:v3:s033:053:pass1:attach:a16	pass1	ATTACH	a16	33	53	conjoined	strongly_licensed	high	local_syntax	فَيَسْتَحْىِۦ follows from and is joined to يُؤْذِى.	40	q:33:53:40	فَيَسْتَحْيِي	ح ي ي	IV		37	q:33:53:37	يُؤْذِي	أ ذ ي	IV														
ae:v3:s033:053:pass1:attach:a17	pass1	ATTACH	a17	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix كُمْ in مِنكُمْ is governed by مِن as complement of يَسْتَحْىِۦ.	41	q:33:53:41				pronoun_suffix	40	q:33:53:40	فَيَسْتَحْيِي	ح ي ي	IV			مِن	41	q:33:53:41									
ae:v3:s033:053:pass1:attach:a18	pass1	ATTACH	a18	33	53	subject	strongly_licensed	high	word_order;agreement	ٱللَّهُ is the explicit subject of لَا يَسْتَحْىِۦ.	43	q:33:53:43	وَاللَّهُ	أ ل ه	NOUN_PROP		45	q:33:53:45	يَسْتَحْيِي	ح ي ي	IV														
ae:v3:s033:053:pass1:attach:a19	pass1	ATTACH	a19	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	ٱلْحَقِّ is governed by مِنَ as complement of يَسْتَحْىِۦ.	47	q:33:53:47	الْحَقِّ	ح ق ق	GERUND		45	q:33:53:45	يَسْتَحْيِي	ح ي ي	IV			مِن	46	q:33:53:46									
ae:v3:s033:053:pass1:attach:a20	pass1	ATTACH	a20	33	53	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix هُنَّ on سَأَلْتُمُوهُنَّ is the object pronoun of asking.	50	q:33:53:50				object_suffix	50	q:33:53:50	سَأَلْتُمُوهُنَّ	س أ ل	PV		clitic												
ae:v3:s033:053:pass1:attach:a21	pass1	ATTACH	a21	33	53	direct_object	strongly_licensed	high	case_government;local_syntax	مَتَٰعًا is the requested thing in سَأَلْتُمُوهُنَّ.	51	q:33:53:51	مَتَاعَاً	م ت ع	GERUND		50	q:33:53:50	سَأَلْتُمُوهُنَّ	س أ ل	PV		explicit												
ae:v3:s033:053:pass1:attach:a22	pass1	ATTACH	a22	33	53	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix هُنَّ on سْـَٔلُوهُنَّ is the object pronoun of the command.	53	q:33:53:53				object_suffix	53	q:33:53:53	فَاسْأَلُوهُنَّ	س أ ل	CV		clitic												
ae:v3:s033:053:pass1:attach:a23	pass1	ATTACH	a23	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	وَرَآءِ is governed by مِن as the spatial boundary for سْـَٔلُوهُنَّ.	55	q:33:53:55	وَرَاءِ	و ر ي	NOUN_ABSTRACT		53	q:33:53:53	فَاسْأَلُوهُنَّ	س أ ل	CV			مِن	54	q:33:53:54									
ae:v3:s033:053:pass1:attach:a24	pass1	ATTACH	a24	33	53	idafa	syntactically_forced	high	morphology;case_government	حِجَابٍ completes the construct وَرَآءِ.	56	q:33:53:56	حِجَابٍ	ح ج ب	NOUN_CONCRETE		55	q:33:53:55	وَرَاءِ	و ر ي	NOUN_ABSTRACT														
ae:v3:s033:053:pass1:attach:a25	pass1	ATTACH	a25	33	53	predication	strongly_licensed	high	local_syntax;word_order	أَطْهَرُ predicates over ذَٰلِكُمْ.	58	q:33:53:58	أَطْهَرُ	ط ه ر	ADJ_COMP		57	q:33:53:57	ذَلِكُمْ		DEM_PRON_MS														
ae:v3:s033:053:pass1:attach:a26	pass1	ATTACH	a26	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	قُلُوبِكُمْ is governed by لِ as the respect phrase for أَطْهَرُ.	60	q:33:53:60	لِقُلُوبِكُمْ	ق ل ب	NOUN_ABSTRACT		58	q:33:53:58	أَطْهَرُ	ط ه ر	ADJ_COMP			لـ	59	q:33:53:59									
ae:v3:s033:053:pass1:attach:a27	pass1	ATTACH	a27	33	53	conjoined	strongly_licensed	high	parallelism;local_syntax	وَقُلُوبِهِنَّ coordinates the second heart phrase with قُلُوبِكُمْ.	62	q:33:53:62	وَقُلُوبِهِنَّ	ق ل ب	NOUN_ABSTRACT		60	q:33:53:60	لِقُلُوبِكُمْ	ق ل ب	NOUN_ABSTRACT														
ae:v3:s033:053:pass1:attach:a28	pass1	ATTACH	a28	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix كُمْ in لَكُمْ is governed by لِ in the denied allowance construction.	66	q:33:53:66				pronoun_suffix	65	q:33:53:65	كَانَ	ك و ن	PV			لـ	66	q:33:53:66									
ae:v3:s033:053:pass1:attach:a29	pass1	ATTACH	a29	33	53	clausal_complement	strongly_licensed	high	local_syntax	أَن تُؤْذُوا۟ رَسُولَ ٱللَّهِ is the infinitival action denied by مَا كَانَ لَكُمْ.	67	q:33:53:67	أَنْ		SUBJUNC_PART		65	q:33:53:65	كَانَ	ك و ن	PV						67	70		c17	ae:v3:s033:053:pass1:clause:c17				
ae:v3:s033:053:pass1:attach:a30	pass1	ATTACH	a30	33	53	direct_object	strongly_licensed	high	case_government;local_syntax	رَسُولَ is the accusative object of تُؤْذُوا۟.	69	q:33:53:69	رَسُولَ	ر س ل	NOUN_CONCRETE		68	q:33:53:68	تُؤْذُوا	أ ذ ي	IV		explicit												
ae:v3:s033:053:pass1:attach:a31	pass1	ATTACH	a31	33	53	idafa	syntactically_forced	high	morphology;case_government	ٱللَّهِ completes the construct رَسُولَ.	70	q:33:53:70	اللَّهِ	أ ل ه	NOUN_PROP		69	q:33:53:69	رَسُولَ	ر س ل	NOUN_CONCRETE														
ae:v3:s033:053:pass1:attach:a32	pass1	ATTACH	a32	33	53	clausal_complement	strongly_licensed	high	local_syntax;parallelism	أَن تَنكِحُوٓا۟ أَزْوَٰجَهُۥ is the second infinitival action denied by كَانَ.	73	q:33:53:73	أَنْ		SUBJUNC_PART		65	q:33:53:65	كَانَ	ك و ن	PV						73	78		c18	ae:v3:s033:053:pass1:clause:c18				
ae:v3:s033:053:pass1:attach:a33	pass1	ATTACH	a33	33	53	direct_object	strongly_licensed	high	case_government;local_syntax	أَزْوَٰجَهُۥ is the accusative object of تَنكِحُوٓا۟.	75	q:33:53:75	أَزْوَاجَهُ	ز و ج	NOUN_CONCRETE		74	q:33:53:74	تَنْكِحُوا	ن ك ح	IV		explicit												
ae:v3:s033:053:pass1:attach:a34	pass1	ATTACH	a34	33	53	prep_complement	syntactically_forced	high	case_government;local_syntax	بَعْدِهِۦٓ is governed by مِنۢ as the temporal complement of تَنكِحُوٓا۟.	77	q:33:53:77	بَعْدِهِ	ب ع د	ADV		74	q:33:53:74	تَنْكِحُوا	ن ك ح	IV			مِن	76	q:33:53:76									
