unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	severity	anchor_wid	anchor_unit_id	frame_raw	frame_unit_id	xref_raw	xref_unit_id	implicit_raw	implicit_unit_id	reason
ae:v3:s065:011:pass3:issue:ts1	pass3	ISSUE	ts1	65	11	upstream_evidence_missing	warning	36	q:65:11:36							Pass 1 analyzes قَدْ أَحْسَنَ ٱللَّهُ لَهُ رِزْقًا as verbal in c8 but emits no FRAME for أَحْسَنَ while the chunk marks word 36 as is_verb=false; frame-derived support for this predicate is therefore uncertain.
ae:v3:s066:012:pass1:issue:s1	pass1	ISSUE	s1	66	12	coverage_uncertain	warning	2	q:66:12:2							The visible مَرْيَمَ exemplar phrase continues the preceding ayah's ضَرَبَ ٱللَّهُ مَثَلًا construction, but no cross-ayah link is allowed in Pass 1.
ae:v3:s066:012:pass3:issue:ts1	pass3	ISSUE	ts1	66	12	coverage_uncertain	warning	2	q:66:12:2							Pass 1 flagged the visible مَرْيَمَ exemplar phrase as cross-ayah dependent; Pass 2 supplies an ellipsis analysis, but translations should still preserve the dependency on 66:11 rather than treating 66:12 as fully standalone.
ae:v3:s067:027:pass1:issue:s1	pass1	ISSUE	s1	67	27	source_data_unclear	warning	5	q:67:27:5							سِيئَتْ functions as the passive predicate of وُجُوهُ, but the input does not mark wid 5 as is_verb, so no FRAME row is emitted for it.
ae:v3:s067:014:pass3:issue:ts1	pass3	ISSUE	ts1	67	14	coverage_uncertain	warning	3	q:67:14:3							The supplied word grammar says مَنْ may function as object of يَعْلَمُ or subject depending on parsing, while Pass 1 gives only the subject reading; a translation-forcing alternate parse may need upstream ambiguity coverage.
ae:v3:s067:023:pass3:issue:ts1	pass3	ISSUE	ts1	67	23	coverage_uncertain	warning	14	q:67:23:14							The supplied word data flags مَّا as potentially negative-emphatic or masdariyya, but no upstream ambiguity row is supplied for this local translation-forcing particle choice.
ae:v3:s068:028:pass1:issue:s1	pass1	ISSUE	s1	68	28	source_data_unclear	warning	4	q:68:28:4							أَقُلْ is contextually the jussive verb after أَلَمْ, but the input marks is_verb=false; no FRAME row is emitted under the contract.
ae:v3:s068:049:pass1:issue:s1	pass1	ISSUE	s1	68	49	source_data_unclear	warning	8	q:68:49:8							نُبِذَ is a passive perfect verb in the Arabic and grammar summary, but the input has is_verb=false; no FRAME row was emitted for this non-verb token under the contract.
ae:v3:s068:028:pass2:issue:s1	pass2	ISSUE	s1	68	28	upstream_clause_issue	warning	4	q:68:28:4							أَقُلْ is a jussive قول form in the quote, but Pass 1 has no FRAME for it because the source input does not mark it as a verb.
ae:v3:s068:049:pass2:issue:s1	pass2	ISSUE	s1	68	49	upstream_clause_issue	warning	8	q:68:49:8							Pass 1 reports نُبِذَ as a source-data verb issue, so no passive-agent IMPL can be tied to a real FRAME row.
ae:v3:s068:011:pass3:issue:ts1	pass3	ISSUE	ts1	68	11	translation_bias_risk	warning	1	q:68:11:1							The supplied Arabic evidence gives an unnamed descriptive epithet chain; preserve the description unless supplied evidence grammatically fixes a real-world identity.
ae:v3:s068:028:pass3:issue:ts1	pass3	ISSUE	ts1	68	28	upstream_evidence_missing	warning	4	q:68:28:4							Pass 1 and Pass 2 both warn that أَقُلْ is contextually a jussive قول form but lacks a FRAME because the source input marks it as non-verb, so support cannot cite a verbal frame for this predicate.
ae:v3:s068:042:pass3:issue:ts1	pass3	ISSUE	ts1	68	42	coverage_uncertain	warning	4	q:68:42:4							The named files do not resolve whether سَاقٍ should be handled as idiom, literal noun, or theological expression, so translation should preserve the Arabic-side compression and indefiniteness.
ae:v3:s068:048:pass3:issue:ts1	pass3	ISSUE	ts1	68	48	translation_bias_risk	warning	10	q:68:48:10							صَاحِبِ ٱلْحُوتِ is a descriptive title in the supplied Arabic-side evidence, and the named files do not grammatically name the figure; preserve the description unless target conventions require otherwise.
ae:v3:s068:049:pass3:issue:ts1	pass3	ISSUE	ts1	68	49	upstream_evidence_missing	warning	8	q:68:49:8							Pass1 reports نُبِذَ as a source-data verb issue and emits no FRAME row for it, so passive-agent support for this verb is blocked by upstream evidence.
ae:v3:s069:039:pass1:issue:s1	pass1	ISSUE	s1	69	39	schema_limitation	note	2	q:69:39:2							The visible وَمَا phrase coordinates with the prior ayah's oath complement, but Pass 1 for this chunk does not create cross-ayah links.
ae:v3:s069:040:pass1:issue:s1	pass1	ISSUE	s1	69	40	source_data_unclear	note	1	q:69:40:1							The ayah text has إِنَّهُۥ, but the input word list gives only إِنَّ at wid 1, so no separate pronoun attachment was added.
ae:v3:s069:044:pass1:issue:s1	pass1	ISSUE	s1	69	44	schema_limitation	note	2	q:69:44:2							لَوْ opens a protasis whose apodosis begins in 69:45; no cross-ayah clause link is emitted.
ae:v3:s069:040:pass2:issue:s1	pass2	ISSUE	s1	69	40	upstream_clause_issue	note	1	q:69:40:1							The supplied ayah text shows إِنَّهُۥ, but the input word and Pass 1 rows expose only إِنَّ at wid 1, so the pronoun reference cannot be anchored without changing Pass 1.
ae:v3:s069:040:pass3:issue:ts1	pass3	ISSUE	ts1	69	40	upstream_evidence_missing	note	1	q:69:40:1							The supplied ayah text has إنه but the input word list and Pass 1 expose only إن at wid 1, so a pronoun-support row cannot be anchored from the supplied upstream rows.
ae:v3:s069:040:pass3:issue:ts2	pass3	ISSUE	ts2	69	40	translation_bias_risk	warning	4	q:69:40:4							رسول is indefinite and the supplied Arabic-side evidence says it is unspecified which messenger, so preserve the Arabic description unless supplied evidence grammatically fixes an identity.
ae:v3:s069:044:pass3:issue:ts1	pass3	ISSUE	ts1	69	44	upstream_evidence_missing	warning	2	q:69:44:2							Pass 1 reports a schema limitation: the لَوْ protasis has its apodosis in 69:45, but no formal cross-ayah clause link is emitted upstream.
ae:v3:s070:025:pass1:issue:s1	pass1	ISSUE	s1	70	25	schema_limitation	warning	1	q:70:25:1							لِلسَّآئِلِ وَٱلْمَحْرُومِ completes a governor outside this ayah, so only local surface government is represented.
ae:v3:s070:030:pass1:issue:s1	pass1	ISSUE	s1	70	30	schema_limitation	warning	2	q:70:30:2							The higher governor of عَلَىٰ أَزْوَٰجِهِمْ belongs to the preceding ayah, so the TSV records only the local exception surface.
ae:v3:s070:004:pass3:issue:ts1	pass3	ISSUE	ts1	70	4	translation_bias_risk	warning	4	q:70:4:4							ٱلرُّوحُ is a definite coordinated participant, but the supplied Arabic evidence does not grammatically fix an external identity; preserve the Arabic designation unless supplied evidence fixes it.
ae:v3:s070:040:pass3:issue:ts1	pass3	ISSUE	ts1	70	40	coverage_uncertain	warning	2	q:70:40:2							The named inputs flag لَا as possibly expletive in the oath formula, but no upstream ambiguity row supplies alternatives; preserve formulaic uncertainty.
ae:v3:s071:005:pass1:issue:s1	pass1	ISSUE	s1	71	5	source_data_unclear	warning	4	q:71:5:4							دَعَوْتُ is a finite verb in the Arabic and grammar_summary, but the input marks is_verb=false; no FRAME row is emitted for word 4 under the contract.
ae:v3:s071:020:pass1:issue:s1	pass1	ISSUE	s1	71	20	schema_limitation	warning	1	q:71:20:1							لِّ opens a purpose clause whose governing clause is in 71:19, but Pass 1 forbids cross-ayah links.
ae:v3:s071:005:pass3:issue:ts1	pass3	ISSUE	ts1	71	5	upstream_evidence_missing	warning	4	q:71:5:4							Pass 1 reports a source-data issue for daawtu: the word is finite in the Arabic and grammar summary but marked is_verb=false, so no FRAME row is available for frame-derived support.
ae:v3:s071:020:pass3:issue:ts1	pass3	ISSUE	ts1	71	20	upstream_evidence_missing	warning	1	q:71:20:1							Pass 1 reports that لِّ opens a purpose clause whose governing clause is in 71:19 but cannot encode the cross-ayah link directly; use the supplied Pass 2 XREF r1 and context-window support rather than inventing an unprovided attachment.
ae:v3:s072:017:pass1:issue:s1	pass1	ISSUE	s1	72	17	schema_limitation	warning	1	q:72:17:1							لِنَفْتِنَهُمْ is purpose-linked to the preceding ayah, but cross-ayah clause links are out of scope for this chunk.
ae:v3:s072:028:pass1:issue:s1	pass1	ISSUE	s1	72	28	schema_limitation	warning	1	q:72:28:1							The purpose lām in لِيَعْلَمَ depends semantically on the prior ayah, but cross-ayah links are outside this chunk.
ae:v3:s072:001:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	72	1	coverage_uncertain	note	1	q:72:1:1							Pass 2b audited 12 participant chains in this short surah and found no visible long-range reference requiring an additive SR_XREF row.
ae:v3:s072:017:pass3:issue:ts1	pass3	ISSUE	ts1	72	17	upstream_evidence_missing	warning	1	q:72:17:1							Pass 1 reports that لِنَفْتِنَهُمْ is purpose-linked to the preceding ayah but says cross-ayah clause links are out of scope for that chunk; use context-window support rather than a repaired clause link.
ae:v3:s072:019:pass3:issue:ts1	pass3	ISSUE	ts1	72	19	translation_bias_risk	warning	5	q:72:19:5							عَبْدُ ٱللَّهِ is a grammatical description in the supplied Arabic evidence; preserve the description unless supplied evidence grammatically fixes a named identity.
ae:v3:s073:016:pass1:issue:s1	pass1	ISSUE	s1	73	16	source_data_unclear	warning	7	q:73:16:7							أَخْذًا is marked is_verb true in the input, but its morphology and syntax are a masdar cognate accusative.
ae:v3:s073:020:pass1:issue:s1	pass1	ISSUE	s1	73	20	source_data_unclear	warning	25	q:73:20:25							عَلِمَ at wid 25 is summarized as a perfect verb, but is_verb is false; no FRAME row is emitted under the contract.
ae:v3:s073:020:pass1:issue:s2	pass1	ISSUE	s2	73	20	source_data_unclear	warning	38	q:73:20:38							عَلِمَ at wid 38 is summarized as a perfect verb, but is_verb is false; no FRAME row is emitted under the contract.
ae:v3:s073:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	73	1	coverage_uncertain	note	surah								No verbatim or near-verbatim surface refrain formula with three or more instances was detected in canonical Surah 73; repeated items such as ma tayassara and arsala occur only twice, while recurring nouns are not a shared refrain phrase.
ae:v3:s073:001:pass3:issue:ts1	pass3	ISSUE	ts1	73	1	translation_bias_risk	warning	3	q:73:1:3							ٱلْمُزَّمِّلُ is a definite descriptive addressee in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes a named identity.
ae:v3:s073:016:pass3:issue:ts1	pass3	ISSUE	ts1	73	16	upstream_evidence_missing	warning	7	q:73:16:7							Pass 1 flags أَخْذًا as source_data_unclear because the input marks it verbal although its supplied syntax treats it as a masdar cognate accusative; do not derive an extra finite-verb transfer row from that source mark.
ae:v3:s074:015:pass1:issue:s1	pass1	ISSUE	s1	74	15	source_data_unclear	warning	4	q:74:15:4							أَزِيدَ is described as an imperfect verb but is_verb=false in the input, so no FRAME row is emitted under the contract check.
ae:v3:s074:041:pass1:issue:s1	pass1	ISSUE	s1	74	41	schema_limitation	note	1	q:74:41:1							عَنِ ٱلْمُجْرِمِينَ is a prepositional fragment whose governor is outside this ayah; no cross-ayah attachment is emitted.
ae:v3:s074:015:pass2:issue:s1	pass2	ISSUE	s1	74	15	upstream_clause_issue	warning	4	q:74:15:4							Pass 1 reports أَزِيدَ as verbal in the grammar note but emits no FRAME because the input marks it is_verb=false.
ae:v3:s074:001:pass3:issue:ts1	pass3	ISSUE	ts1	74	1	translation_bias_risk	warning	3	q:74:1:3							ٱلْمُدَّثِّرُ is a definite epithet for the addressee in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes a personal identity.
ae:v3:s074:006:pass3:issue:ts1	pass3	ISSUE	ts1	74	6	coverage_uncertain	warning	4	q:74:6:4							Pass 1 gives a medium circumstantial attachment for تَسْتَكْثِرُ but no choice set for the live circumstantial, purposive, or evaluative relation described in the supplied word data; target languages may force a connective choice.
ae:v3:s074:015:pass3:issue:ts1	pass3	ISSUE	ts1	74	15	upstream_evidence_missing	warning	4	q:74:15:4							Pass 1 and Pass 2 report أَزِيدَ as verbal in prose but no FRAME is emitted because the input marks is_verb=false; frame-derived support for this verb cannot be projected.
ae:v3:s074:038:pass3:issue:ts1	pass3	ISSUE	ts1	74	38	coverage_uncertain	warning	4	q:74:38:4							The input leaves مَا as relative or maṣdariyyah while Pass 1 supplies no choice set, so translation may force either what was earned or earning as a verbal noun.
ae:v3:s075:015:pass1:issue:s1	pass1	ISSUE	s1	75	15	schema_limitation	note	2	q:75:15:2							وَلَوْ is concessive, but the apodosis is not present inside this ayah, so no cross-ayah conditional link is emitted.
ae:v3:s077:006:pass3:issue:ts1	pass3	ISSUE	ts1	77	6	coverage_uncertain	warning	2	q:77:6:2							The local grammar flags multiple functions for أَوْ, but no supplied upstream ambiguity set resolves or enumerates the alternatives.
ae:v3:s078:003:pass1:issue:s1	pass1	ISSUE	s1	78	3	schema_limitation	warning	1	q:78:3:1							ٱلَّذِى modifies ٱلنَّبَإِ in 78:2, but this pass forbids cross-ayah links.
ae:v3:s078:003:pass3:issue:ts1	pass3	ISSUE	ts1	78	3	upstream_evidence_missing	warning	1	q:78:3:1							Pass 1 reports that ٱلَّذِى modifies ٱلنَّبَإِ in 78:2 but lacks an ATTACH row for the cross-ayah dependency; support rows rely on the supplied Pass 2 XREF evidence.
ae:v3:s079:019:pass1:issue:s1	pass1	ISSUE	s1	79	19	schema_limitation	note	2	q:79:19:2							وَأَهْدِيَكَ appears to continue the utterance introduced by قُلْ in 79:18, but Pass 1 does not create cross-ayah quote links.
ae:v3:s079:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	79	1	coverage_uncertain	note	surah								No surface refrain formula with 3 or more instances was detected in Surah 79.
ae:v3:s079:014:pass3:issue:ts1	pass3	ISSUE	ts1	79	14	translation_bias_risk	warning	5	q:79:14:5							ٱلسَّاهِرَةِ is a definite locative description in the supplied grammar; preserve the Arabic description unless supplied evidence fixes a more specific identity.
ae:v3:s079:019:pass3:issue:ts1	pass3	ISSUE	ts1	79	19	upstream_evidence_missing	note	2	q:79:19:2							Pass 1 reports that وَأَهْدِيَكَ continues the utterance introduced by قُلْ in 79:18 but does not provide a cross-ayah quote-link row.
ae:v3:s079:020:pass3:issue:ts1	pass3	ISSUE	ts1	79	20	translation_bias_risk	warning	3	q:79:20:3							ٱلْءَايَةَ ٱلْكُبْرَىٰ is a definite description in the supplied grammar; do not identify the sign more specifically unless supplied evidence fixes it.
ae:v3:s080:005:pass1:issue:s1	pass1	ISSUE	s1	80	5	schema_limitation	warning	1	q:80:5:1							أَمَّا anticipates an answer outside this ayah, but the task forbids cross-ayah links.
ae:v3:s080:008:pass1:issue:s1	pass1	ISSUE	s1	80	8	schema_limitation	warning	2	q:80:8:2							أَمَّا anticipates an answer outside this ayah, but the task forbids cross-ayah links.
ae:v3:s080:002:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	80	2	coverage_uncertain	note	ٱلْأَعْمَىٰ								Audited ٱلْأَعْمَىٰ chain in 80:2-4; all visible masculine singular resumptions are already covered by local Pass 2 XREF rows, and there is no later pericope resumption.
ae:v3:s080:003:pass2:issue:sr_s2	pass2	ISSUE	sr_s2	80	3	coverage_uncertain	note	single_addressee								Audited second masculine singular addressee chain across 80:3-10; references are speech-role surface forms already represented in Pass 2, with no long-range later resumption.
ae:v3:s080:005:pass2:issue:sr_s3	pass2	ISSUE	sr_s3	80	5	coverage_uncertain	note	مَنِ/مَن								Audited the two contrastive مَن chains in 80:5-10; the 80:5 self-sufficient case and 80:8 seeking case are each locally answered by their فَ clauses, with no later visible resumption.
ae:v3:s080:011:pass2:issue:sr_s4	pass2	ISSUE	sr_s4	80	11	coverage_uncertain	note	ٱلذِّكْرَىٰ/تَذْكِرَةٌۭ								Audited reminder frame in 80:4 and 80:11-12; Pass 2 already links إِنَّهَا and ذَكَرَهُ locally, and the following صُحُف scene has no additional referring expression back to this frame.
ae:v3:s080:017:pass2:issue:sr_s5	pass2	ISSUE	sr_s5	80	17	coverage_uncertain	note	ٱلْإِنسَٰنُ								Audited ٱلْإِنسَٰنُ chain through 80:17-24; every object suffix and the 80:24 possessive suffix already has a Pass 2 candidate, and the later 80:34 ٱلْمَرْءُ scene is a new generic singular rather than a licensed long-range pronoun.
ae:v3:s080:025:pass2:issue:sr_s6	pass2	ISSUE	sr_s6	80	25	coverage_uncertain	note	divine_speaker								Audited first-person plural speaker chain in 80:25-27; all 1cp forms are speech-role references already covered in Pass 2, with no later 1cp resumption.
ae:v3:s080:032:pass2:issue:sr_s7	pass2	ISSUE	sr_s7	80	32	coverage_uncertain	note	direct_addressees								Audited direct_addressees chain in 80:32; the 2mp beneficiary and possessive suffixes are same-ayah speech-role references already covered by Pass 2, with no cross-pericope continuation.
ae:v3:s080:033:pass2:issue:sr_s8	pass2	ISSUE	sr_s8	80	33	coverage_uncertain	note	ٱلصَّآخَّةُ/يَوْمَئِذٍۢ								Audited eschatological event-time chain from 80:33 to يَوْمَئِذٍ in 80:37, 80:38, and 80:40; each connector reference is already linked to 80:33 in Pass 2.
ae:v3:s080:034:pass2:issue:sr_s9	pass2	ISSUE	sr_s9	80	34	coverage_uncertain	note	ٱلْمَرْءُ								Audited ٱلْمَرْءُ chain across 80:34-37; kinship possessives and يُغْنِيهِ are locally covered by Pass 2, with no uncited long-range antecedent.
ae:v3:s080:040:pass2:issue:sr_s10	pass2	ISSUE	sr_s10	80	40	coverage_uncertain	note	وُجُوهٌۭ/أُو۟لَٰٓئِكَ								Audited final face-group chain in 80:38-42; the feminine singular face reference in 80:41 and demonstrative أُو۟لَٰٓئِكَ in 80:42 are already locally resolved by Pass 2.
ae:v3:s080:002:pass3:issue:ts1	pass3	ISSUE	ts1	80	2	translation_bias_risk	warning	3	q:80:2:3							ٱلْأَعْمَىٰ is a definite description in the supplied Arabic evidence, but no supplied grammar row fixes a personal name; preserve the Arabic description unless other supplied evidence licenses identification.
ae:v3:s081:028:pass1:issue:s1	pass1	ISSUE	s1	81	28	schema_limitation	note	1	q:81:28:1							The initial لِ governs مَن but its semantic governor is outside this ayah-local span.
ae:v3:s081:029:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	81	29	tafsir_boundary	note	9	q:81:29:9							Audited the قَوْلُ / ذِكْرٌ chain, رَسُولٍ chain, صَاحِبُكُم chain, and direct-addressee chain; Pass 2 already covers the visible references, and no opening/closing or long-range thematic echo has a visible referring expression licensing an SR_XREF.
ae:v3:s081:019:pass3:issue:ts1	pass3	ISSUE	ts1	81	19	translation_bias_risk	warning	4	q:81:19:4							The supplied evidence describes رَسُولٍ كَرِيمٍ grammatically but does not name the messenger; preserve the Arabic description unless supplied evidence elsewhere fixes identity.
ae:v3:s082:007:pass1:issue:s1	pass1	ISSUE	s1	82	7	schema_limitation	note	1	q:82:7:1							ٱلَّذِى modifies رَبِّكَ in the preceding ayah, but no cross-ayah clause link is written.
ae:v3:s082:011:pass1:issue:s1	pass1	ISSUE	s1	82	11	schema_limitation	note	1	q:82:11:1							كِرَامًا كَاتِبِينَ are same-case descriptors with no same-ayah predicate or explicit head; cross-ayah attachment is outside this pass.
ae:v3:s082:001:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	82	1	coverage_uncertain	note	surah								Short-surah sweep audited ٱلْإِنسَٰنُ, direct_addressees, حَٰفِظِينَ/كَٰتِبِينَ, ٱلْفُجَّارَ/جَحِيمٍ, and يَوْمُ ٱلدِّينِ chains; no additive long-range reference is needed beyond protected Pass 2 rows.
ae:v3:s082:007:pass3:issue:ts1	pass3	ISSUE	ts1	82	7	upstream_evidence_missing	note	1	q:82:7:1							Pass 1 reports that ٱلَّذِى modifies رَبِّكَ in the preceding ayah but has no cross-ayah clause link, so cross-ayah support is cited from Pass 2 XREF rows only.
ae:v3:s083:002:pass1:issue:s1	pass1	ISSUE	s1	83	2	schema_limitation	warning	1	q:83:2:1							ٱلَّذِينَ is a relative trigger whose antecedent is in 83:1, so no contract-compliant local relative link can be added without a cross-ayah parent.
ae:v3:s083:005:pass1:issue:s1	pass1	ISSUE	s1	83	5	schema_limitation	note	1	q:83:5:1							لِيَوْمٍ is a prepositional fragment whose semantic governor is outside this ayah, so no local prep_complement is emitted.
ae:v3:s083:011:pass1:issue:s1	pass1	ISSUE	s1	83	11	coverage_uncertain	warning	1	q:83:11:1							ٱلَّذِينَ has its antecedent outside this assigned chunk, so no cross-ayah relative parent was annotated.
ae:v3:s083:005:pass3:issue:ts1	pass3	ISSUE	ts1	83	5	upstream_evidence_missing	note	1	q:83:5:1							Pass 1 reports that لِيَوْمٍ has its semantic governor outside this ayah but supplies no local clause attachment for Pass 3 to cite.
ae:v3:s083:024:pass3:issue:ts1	pass3	ISSUE	ts1	83	24	coverage_uncertain	note	1	q:83:24:1							The word input notes that تَعْرِفُ formally also allows a third-feminine parse before a feminine subject, while the supplied syntax and discourse rows protect the 2ms reading.
ae:v3:s084:025:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	84	25	coverage_uncertain	note	surah_sweep								Audited sky, earth, human judgment branches, oath speaker, direct addressees, nonbelieving group, and believers; all visible reference chains are local and already covered in the base, with no licensed surah-scale SR_XREF to add.
ae:v3:s084:025:pass2:issue:sr_s2	pass2	ISSUE	sr_s2	84	25	coverage_uncertain	note	surah_refrain								Pass 2c refrain sweep found no verbatim or near-verbatim surface formula with three or more instances in Surah 84; two-instance echoes such as wa-adhinat li-rabbiha wa-huqqat do not meet the refrain threshold.
ae:v3:s085:009:pass1:issue:s1	pass1	ISSUE	s1	85	9	schema_limitation	note	1	q:85:9:1							ٱلَّذِى resumes a description whose overt head is in the preceding ayah, so no cross-ayah relative link is emitted.
ae:v3:s085:018:pass1:issue:s1	pass1	ISSUE	s1	85	18	schema_limitation	note	1	q:85:18:1							فِرْعَوْنَ وَثَمُودَ is appositional to ٱلْجُنُودِ in the previous ayah, but cross-ayah attachment is out of scope.
ae:v3:s085:022:pass1:issue:s1	pass1	ISSUE	s1	85	22	schema_limitation	note	1	q:85:22:1							فِى لَوْحٍ مَّحْفُوظٍ depends on قُرْءَانٌ in the previous ayah, but cross-ayah prep attachment is out of scope.
ae:v3:s085:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	85	1	coverage_uncertain	note	surah								No verbatim or near-verbatim surface refrain formula with 3 or more instances was detected in Surah 85.
ae:v3:s085:003:pass3:issue:ts1	pass3	ISSUE	ts1	85	3	coverage_uncertain	warning	2	q:85:3:2							The supplied rows do not grammatically identify which entities are meant by شَاهِدٍ and مَشْهُودٍ, so translation should avoid importing a specific identity as default.
ae:v3:s085:004:pass3:issue:ts1	pass3	ISSUE	ts1	85	4	translation_bias_risk	warning	2	q:85:4:2							أَصْحَٰبُ ٱلْأُخْدُودِ is a definite description, but the supplied evidence does not grammatically fix a historical identity for the group.
ae:v3:s085:015:pass3:issue:ts1	pass3	ISSUE	ts1	85	15	coverage_uncertain	warning	3	q:85:15:3							The supplied word analysis notes a visible nominative reading of ٱلْمَجِيدُ qualifying ذُو and a genitive variant qualifying ٱلْعَرْشِ, but the supplied upstream rows do not provide a choice set; avoid forcing one attachment where the target language can preserve ambiguity.
ae:v3:s085:016:pass3:issue:ts1	pass3	ISSUE	ts1	85	16	coverage_uncertain	warning	2	q:85:16:2							The supplied word analysis says مَا in لِّمَا can be relative or maṣdariyyah, while the supplied upstream rows project only a relative analysis and no choice set; target-language renderings should not treat that as a resolved ambiguity.
ae:v3:s086:005:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	86	5	coverage_uncertain	note	3	q:86:5:3							Audited the ٱلْإِنسَٰنُ chain through 86:5-10; existing base rows cover the pronoun links and no 10+ ayah long-range gap is present.
ae:v3:s086:013:pass2:issue:sr_s2	pass2	ISSUE	sr_s2	86	13	coverage_uncertain	note	1	q:86:13:1							Audited the إِنَّهُۥ / قَوْلٌ / هُوَ message chain through 86:13-14; the base already marks the local resumptive link, so no surah-sweep candidate is added.
ae:v3:s086:015:pass2:issue:sr_s3	pass2	ISSUE	sr_s3	86	15	coverage_uncertain	note	1	q:86:15:1							Audited the هُمْ / ٱلْكَٰفِرِينَ plural opponent chain through 86:15-17; the base resolves the cataphoric and local resumptive references without a long-range gap.
ae:v3:s086:017:pass2:issue:src_s1	pass2	ISSUE	src_s1	86	17	coverage_uncertain	note	1	q:86:17:1							No verbatim or near-verbatim surface refrain with 3+ instances was detected in S86; repeated oath openings, dhat-phrases, and kaydan forms occur only twice.
ae:v3:s087:012:pass1:issue:s1	pass1	ISSUE	s1	87	12	schema_limitation	warning	1	q:87:12:1							ٱلَّذِى modifies ٱلْأَشْقَى in 87:11, but this pass forbids cross-ayah links.
ae:v3:s087:019:pass1:issue:s1	pass1	ISSUE	s1	87	19	schema_limitation	warning	1	q:87:19:1							صُحُفِ إِبْرَٰهِيمَ وَمُوسَىٰ apposes ٱلصُّحُفِ ٱلْأُولَىٰ in 87:18, but this pass forbids cross-ayah links.
ae:v3:s087:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	87	1	coverage_uncertain	note									No surface refrain chain of three or more phrase instances detected in Surah 87; repeated relative openings form a descriptive sequence rather than a verbatim phrase refrain.
ae:v3:s087:015:pass3:issue:ts1	pass3	ISSUE	ts1	87	15	coverage_uncertain	warning	6	q:87:15:6							The supplied word note says objectless صَلَّىٰ can support ritual prayer, supplication, blessing, or devotional turning, but the supplied Pass 2 rows do not provide a sense-disambiguating ambiguity set; review before forcing one target-language sense.
ae:v3:s088:011:pass3:issue:ts1	pass3	ISSUE	ts1	88	11	coverage_uncertain	warning	2	q:88:11:2							The chunk input notes canonical passive variants for the hearing clause, but no supplied Pass 1 choice-set rows project those variant attachments for this worker.
ae:v3:s089:008:pass1:issue:s1	pass1	ISSUE	s1	89	8	schema_limitation	warning	1	q:89:8:1							ٱلَّتِى has its antecedent before this ayah, so no same-ayah parent clause can be linked without inventing a wrapper.
ae:v3:s089:009:pass1:issue:s1	pass1	ISSUE	s1	89	9	schema_limitation	warning	3	q:89:9:3							The relative ٱلَّذِينَ modifies ثَمُودَ in a fragment whose governing clause lies before this ayah, leaving no same-ayah parent clause for the relative link.
ae:v3:s089:011:pass1:issue:s1	pass1	ISSUE	s1	89	11	schema_limitation	warning	1	q:89:11:1							ٱلَّذِينَ opens a relative construction whose modified head is outside this assigned chunk, so no local relative link can be emitted.
ae:v3:s089:018:pass3:issue:ts1	pass3	ISSUE	ts1	89	18	coverage_uncertain	note	5	q:89:18:5							The supplied input says طَعَامِ can denote food or feeding/provision, but no upstream ambiguity row resolves whether a target language should choose one.
ae:v3:s089:025:pass3:issue:ts1	pass3	ISSUE	ts1	89	25	coverage_uncertain	warning	4	q:89:25:4							The supplied word summary notes a passive qiraah for يُعَذِّبُ, but Pass 1 and Pass 2 model only the active-frame analysis; do not treat the active subject relation as exhausting Arabic-side voice possibilities.
ae:v3:s089:026:pass3:issue:ts1	pass3	ISSUE	ts1	89	26	coverage_uncertain	warning	3	q:89:26:3							The supplied word summary notes a passive qiraah for يُوثِقُ, but Pass 1 and Pass 2 model only the active-frame analysis; do not treat the active subject relation as exhausting Arabic-side voice possibilities.
ae:v3:s090:002:pass1:issue:s1	pass1	ISSUE	s1	90	2	source_data_unclear	warning	3	q:90:2:3							حِلٌّ functions as a nominal predicate of أَنتَ, but the input marks wid 3 with is_verb=true, so a copular-style FRAME is emitted.
ae:v3:s090:003:pass1:issue:s1	pass1	ISSUE	s1	90	3	source_data_unclear	warning	5	q:90:3:5							وَلَدَ is syntactically read as the predicate of مَا وَلَدَ, but the input marks wid 5 with is_verb=false, so no FRAME row is emitted.
ae:v3:s090:001:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	90	1	coverage_uncertain	note	surah								Short-surah sweep audited ٱلْإِنسَٰنَ, ٱلْعَقَبَةَ, ٱلَّذِينَ ءَامَنُوا۟, and ٱلَّذِينَ كَفَرُوا۟ chains; Pass 2 already covers local resumptions and no additive long-range SR_XREF is licensed.
ae:v3:s090:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	90	1	coverage_uncertain	note	surah								No surface refrain chain with 3 or more instances was detected in Surah 90; repeated formulas in the registry occur only as pairs.
