unit_id	row_kind	source_pass	source_rtype	source_local_id	sura	ayah	support_unit_id	support_type	anchor_wid	anchor_unit_id	clause_raw	clause_unit_id	attachment_raw	attachment_unit_ids	frame_raw	frame_unit_id	xref_raw	xref_unit_ids	implicit_raw	implicit_unit_ids	ellipsis_raw	ellipsis_unit_ids	choice_set_raw	choice_set_unit_id	role	scope	force	construction	source	window	window_relation	window_scope	related_wids	related_word_unit_ids	related_clauses	related_unresolved_wids	related_clause_unit_ids	related_xref_unit_ids	related_unresolved_refs	reading	status	confidence	evidence	translation_instruction	risk	reason
ae:v3:s070:042:pass3:support:t2	support	pass3	SUPPORT	t2	70	42	ae:v3:s070:042:pass3:support:t2	surface_force	2	q:70:42:2					v1	ae:v3:s070:042:pass1:frame:v1	r1	ae:v3:s070:042:pass2:xref:r1	i1	ae:v3:s070:042:pass2:impl:i1							imperative														discourse_inferred	high	imperative;speech_role	preserve_surface_force	ذَرْهُمْ is an imperative to a second masculine singular addressee with a third plural object, and target languages must keep those roles distinct.	Pass 2 marks the imperative subject as an implicit addressee and the object suffix as the nearby disbelieving group.
ae:v3:s070:042:pass3:support:t3	support	pass3	SUPPORT	t3	70	42	ae:v3:s070:042:pass3:support:t3	context_window	8	q:70:42:8							sr4	ae:v3:s070:042:pass2:xref:sr4												70:42-44	discourse_continuation	intra_surah	8;9;10	q:70:42:8;q:70:42:9;q:70:42:10							strongly_licensed	high	topic_continuity;discourse_accessibility	recommend_reading_window	The possessed day expression may be rendered too narrowly unless the following temporal scene remains active.	يَوْمَهُمُ ٱلَّذِي يُوعَدُونَ opens the final day-scene that is continued through 70:43-44.
ae:v3:s070:042:pass3:support:t4	support	pass3	SUPPORT	t4	70	42	ae:v3:s070:042:pass3:support:t4	scope			c3	ae:v3:s070:042:pass1:clause:c3														purpose															strongly_licensed	high	local_syntax;sequence	preserve_scope	حَتَّىٰ marks the endpoint or purposive limit of leaving them to act, not a separate unrelated event.	Pass 1 identifies c3 as the purpose/endpoint clause after يَخُوضُوا وَيَلْعَبُوا.
ae:v3:s070:042:pass3:support:t5	support	pass3	SUPPORT	t5	70	42	ae:v3:s070:042:pass3:support:t5	referent_resolution_risk	2	q:70:42:2							r1	ae:v3:s070:042:pass2:xref:r1	i2;i3;i4;i5	ae:v3:s070:042:pass2:impl:i2;ae:v3:s070:042:pass2:impl:i3;ae:v3:s070:042:pass2:impl:i4;ae:v3:s070:042:pass2:impl:i5																					strongly_licensed	high	agreement;discourse_continuity	target_language_may_require_resolution	The object suffix and the subjects of the following coordinated and purpose verbs continue the same plural group.	Pass 2 links ذَرْهُمْ, يَخُوضُوا, يَلْعَبُوا, يُلَاقُوا, and يُوعَدُونَ to the same disbelieving group.
ae:v3:s070:043:pass3:support:t1	support	pass3	SUPPORT	t1	70	43	ae:v3:s070:043:pass3:support:t1	context_window	1	q:70:43:1																				70:42-44	discourse_continuation	intra_surah			c1;c2				c1;c2		strongly_licensed	high	cross_ayah_continuity;topic_continuity	recommend_reading_window	Treating 70:43 as a free-standing time clause can detach it from the promised day frame.	The temporal يَوْمَ continues the promised day introduced in 70:42 and leads into the closure in 70:44.
ae:v3:s070:043:pass3:support:t2	support	pass3	SUPPORT	t2	70	43	ae:v3:s070:043:pass3:support:t2	construction_unit			c2	ae:v3:s070:043:pass1:clause:c2														comparison		kaanna_comparison	كَأَنَّهُمْ إِلَىٰ نُصُبٍ يُوفِضُونَ				6;7;8;9	q:70:43:6;q:70:43:7;q:70:43:8;q:70:43:9							strongly_licensed	high	comparative_construction;local_syntax	preserve_compression_if_target_language_allows	The كَأَنَّ comparison supplies manner imagery for their emergence and should not be translated as a second factual destination independent of the simile.	Pass 1 makes the كَأَنَّ clause predicate content and also attaches it circumstantially to يَخْرُجُونَ.
ae:v3:s070:043:pass3:support:t3	support	pass3	SUPPORT	t3	70	43	ae:v3:s070:043:pass3:support:t3	referent_resolution_risk	6	q:70:43:6							r1	ae:v3:s070:043:pass2:xref:r1	i1;i2	ae:v3:s070:043:pass2:impl:i1;ae:v3:s070:043:pass2:impl:i2																					strongly_licensed	high	agreement;discourse_continuity	target_language_may_require_resolution	The pronoun in كَأَنَّهُمْ and the subjects of يَخْرُجُونَ and يُوفِضُونَ continue the same plural group from the prior command scene.	Pass 2 links the suffix and both implicit subjects to the masculine plural group introduced at 70:36 and carried through 70:42.
ae:v3:s070:044:pass3:support:t1	support	pass3	SUPPORT	t1	70	44	ae:v3:s070:044:pass3:support:t1	context_window	5	q:70:44:5							sr5	ae:v3:s070:044:pass2:xref:sr5												70:42-44	discourse_continuation	intra_surah	5;6;7;8;9	q:70:44:5;q:70:44:6;q:70:44:7;q:70:44:8;q:70:44:9							strongly_licensed	high	deixis;topic_continuity	recommend_reading_window	A target language may need an explicit referent for ذَٰلِكَ, and the referent is the day-frame rather than a new local object.	ذَٰلِكَ ٱلْيَوْمُ closes the promised-day frame opened in 70:42 and staged in 70:43.
ae:v3:s070:044:pass3:support:t2	support	pass3	SUPPORT	t2	70	44	ae:v3:s070:044:pass3:support:t2	referent_resolution_risk	3	q:70:44:3							r1	ae:v3:s070:044:pass2:xref:r1	i1;i2	ae:v3:s070:044:pass2:impl:i1;ae:v3:s070:044:pass2:impl:i2																					strongly_licensed	high	agreement;discourse_continuity	target_language_may_require_resolution	The object suffix in تَرْهَقُهُمْ and the passive relative verbs continue the same plural group through the closing scene.	Pass 2 links هُمْ and the subjects of كَانُوا and يُوعَدُونَ to the continuing group marked from 70:36 onward.
ae:v3:s070:044:pass3:support:t3	support	pass3	SUPPORT	t3	70	44	ae:v3:s070:044:pass3:support:t3	semantic_role	1	q:70:44:1			a1	ae:v3:s070:044:pass1:attach:a1											state								1;2	q:70:44:1;q:70:44:2							strongly_licensed	high	agreement;word_order	preserve_argument_role	خَاشِعَةً أَبْصَارُهُمْ is a state construction with أَبْصَارُهُمْ as the subject of the participial phrase, not an object of humiliation.	Pass 1 marks أَبْصَارُهُمْ as the nominative subject of the participle خَاشِعَةً.
ae:v3:s070:044:pass3:support:t4	support	pass3	SUPPORT	t4	70	44	ae:v3:s070:044:pass3:support:t4	scope			c4	ae:v3:s070:044:pass1:clause:c4	a6	ae:v3:s070:044:pass1:attach:a6												relative_clause															strongly_licensed	high	relative_clause;local_syntax	preserve_scope	ٱلَّذِي كَانُوا يُوعَدُونَ restricts ٱلْيَوْمُ and should not be detached as a separate promise statement.	Pass 1 attaches the relative clause as the modifier of ٱلْيَوْمُ.
ae:v3:s071:001:pass3:support:t1	support	pass3	SUPPORT	t1	71	1	ae:v3:s071:001:pass3:support:t1	semantic_role	5	q:71:1:5			a4	ae:v3:s071:001:pass1:attach:a4	v1	ae:v3:s071:001:pass1:frame:v1									goal				verb plus ila complement												syntactically_forced	high	case_government;local_syntax	preserve_argument_role	Target languages may need a directional goal complement rather than treating the people as a bare object of sending.	ATTACH a4 governs qawmihi through ila as the goal complement of arsala.
ae:v3:s071:001:pass3:support:t2	support	pass3	SUPPORT	t2	71	1	ae:v3:s071:001:pass3:support:t2	surface_force	7	q:71:1:7	c2	ae:v3:s071:001:pass1:clause:c2															imperative														syntactically_forced	high	imperative;local_syntax	preserve_surface_force	The embedded command can be weakened if rendered as a neutral infinitive or report.	CLAUSE c2 contains the imperative andhir as the commanded content after arsala.
ae:v3:s071:001:pass3:support:t3	support	pass3	SUPPORT	t3	71	1	ae:v3:s071:001:pass3:support:t3	referent_resolution_risk	5	q:71:1:5							r2;r3	ae:v3:s071:001:pass2:xref:r2;ae:v3:s071:001:pass2:xref:r3															5;8	q:71:1:5;q:71:1:8							strongly_licensed	high	agreement;discourse_proximity;local_syntax	target_language_may_require_resolution	Possessive suffixes shift from third-person reference to Noah to direct second-person address of Noah, which some targets may need to mark explicitly.	Pass 2 links qawmihi to Nuh in r2 and qawmaka to the commanded messenger in r3.
ae:v3:s071:001:pass3:support:t4	support	pass3	SUPPORT	t4	71	1	ae:v3:s071:001:pass3:support:t4	context_window	7	q:71:1:7	c2	ae:v3:s071:001:pass1:clause:c2																		71:1-4	discourse_continuation	intra_surah			c2		ae:v3:s071:001:pass1:clause:c2				strongly_licensed	high	quotation;discourse_continuity	recommend_reading_window	A single-ayah rendering may hide that the command content is unfolded as Noah's direct warning in the following ayat.	The command clause an andhir in 71:1 activates the quoted warning sequence in 71:2-4.
ae:v3:s071:002:pass3:support:t1	support	pass3	SUPPORT	t1	71	2	ae:v3:s071:002:pass3:support:t1	ellipsis_projection	3	q:71:2:3											e1	ae:v3:s071:002:pass2:ellip:e1																			strongly_licensed	high	vocative_form;morphology	preserve_compression_if_target_language_allows	Target languages may need to supply a possessive in the vocative while preserving that the Arabic surface compresses it.	Pass 2 marks qawmi as a vocative construct with the first-person possessive ya suppressed.
ae:v3:s071:002:pass3:support:t2	support	pass3	SUPPORT	t2	71	2	ae:v3:s071:002:pass3:support:t2	surface_force	2	q:71:2:2			a2	ae:v3:s071:002:pass1:attach:a2													vocative														syntactically_forced	high	vocative;formulaic_construction	preserve_surface_force	The direct address to the people can be lost if the vocative is folded into a plain noun phrase.	ATTACH a2 marks qawmi as directly addressed by the vocative particle.
ae:v3:s071:002:pass3:support:t3	support	pass3	SUPPORT	t3	71	2	ae:v3:s071:002:pass3:support:t3	referent_resolution_risk	1	q:71:2:1							r1	ae:v3:s071:002:pass2:xref:r1	i1	ae:v3:s071:002:pass2:impl:i1																					strongly_licensed	high	agreement;local_syntax;discourse_continuity	target_language_may_require_resolution	The reporting verb has an implicit masculine singular speaker that may need to be made explicit in target languages.	Pass 2 IMPL i1 identifies qala with the quoted first-person speaker linked back to Nuh.
ae:v3:s071:003:pass3:support:t1	support	pass3	SUPPORT	t1	71	3	ae:v3:s071:003:pass3:support:t1	surface_force	2	q:71:3:2	c1	ae:v3:s071:003:pass1:clause:c1															imperative						2;5;7	q:71:3:2;q:71:3:5;q:71:3:7							syntactically_forced	high	imperative;coordination;parallelism	preserve_surface_force	The three coordinated imperatives should remain commands rather than descriptive religious duties.	Pass 1 clauses c1 through c3 form a coordinated imperative sequence.
ae:v3:s071:003:pass3:support:t2	support	pass3	SUPPORT	t2	71	3	ae:v3:s071:003:pass3:support:t2	referent_resolution_risk	5	q:71:3:5							r2;r3	ae:v3:s071:003:pass2:xref:r2;ae:v3:s071:003:pass2:xref:r3															3;5;7	q:71:3:3;q:71:3:5;q:71:3:7							strongly_licensed	high	agreement;discourse_proximity;discourse_continuity	target_language_may_require_resolution	The object suffix on ittaquhu resumes Allah while the suffix on atiuni resumes Noah, so target languages may need distinct explicit objects.	Pass 2 resolves r2 to Allah and r3 to Nuh across the coordinated command sequence.
ae:v3:s071:003:pass3:support:t3	support	pass3	SUPPORT	t3	71	3	ae:v3:s071:003:pass3:support:t3	construction_unit	2	q:71:3:2	c1	ae:v3:s071:003:pass1:clause:c1																coordinated_imperatives							c1;c2;c3		ae:v3:s071:003:pass1:clause:c1;ae:v3:s071:003:pass1:clause:c2;ae:v3:s071:003:pass1:clause:c3				strongly_licensed	high	coordination;parallelism	preserve_surface_force	Separating the clauses too strongly may obscure that worship, piety, and obedience are presented as one coordinated exhortation.	ATTACH a2 and a4 coordinate the second and third imperatives with the preceding command.
ae:v3:s071:004:pass3:support:t1	support	pass3	SUPPORT	t1	71	4	ae:v3:s071:004:pass3:support:t1	transfer_risk	1	q:71:4:1					v1	ae:v3:s071:004:pass1:frame:v1																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages with obligatory objects may be tempted to add a direct object for forgiveness even though the forgiven matter is expressed through min.	FRAME v1 marks yaghfir with obj=none_absolute and prepids a1;a2.
ae:v3:s071:004:pass3:support:t2	support	pass3	SUPPORT	t2	71	4	ae:v3:s071:004:pass3:support:t2	transfer_risk	19	q:71:4:19					v6	ae:v3:s071:004:pass1:frame:v6																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may be tempted to supply what the addressees know, but the Arabic leaves the object of knowing unexpressed.	FRAME v6 marks talamun with obj=none_absolute.
ae:v3:s071:004:pass3:support:t3	support	pass3	SUPPORT	t3	71	4	ae:v3:s071:004:pass3:support:t3	particle_function	3	q:71:4:3			a2	ae:v3:s071:004:pass1:attach:a2	v1	ae:v3:s071:004:pass1:frame:v1													min complement												strongly_licensed	high	case_government;local_syntax	preserve_argument_role	The min phrase may be flattened into a direct object and lose its source or partitive force.	ATTACH a2 governs dhunubikum through min as the complement of yaghfir.
ae:v3:s071:004:pass3:support:t4	support	pass3	SUPPORT	t4	71	4	ae:v3:s071:004:pass3:support:t4	scope	13	q:71:4:13	c4	ae:v3:s071:004:pass1:clause:c4														condition									c4;c5		ae:v3:s071:004:pass1:clause:c4;ae:v3:s071:004:pass1:clause:c5				strongly_licensed	high	condition_structure;condition_apodosis	preserve_scope	The temporal condition must scope over the non-delay assertion, not over the earlier promise.	CLAUSE c4 is the idha protasis linked to the la yuakhkhar predicate in c5.
ae:v3:s071:004:pass3:support:t5	support	pass3	SUPPORT	t5	71	4	ae:v3:s071:004:pass3:support:t5	scope	15	q:71:4:15	c5	ae:v3:s071:004:pass1:clause:c5														negation															syntactically_forced	high	local_syntax	preserve_scope	The negation applies to delaying the appointed term, not to the coming of the term.	Pass 1 clause c5 is la yuakhkhar with la immediately governing the passive imperfect.
ae:v3:s071:004:pass3:support:t6	support	pass3	SUPPORT	t6	71	4	ae:v3:s071:004:pass3:support:t6	scope	17	q:71:4:17	c6	ae:v3:s071:004:pass1:clause:c6														condition															strongly_licensed	medium	condition_structure	preserve_scope	The counterfactual law clause should remain attached to the preceding assertion rather than become an independent factual statement.	CLAUSE c6 marks law kuntum talamun as a counterfactual condition linked to c3.
ae:v3:s071:004:pass3:support:t7	support	pass3	SUPPORT	t7	71	4	ae:v3:s071:004:pass3:support:t7	referent_resolution_risk	1	q:71:4:1									i1;i2	ae:v3:s071:004:pass2:impl:i1;ae:v3:s071:004:pass2:impl:i2													1;6	q:71:4:1;q:71:4:6							strongly_licensed	high	agreement;coordination;discourse_continuity	target_language_may_require_resolution	The shared omitted subject of yaghfir and yuakhkhirkum may need explicit reference to the divine actor in target languages.	Pass 2 IMPL i1 and i2 link both coordinated promise verbs to the prior divine referent.
ae:v3:s071:005:pass3:support:t1	support	pass3	SUPPORT	t1	71	5	ae:v3:s071:005:pass3:support:t1	ellipsis_projection	2	q:71:5:2											e1	ae:v3:s071:005:pass2:ellip:e1																			strongly_licensed	high	vocative_form;morphology	preserve_compression_if_target_language_allows	Target languages may need to supply a first-person possessive in the vocative while preserving the Arabic compressed form.	Pass 2 marks rabbi as a vocative construct with the possessive ya suppressed.
ae:v3:s071:005:pass3:support:t2	support	pass3	SUPPORT	t2	71	5	ae:v3:s071:005:pass3:support:t2	surface_force	2	q:71:5:2			a2	ae:v3:s071:005:pass1:attach:a2													vocative														strongly_licensed	high	vocative;formulaic_construction	preserve_surface_force	The prayer address can be weakened if rabbi is rendered as a mere descriptive noun.	ATTACH a2 marks rabbi as direct vocative address inside the quoted prayer.
ae:v3:s071:005:pass3:support:t3	support	pass3	SUPPORT	t3	71	5	ae:v3:s071:005:pass3:support:t3	construction_unit	6	q:71:5:6			a7;a8	ae:v3:s071:005:pass1:attach:a7;ae:v3:s071:005:pass1:attach:a8														temporal_merism					6;8	q:71:5:6;q:71:5:8							strongly_licensed	high	coordination;parallelism	preserve_argument_role	A word-for-word pair may miss the continuous time span expressed by the coordinated night and day adverbials.	Pass 1 marks laylan as a time adverb and naharan as its coordinated counterpart.
ae:v3:s071:005:pass3:support:t4	support	pass3	SUPPORT	t4	71	5	ae:v3:s071:005:pass3:support:t4	context_window	4	q:71:5:4																				71:5-10	pericope	intra_surah			c2;c3				c2;c3		strongly_licensed	high	quotation;discourse_sequence	recommend_reading_window	Rendering this ayah alone may obscure that the prayer opens a sustained complaint and report of calling through 71:10.	The quoted prayer beginning at qala rabbi continues as a first-person report across the following ayat.
ae:v3:s071:006:pass3:support:t1	support	pass3	SUPPORT	t1	71	6	ae:v3:s071:006:pass3:support:t1	ambiguity_note	6	q:71:6:6			a4;a5	ae:v3:s071:006:pass1:attach:a4;ae:v3:s071:006:pass1:attach:a5									cs1	ae:v3:s071:006:pass1:cs:cs1																	ambiguous	medium	case_government;local_syntax	do_not_resolve_in_default	Choosing a single target construction for firaran may resolve whether it is a second object or an accusative specification.	Pass 1 marks attachments a4 and a5 as mutually exclusive members of choice set cs1.
ae:v3:s071:006:pass3:support:t2	support	pass3	SUPPORT	t2	71	6	ae:v3:s071:006:pass3:support:t2	scope	5	q:71:6:5	c1	ae:v3:s071:006:pass1:clause:c1														restriction															syntactically_forced	high	exception_particle;local_syntax	preserve_scope	The negation-plus-exception construction should preserve the restricted increase rather than read as a simple added object.	CLAUSE c1 contains lam yazidhum followed by illa, making firaran fall under the restriction.
ae:v3:s071:006:pass3:alt:t1.x1	alt	pass3	ALT	t1.x1	71	6	ae:v3:s071:006:pass3:support:t1																																	firaran functions as the second object or result complement of yazidhum	ambiguous					
ae:v3:s071:006:pass3:alt:t1.x2	alt	pass3	ALT	t1.x2	71	6	ae:v3:s071:006:pass3:support:t1																																	firaran functions as an accusative specification of manner or result after the restriction	ambiguous					
ae:v3:s071:007:pass3:support:t1	support	pass3	SUPPORT	t1	71	7	ae:v3:s071:007:pass3:support:t1	transfer_risk	6	q:71:7:6					v2	ae:v3:s071:007:pass1:frame:v2																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages with obligatory objects may be tempted to add an object of forgiveness, but the forgiven persons are expressed through the lam phrase.	FRAME v2 marks taghfira with obj=none_absolute and prepids a6.
ae:v3:s071:007:pass3:support:t2	support	pass3	SUPPORT	t2	71	7	ae:v3:s071:007:pass3:support:t2	scope	3	q:71:7:3	c2	ae:v3:s071:007:pass1:clause:c2														condition									c2;c4		ae:v3:s071:007:pass1:clause:c2;ae:v3:s071:007:pass1:clause:c4				syntactically_forced	high	condition_structure;condition_apodosis	preserve_scope	The repeated-response force of kullama must scope over the refusal actions, not only over the act of calling.	CLAUSE c2 is the recurrent protasis linked to the response beginning in c4.
ae:v3:s071:007:pass3:support:t3	support	pass3	SUPPORT	t3	71	7	ae:v3:s071:007:pass3:support:t3	scope	5	q:71:7:5	c3	ae:v3:s071:007:pass1:clause:c3														purpose															syntactically_forced	high	local_syntax	preserve_scope	The lam clause states the purpose of Noah's calling and should not be rendered as a separate result.	CLAUSE c3 is the purpose clause attached to daawtuhum.
ae:v3:s071:007:pass3:support:t4	support	pass3	SUPPORT	t4	71	7	ae:v3:s071:007:pass3:support:t4	construction_unit	9	q:71:7:9	c4	ae:v3:s071:007:pass1:clause:c4																coordinated_response_sequence							c4;c5;c6;c7		ae:v3:s071:007:pass1:clause:c4;ae:v3:s071:007:pass1:clause:c5;ae:v3:s071:007:pass1:clause:c6;ae:v3:s071:007:pass1:clause:c7				strongly_licensed	high	coordination;parallelism;discourse_sequence	preserve_argument_role	The chain of refusal actions can be diluted if the coordinated predicates are not kept as one escalating response.	Pass 1 links jaalu, istaghshaw, asarru, and istakbaru through coordinated clauses c4 through c7.
ae:v3:s071:007:pass3:support:t5	support	pass3	SUPPORT	t5	71	7	ae:v3:s071:007:pass3:support:t5	referent_resolution_risk	6	q:71:7:6							r3	ae:v3:s071:007:pass2:xref:r3	i2	ae:v3:s071:007:pass2:impl:i2																					strongly_licensed	high	agreement;local_syntax	target_language_may_require_resolution	The second-person masculine subject of taghfira addresses the invoked Lord, which may need an explicit pronoun or noun in target languages.	Pass 2 XREF r3 and IMPL i2 identify the addressee of taghfira through the prayer context.
ae:v3:s071:008:pass3:support:t1	support	pass3	SUPPORT	t1	71	8	ae:v3:s071:008:pass3:support:t1	semantic_role	4	q:71:8:4			a4	ae:v3:s071:008:pass1:attach:a4											manner				accusative manner verbal noun												strongly_licensed	high	case_government;local_syntax	preserve_argument_role	The accusative jiharan should function as manner of calling rather than as a new object.	ATTACH a4 marks jiharan as an adverbial manner qualifier of daawtuhum.
ae:v3:s071:008:pass3:support:t2	support	pass3	SUPPORT	t2	71	8	ae:v3:s071:008:pass3:support:t2	context_window	1	q:71:8:1																				71:5-10	discourse_continuation	intra_surah	1;4	q:71:8:1;q:71:8:4							strongly_licensed	high	sequence;discourse_sequence	recommend_reading_window	The transition thumma and public-calling adverb are best read within the surrounding sequence of repeated calling methods.	71:8 continues the first-person complaint sequence from night-and-day calling toward public and private calling.
ae:v3:s071:009:pass3:support:t1	support	pass3	SUPPORT	t1	71	9	ae:v3:s071:009:pass3:support:t1	transfer_risk	3	q:71:9:3					v1	ae:v3:s071:009:pass1:frame:v1																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages with obligatory objects may be tempted to add what Noah announced, but the Arabic leaves the announced content unexpressed.	FRAME v1 marks alantu with obj=none_absolute and a lam recipient phrase.
ae:v3:s071:009:pass3:support:t2	support	pass3	SUPPORT	t2	71	9	ae:v3:s071:009:pass3:support:t2	transfer_risk	7	q:71:9:7					v2	ae:v3:s071:009:pass1:frame:v2																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may supply a direct object for asrartu even though the Arabic keeps the content compressed and marks only the recipients.	FRAME v2 marks asrartu with obj=none_absolute and prepids a5.
ae:v3:s071:009:pass3:support:t3	support	pass3	SUPPORT	t3	71	9	ae:v3:s071:009:pass3:support:t3	construction_unit	3	q:71:9:3	c2	ae:v3:s071:009:pass1:clause:c2																public_private_coordination							c2;c3		ae:v3:s071:009:pass1:clause:c2;ae:v3:s071:009:pass1:clause:c3				strongly_licensed	high	coordination;parallelism	preserve_argument_role	The public and private predicates should remain a coordinated pair rather than two unrelated reports.	Pass 1 links alantu lahum and asrartu lahum israran through coordination.
ae:v3:s071:009:pass3:support:t4	support	pass3	SUPPORT	t4	71	9	ae:v3:s071:009:pass3:support:t4	semantic_role	10	q:71:9:10			a6	ae:v3:s071:009:pass1:attach:a6											manner				cognate accusative												syntactically_forced	high	morphology;local_syntax	preserve_argument_role	The cognate accusative israran intensifies or specifies the manner of secret calling and should not be treated as a separate object.	ATTACH a6 marks israran as the cognate accusative of asrartu.
ae:v3:s071:010:pass3:support:t1	support	pass3	SUPPORT	t1	71	10	ae:v3:s071:010:pass3:support:t1	surface_force	3	q:71:10:3	c3	ae:v3:s071:010:pass1:clause:c3															imperative														syntactically_forced	high	imperative;quotation	preserve_surface_force	The quoted command to seek forgiveness can be weakened if rendered as indirect advice.	CLAUSE c3 is the imperative istaghfiru rabbakum inside the quotation.
ae:v3:s071:010:pass3:support:t2	support	pass3	SUPPORT	t2	71	10	ae:v3:s071:010:pass3:support:t2	referent_resolution_risk	5	q:71:10:5							r3	ae:v3:s071:010:pass2:xref:r3	i3	ae:v3:s071:010:pass2:impl:i3																					syntactically_forced	high	agreement;discourse_proximity;morphology	target_language_may_require_resolution	The pronoun in innahu and the subject of kana resume rabbakum, which some target languages may need to state explicitly.	Pass 2 XREF r3 resolves innahu to rabbakum and IMPL i3 controls kana from that pronoun.
ae:v3:s071:010:pass3:support:t3	support	pass3	SUPPORT	t3	71	10	ae:v3:s071:010:pass3:support:t3	construction_unit	5	q:71:10:5	c4	ae:v3:s071:010:pass1:clause:c4																explanatory_inna_clause							c3;c4		ae:v3:s071:010:pass1:clause:c3;ae:v3:s071:010:pass1:clause:c4				strongly_licensed	high	local_syntax;quotation	preserve_argument_role	The explanatory clause should remain tied to the forgiveness command rather than become an unrelated statement.	Pass 1 links the inna clause c4 to the imperative clause c3 as an explanation.
ae:v3:s071:011:pass3:support:t1	support	pass3	SUPPORT	t1	71	11	ae:v3:s071:011:pass3:support:t1	referent_resolution_risk	1	q:71:11:1									i1	ae:v3:s071:011:pass2:impl:i1																					strongly_licensed	medium	agreement;discourse_proximity	target_language_may_require_resolution	Target languages that require an overt subject may need to recover the sender from the prior exhortation without making it look locally named.	Pass 2 marks the 3ms subject of يُرْسِلِ as omitted with an accessible divine referent from the preceding command context.
ae:v3:s071:011:pass3:support:t2	support	pass3	SUPPORT	t2	71	11	ae:v3:s071:011:pass3:support:t2	semantic_role	3	q:71:11:3			a2	ae:v3:s071:011:pass1:attach:a2	v1	ae:v3:s071:011:pass1:frame:v1									goal				verb plus عَلَى complement												syntactically_forced	high	case_government;local_syntax	preserve_argument_role	Rendering عَلَيْكُم as a simple object relation could obscure that the addressees are the directional target of the sending.	Pass 1 attaches عَلَيْكُم to يُرْسِلِ as the governed عَلَى complement.
ae:v3:s071:011:pass3:support:t3	support	pass3	SUPPORT	t3	71	11	ae:v3:s071:011:pass3:support:t3	semantic_role	4	q:71:11:4			a3	ae:v3:s071:011:pass1:attach:a3											state																strongly_licensed	high	case_government;local_syntax	preserve_argument_role	Target language may treat مِّدْرَارًا as a second object unless its circumstantial state relation to the sent sky or rain is preserved.	Pass 1 marks مِّدْرَارًا as the circumstantial pouring condition of ٱلسَّمَآءَ.
ae:v3:s071:011:pass3:support:t4	support	pass3	SUPPORT	t4	71	11	ae:v3:s071:011:pass3:support:t4	context_window	1	q:71:11:1									i1	ae:v3:s071:011:pass2:impl:i1										71:10-12	discourse_continuation	intra_surah	1;3	q:71:11:1;q:71:11:3							discourse_inferred	medium	cross_ayah_continuity;discourse_proximity	recommend_reading_window	A single-ayah rendering may hide that the promise clause continues the exhortation and its implied divine subject from the preceding speech.	Pass 2 identifies the omitted subject by discourse proximity to the prior command context, while 71:12 continues the coordinated promise sequence.
ae:v3:s071:012:pass3:support:t1	support	pass3	SUPPORT	t1	71	12	ae:v3:s071:012:pass3:support:t1	construction_unit	2	q:71:12:2									i1	ae:v3:s071:012:pass2:impl:i1								coordinated_predicates					2;8;12	q:71:12:2;q:71:12:8;q:71:12:12	c1;c2;c3		ae:v3:s071:012:pass1:clause:c1;ae:v3:s071:012:pass1:clause:c2;ae:v3:s071:012:pass1:clause:c3				strongly_licensed	high	coordination;parallelism	target_language_may_require_resolution	Target languages may need to repeat or recover the same omitted 3ms subject across the coordinated promise verbs.	Pass 2 marks يُمْدِدْ, the first يَجْعَل, and the second يَجْعَل as coordinated predicates sharing the same omitted subject.
ae:v3:s071:012:pass3:support:t2	support	pass3	SUPPORT	t2	71	12	ae:v3:s071:012:pass3:support:t2	semantic_role	3	q:71:12:3			a2;a10	ae:v3:s071:012:pass1:attach:a2;ae:v3:s071:012:pass1:attach:a10	v1	ae:v3:s071:012:pass1:frame:v1									instrument				verb plus بِ complement over coordination												syntactically_forced	high	case_government;parallelism	preserve_argument_role	The بِ phrase may be misread as a direct object unless its provision or means role over both أَمْوَٰلٍ and بَنِينَ is preserved.	Pass 1 attaches أَمْوَٰلٍ and coordinated بَنِينَ to يُمْدِدْكُم through the shared بِ complement.
ae:v3:s071:012:pass3:support:t3	support	pass3	SUPPORT	t3	71	12	ae:v3:s071:012:pass3:support:t3	semantic_role	9	q:71:12:9			a5	ae:v3:s071:012:pass1:attach:a5	v2	ae:v3:s071:012:pass1:frame:v2									beneficiary				جَعَلَ plus لِ beneficiary												syntactically_forced	high	case_government;local_syntax	preserve_argument_role	The fronted لَّكُمْ phrase should remain a beneficiary relation rather than becoming the made object.	Pass 1 attaches لَّكُمْ to the first يَجْعَل as its beneficiary phrase before جَنَّٰتٍ.
ae:v3:s071:012:pass3:support:t4	support	pass3	SUPPORT	t4	71	12	ae:v3:s071:012:pass3:support:t4	semantic_role	13	q:71:12:13			a8	ae:v3:s071:012:pass1:attach:a8	v3	ae:v3:s071:012:pass1:frame:v3									beneficiary				repeated جَعَلَ plus لِ beneficiary												syntactically_forced	high	case_government;parallelism	preserve_argument_role	The repeated لَّكُمْ in the second making clause should be tracked as the same beneficiary role, not as a separate lexical predicate.	Pass 1 attaches the second لَّكُمْ to the repeated يَجْعَل before أَنْهَٰرًا.
