root_arabic	form_tag	form_tag_available	instance_count	total_attach	partner_count	top_partner_root	top_partner_form_tag	top_partner_count	top_partner_ratio	constraint_ratio	collocation_entropy	batch_count	low_occurrence
م و ت	IV:I	True	19	13	8	ح ي ي	IV:I	6	0.462	0.316	2.507	16	False
م و ت	IV:IV	True	15	18	5	ح ي ي	IV:IV	14	0.778	0.933	1.209	13	False
م و ت	NOUN_CONCRETE	True	6	19	11	د م و	NOUN_CONCRETE	4	0.211	0.667	3.195	5	False
م و ت	PV:I	True	20	18	5	ك و ن	PV:I	7	0.389	0.35	1.989	11	False
م و ت	PV:IV	True	4	7	6	ح ي ي	PV:IV	2	0.286	0.5	2.522	4	True
م و ج	IV:I	True	1	3	2	ب ع ض	NOUN_CONCRETE	2	0.667	2.0	0.918	1	True
م و ج	NOUN_CONCRETE	True	6	9	9	ج ب ل	NOUN_CONCRETE	1	0.111	0.167	3.17	4	False
م و ر	GERUND	True	1	1	1	م و ر	IV:I	1	1.0	1.0	0.0	1	True
م و ر	IV:I	True	2	3	3	س م و	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
م و ر	IV:III	True	2	1	1	م ر ي	GERUND	1	1.0	0.5	0.0	2	True
م و ل	NOUN_CONCRETE	True	88	140	70	و ل د	NOUN_CONCRETE	16	0.114	0.182	5.586	39	False
م و ه	NOUN_CONCRETE	True	63	84	55	ن ز ل	PV:IV	19	0.226	0.302	5.152	41	False
م ي د	IV:I	True	3	1	1	أ ر ض	NOUN_CONCRETE	1	1.0	0.333	0.0	3	True
م ي د	NOUN_CONCRETE	True	2	3	3	ك و ن	IV:I	1	0.333	0.5	1.585	1	True
م ي ر	IV:I	True	1	1	1	أ ه ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
م ي ز	CV:VIII	True	1	1	1	ي و م	ADV	1	1.0	1.0	0.0	1	True
م ي ز	IV:I	True	2	6	4	خ ب ث	ADJ_QUALIT	2	0.333	1.0	1.918	2	True
م ي ز	IV:V	True	1	2	2	غ ي ظ	GERUND	1	0.5	1.0	1.0	1	True
م ي ل	GERUND	True	2	3	3	ع ظ م	ADJ_QUALIT	1	0.333	0.5	1.585	1	True
م ي ل	GERUND_STATE	True	1	2	2	م ي ل	IV:I	1	0.5	1.0	1.0	1	True
م ي ل	IV:I	True	3	3	3	ك ل ل	NOUN_ABSTRACT	1	0.333	0.333	1.585	1	True
ن أ ي	IV:I	True	1	2	2	ن ه ي	IV:I	1	0.5	1.0	1.0	1	True
ن أ ي	PV:I	True	2	4	2	ج ن ب	NOUN_ABSTRACT	2	0.5	1.0	1.0	2	True
ن ب أ	CV:II	True	5	4	4	أ و ل	GERUND	1	0.25	0.2	2.0	4	False
ن ب أ	CV:IV	True	2	4	2	س م و	NOUN_ABSTRACT	2	0.5	1.0	1.0	1	True
ن ب أ	IV:II	True	34	25	21	أ ل ه	NOUN_PROP	2	0.08	0.059	4.324	20	False
ن ب أ	IV:X	True	1	1	1	ح ق ق	ADJ_COMP	1	1.0	1.0	0.0	1	True
ن ب أ	IV_PASS:II	True	2	2	2	أ ن س	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ن ب أ	NOUN_ABSTRACT	True	27	33	20	أ ت ي	IV:I	4	0.121	0.148	4.067	18	False
ن ب أ	NOUN_ACTIVE_PART	True	1	3	3	ت و ب	PV:I	1	0.333	1.0	1.585	1	True
ن ب أ	NOUN_CONCRETE	True	76	71	42	ر س ل	NOUN_CONCRETE	5	0.07	0.066	5.15	21	False
ن ب أ	PV:II	True	4	7	7	أ ت ي	IV:I	1	0.143	0.25	2.807	3	True
ن ب أ	PV:IV	True	3	1	1	س م و	NOUN_ABSTRACT	1	1.0	0.333	0.0	3	True
ن ب أ	PV_PASS:II	True	1	1	1	ظ ه ر	PV:IV	1	1.0	1.0	0.0	1	True
ن ب ت	CV:IV	True	1	3	3	ق ب ل	PV:V	1	0.333	1.0	1.585	1	True
ن ب ت	GERUND	True	2	3	3	ح س ن	GERUND	1	0.333	0.5	1.585	2	True
ن ب ت	IV:I	True	2	3	3	أ ر ض	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
ن ب ت	IV:IV	True	3	8	8	أ ر ض	NOUN_CONCRETE	1	0.125	0.333	3.0	3	True
ن ب ت	NOUN_CONCRETE	True	7	12	10	أ ر ض	NOUN_CONCRETE	2	0.167	0.286	3.252	7	False
ن ب ت	PV:IV	True	11	18	14	ك ل ل	NOUN_ABSTRACT	4	0.222	0.364	3.614	10	False
ن ب ذ	CV:I	True	1	1	1	س و ي	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ن ب ذ	GERUND	True	1	1	1	ع ر ي	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ب ذ	IV:I	True	1	1	1	ح ط م	NOUN_PROP	1	1.0	1.0	0.0	1	True
ن ب ذ	PV:I	True	7	12	9	ف ر ق	NOUN_CONCRETE	2	0.167	0.286	3.085	6	False
ن ب ذ	PV:VIII	True	2	3	2	ك و ن	NOUN_TIME_PLACE	2	0.667	1.0	0.918	1	True
ن ب ز	IV:VI	True	1	1	1	ل ق ب	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ن ب ع	NOUN_CONCRETE	True	2	2	2	س ل ك	PV:I	1	0.5	0.5	1.0	2	True
ن ب و	GERUND	True	5	7	2	ك ت ب	NOUN_CONCRETE	5	0.714	1.0	0.863	5	False
ن ت ق	PV:I	True	1	3	3	ج ب ل	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ن ث ر	NOUN_PASSIVE_PART	True	2	2	2	ل ؤ ل ؤ	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ن ث ر	PV:VII	True	1	1	1	ك و ك ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ج د	NOUN_ABSTRACT	True	1	1	1	ه د ي	PV:I	1	1.0	1.0	0.0	1	True
ن ج س	NOUN_CONCRETE	True	1	1	1	ش ر ك	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ن ج م	NOUN_ABSTRACT	True	6	6	6	ج ع ل	PV:I	1	0.167	0.167	2.585	6	False
ن ج م	NOUN_CONCRETE	True	7	6	6	ث ق ب	NOUN_ACTIVE_PART	1	0.167	0.143	2.585	6	False
ن ج و	ADJ_INTENS	True	2	2	2	خ ل ص	PV:I	1	0.5	0.5	1.0	2	True
ن ج و	CV:II	True	6	11	7	ق و م	NOUN_CONCRETE	3	0.273	0.5	2.664	4	False
ن ج و	CV:VI	True	1	3	3	ب ر ر	GERUND	1	0.333	1.0	1.585	1	True
ن ج و	GERUND	True	10	13	10	س ر ر	PV:IV	2	0.154	0.2	3.239	7	False
ن ج و	IV:II	True	7	11	9	أ ل ه	NOUN_PROP	2	0.182	0.286	3.096	5	False
ن ج و	IV:IV	True	5	7	5	أ م ن	NOUN_ACTIVE_PART	2	0.286	0.4	2.236	5	False
ن ج و	IV:VI	True	2	4	3	أ ث م	GERUND	2	0.5	1.0	1.5	1	True
ن ج و	NOUN_ABSTRACT	True	2	3	2	ك و ن	IV:I	2	0.667	1.0	0.918	2	True
ن ج و	NOUN_ACTIVE_PART	True	3	2	1	أ ه ل	NOUN_CONCRETE	2	1.0	0.667	0.0	3	True
ن ج و	PV:I	True	3	4	4	أ ل ه	NOUN_PROP	1	0.25	0.333	2.0	3	True
ن ج و	PV:II	True	22	34	21	أ ه ل	NOUN_CONCRETE	6	0.176	0.273	4.094	15	False
ن ج و	PV:III	True	1	1	1	ر س ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ج و	PV:IV	True	18	16	13	أ ه ل	NOUN_CONCRETE	2	0.125	0.111	3.625	11	False
ن ج و	PV_PASS:II	True	1	1	1	ر د د	IV:I	1	1.0	1.0	0.0	1	True
ن ح ب	GERUND	True	1	1	1	ق ض ي	PV:I	1	1.0	1.0	0.0	1	True
ن ح ت	IV:I	True	4	10	6	ب ي ت	NOUN_CONCRETE	3	0.3	0.75	2.371	4	True
ن ح ر	CV:I	True	1	1	1	ص ل ي	CV:II	1	1.0	1.0	0.0	1	True
ن ح س	ADJ_QUALIT	True	2	3	2	ي و م	NOUN_ABSTRACT	2	0.667	1.0	0.918	2	True
ن ح س	NOUN_CONCRETE	True	1	1	1	ش و ظ	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ح ل	NOUN_ABSTRACT	True	1	1	1	أ ت ي	CV:IV	1	1.0	1.0	0.0	1	True
ن ح ل	NOUN_CONCRETE	True	1	1	1	و ح ي	PV:IV	1	1.0	1.0	0.0	1	True
ن خ ر	ADJ_QUALIT	True	1	1	1	ع ظ م	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن خ ل	NOUN_CONCRETE	True	20	33	18	ج ن ن	NOUN_CONCRETE	6	0.182	0.3	3.836	16	False
ن د د	NOUN_CONCRETE	True	6	6	3	ج ع ل	IV:I	3	0.5	0.5	1.459	5	False
ن د م	GERUND	True	2	2	1	س ر ر	PV:IV	2	1.0	1.0	0.0	2	True
ن د م	NOUN_ACTIVE_PART	True	5	5	4	ص ب ح	IV:IV	2	0.4	0.4	1.922	4	False
ن د و	CV:III	True	2	3	3	ش ر ك	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
ن د و	IV:I	True	1	1	1	ك و ن	NOUN_TIME_PLACE	1	1.0	1.0	0.0	1	True
ن د و	IV:III	True	4	4	4	ك و ن	NOUN_TIME_PLACE	1	0.25	0.25	2.0	4	True
ن د و	PV:I	True	2	2	2	ت ح ت	NOUN_ABSTRACT	1	0.5	0.5	1.0	2	True
ن د و	PV:III	True	6	4	3	ر ب ب	NOUN_CONCRETE	2	0.5	0.333	1.5	5	False
ن د و	PV_PASS:I	True	4	5	5	ب ق ع	NOUN_CONCRETE	1	0.2	0.25	2.322	4	True
ن د ي	GERUND	True	1	2	2	خ ف ي	ADJ_QUALIT	1	0.5	1.0	1.0	1	True
ن د ي	IV:I	True	1	1	1	ي و م	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ن د ي	IV:III	True	4	5	3	ي و م	NOUN_ABSTRACT	3	0.6	0.75	1.371	3	True
ن د ي	NOUN_ABSTRACT	True	1	2	2	د ع و	GERUND	1	0.5	1.0	1.0	1	True
ن د ي	NOUN_ACTIVE_PART	True	2	3	3	س م ع	PV:I	1	0.333	0.5	1.585	2	True
ن د ي	NOUN_CONCRETE	True	3	3	3	أ ت ي	IV:I	1	0.333	0.333	1.585	3	True
ن د ي	NOUN_PROP	True	1	1	1	ي و م	ADV	1	1.0	1.0	0.0	1	True
ن د ي	PV:III	True	19	24	14	ر ب ب	NOUN_CONCRETE	7	0.292	0.368	3.282	12	False
ن د ي	PV:VI	True	1	1	1	ص ب ح	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ن ذ ر	ADJ_INTENS	True	4	4	3	ك و ن	IV:I	2	0.5	0.5	1.5	2	True
ن ذ ر	ADJ_QUALIT	True	40	45	15	ب ي ن	NOUN_ACTIVE_PART	12	0.267	0.3	3.355	24	False
ن ذ ر	CV:IV	True	9	10	7	ي و م	ADV	3	0.3	0.333	2.646	9	False
ن ذ ر	GERUND	True	3	3	3	ع ذ ر	GERUND	1	0.333	0.333	1.585	3	True
ن ذ ر	IV:I	True	2	3	3	ت ل و	IV:I	1	0.333	0.5	1.585	2	True
ن ذ ر	IV:IV	True	25	22	14	ق و م	NOUN_CONCRETE	5	0.227	0.2	3.568	14	False
ن ذ ر	IV_PASS:I	True	1	1	1	ع ر ض	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ن ذ ر	NOUN_ABSTRACT	True	8	10	4	ع ذ ب	NOUN_ABSTRACT	6	0.6	0.75	1.571	3	False
ن ذ ر	NOUN_ACTIVE_PART	True	24	22	14	ب ش ر	NOUN_ACTIVE_PART	4	0.182	0.167	3.607	16	False
ن ذ ر	NOUN_CONCRETE	True	3	3	2	ك ذ ب	PV:II	2	0.667	0.667	0.918	1	True
ن ذ ر	PV:I	True	3	4	4	ر ب ب	NOUN_CONCRETE	1	0.25	0.333	2.0	3	True
ن ذ ر	PV:IV	True	7	12	9	س و ي	NOUN_ABSTRACT	3	0.25	0.429	3.022	7	False
ن ذ ر	PV_PASS:IV	True	1	1	1	أ ب و	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ز ع	ADJ_INTENS	True	1	1	1	ش و ي	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ز ع	IV:I	True	5	8	8	أ ت ي	IV:IV	1	0.125	0.2	3.0	5	False
ن ز ع	IV:III	True	1	1	1	أ م ر	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ن ز ع	IV:VI	True	2	3	3	أ م ر	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
ن ز ع	NOUN_CONCRETE	True	1	1	1	غ ر ق	GERUND	1	1.0	1.0	0.0	1	True
ن ز ع	PV:I	True	5	6	5	ي د ي	NOUN_CONCRETE	2	0.333	0.4	2.252	4	False
ن ز ع	PV:VI	True	5	6	4	أ م ر	NOUN_ABSTRACT	3	0.5	0.6	1.792	4	False
ن ز غ	GERUND	True	2	3	3	ش ط ن	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
ن ز غ	IV:I	True	2	4	3	ش ط ن	NOUN_CONCRETE	2	0.5	1.0	1.5	2	True
ن ز غ	IV:IV	True	1	1	1	ن ز غ	GERUND	1	1.0	1.0	0.0	1	True
ن ز غ	PV:I	True	1	2	2	ب ي ن	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ن ز ف	IV:IV	True	1	1	1	ص د ع	IV:II	1	1.0	1.0	0.0	1	True
ن ز ل	CV:IV	True	2	5	5	أ ل ه	NOUN_PROP	1	0.2	0.5	2.322	2	True
ن ز ل	GERUND	True	18	24	11	أ ل ه	NOUN_PROP	5	0.208	0.278	3.05	16	False
ن ز ل	IV:I	True	2	2	1	س م و	NOUN_CONCRETE	2	1.0	1.0	0.0	2	True
ن ز ل	IV:II	True	23	46	26	س م و	NOUN_CONCRETE	7	0.152	0.304	4.384	18	False
ن ز ل	IV:IV	True	1	2	2	ق و ل	PV:I	1	0.5	1.0	1.0	1	True
ن ز ل	IV:V	True	6	9	7	ك ل ل	NOUN_ABSTRACT	2	0.222	0.333	2.725	5	False
ن ز ل	IV_PASS:II	True	5	3	3	خ ي ر	GERUND	1	0.333	0.2	1.585	5	False
ن ز ل	NOUN_ACTIVE_PART	True	5	5	4	خ ي ر	ADJ_COMP	2	0.4	0.4	1.922	5	False
ن ز ل	NOUN_CONCRETE	True	6	6	5	ج ن ن	NOUN_CONCRETE	2	0.333	0.333	2.252	6	False
ن ز ل	NOUN_PASSIVE_PART	True	2	3	3	ح ق ق	GERUND	1	0.333	0.5	1.585	2	True
ن ز ل	NOUN_TIME_PLACE	True	4	2	2	ب ر ك	NOUN_PASSIVE_PART	1	0.5	0.25	1.0	4	True
ن ز ل	PV:I	True	9	10	9	ح ق ق	GERUND	2	0.2	0.222	3.122	8	False
ن ز ل	PV:II	True	25	51	32	ك ت ب	NOUN_CONCRETE	6	0.118	0.24	4.711	17	False
ن ز ل	PV:IV	True	121	204	77	أ ل ه	NOUN_PROP	32	0.157	0.264	5.121	47	False
ن ز ل	PV:V	True	1	1	1	ش ط ن	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ز ل	PV_PASS:I	True	11	13	9	ر ب ب	NOUN_CONCRETE	4	0.308	0.364	2.931	10	False
ن ز ل	PV_PASS:II	True	7	10	10	أ ي ي	NOUN_ABSTRACT	1	0.1	0.143	3.322	6	False
ن ز ل	PV_PASS:IV	True	45	38	17	ر ب ب	NOUN_CONCRETE	9	0.237	0.2	3.608	14	False
ن س أ	NOUN_CONCRETE	True	2	2	2	أ ك ل	IV:I	1	0.5	0.5	1.0	2	True
ن س ب	NOUN_ABSTRACT	True	3	6	5	ج ع ل	PV:I	2	0.333	0.667	2.252	3	True
ن س خ	IV:I	True	2	4	4	أ ل ه	NOUN_PROP	1	0.25	0.5	2.0	2	True
ن س خ	IV:X	True	1	1	1	ك و ن	PV:I	1	1.0	1.0	0.0	1	True
ن س خ	NOUN_ABSTRACT	True	1	2	1	ه د ي	GERUND	2	1.0	2.0	0.0	1	True
ن س ر	NOUN_PROP	True	1	1	1	ع و ق	NOUN_PROP	1	1.0	1.0	0.0	1	True
ن س ف	GERUND	True	2	2	1	ن س ف	IV:I	2	1.0	1.0	0.0	1	True
ن س ف	IV:I	True	2	6	5	ن س ف	GERUND	2	0.333	1.0	2.252	1	True
ن س ف	PV_PASS:I	True	1	1	1	ج ب ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن س ك	GERUND	True	1	1	1	ص ل و	GERUND	1	1.0	1.0	0.0	1	True
ن س ك	NOUN_ABSTRACT	True	2	2	2	ر أ ي	CV:IV	1	0.5	0.5	1.0	1	True
ن س ك	NOUN_CONCRETE	True	1	1	1	ص و م	GERUND	1	1.0	1.0	0.0	1	True
ن س ك	NOUN_TIME_PLACE	True	2	2	1	ج ع ل	PV:I	2	1.0	1.0	0.0	1	True
ن س ل	IV:I	True	1	1	1	ك ل ل	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ن س ل	IV:IV	True	1	2	2	ج د ث	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ن س ل	NOUN_CONCRETE	True	2	3	3	ج ع ل	PV:I	1	0.333	0.5	1.585	2	True
ن س و	NOUN_CONCRETE	True	59	66	46	ح ي ي	IV:X	5	0.076	0.085	5.268	16	False
ن س ي	ADJ_INTENS	True	1	1	1	ك و ن	PV:I	1	1.0	1.0	0.0	1	True
ن س ي	GERUND	True	1	2	2	ك و ن	PV:I	1	0.5	1.0	1.0	1	True
ن س ي	IV:I	True	8	9	8	ي و م	ADV	2	0.222	0.25	2.948	7	False
ن س ي	IV:IV	True	2	2	2	ش ط ن	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ن س ي	IV_PASS:I	True	1	1	1	ي و م	ADV	1	1.0	1.0	0.0	1	True
ن س ي	NOUN_PASSIVE_PART	True	1	1	1	ن س ي	GERUND	1	1.0	1.0	0.0	1	True
ن س ي	PV:I	True	26	20	15	ل ق ي	GERUND	3	0.15	0.115	3.784	15	False
ن س ي	PV:IV	True	5	7	4	ذ ك ر	GERUND	3	0.429	0.6	1.842	5	False
ن ش أ	GERUND	True	4	7	6	ن ش أ	IV:IV	2	0.286	0.5	2.522	3	True
ن ش أ	IV:II	True	1	1	1	ح ل ي	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ش أ	IV:IV	True	4	9	8	ن ش أ	GERUND	2	0.222	0.5	2.948	4	True
ن ش أ	NOUN_ABSTRACT	True	1	1	1	ل ي ل	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ن ش أ	NOUN_CONCRETE	True	1	2	2	ب ح ر	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ن ش أ	PV:IV	True	16	22	15	ق ر ن	NOUN_ABSTRACT	4	0.182	0.25	3.698	9	False
ن ش ر	CV:VIII	True	2	3	3	أ ر ض	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
ن ش ر	GERUND	True	6	5	5	ج ع ل	PV:I	1	0.2	0.167	2.322	4	False
ن ش ر	IV:I	True	3	4	3	ر ح م	GERUND	2	0.5	0.667	1.5	3	True
ن ش ر	IV:VIII	True	1	1	1	ب ش ر	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ش ر	NOUN_ACTIVE_PART	True	1	1	1	ج ر د	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ش ر	NOUN_CONCRETE	True	1	1	1	ن ش ر	GERUND	1	1.0	1.0	0.0	1	True
ن ش ر	NOUN_PASSIVE_PART	True	4	3	3	ر ق ق	NOUN_CONCRETE	1	0.333	0.25	1.585	4	True
ن ش ر	PV:IV	True	2	1	1	ب ل د	NOUN_CONCRETE	1	1.0	0.5	0.0	2	True
ن ش ر	PV_PASS:I	True	1	1	1	ص ح ف	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ش ز	CV:I	True	2	1	1	ق و ل	PV_PASS:I	1	1.0	0.5	0.0	1	True
ن ش ز	GERUND	True	2	3	3	خ و ف	IV:I	1	0.333	0.5	1.585	1	True
ن ش ط	GERUND	True	1	1	1	ن ش ط	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ش ط	NOUN_CONCRETE	True	1	1	1	ن ش ط	GERUND	1	1.0	1.0	0.0	1	True
ن ش ق	IV:VII	True	1	3	3	أ ر ض	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ن ص ب	GERUND	True	2	2	2	ذ ب ح	PV_PASS:I	1	0.5	0.5	1.0	2	True
ن ص ب	IV:IV	True	1	2	2	ر ح م	GERUND	1	0.5	1.0	1.0	1	True
ن ص ب	NOUN_ABSTRACT	True	25	40	26	ر ج ل	NOUN_CONCRETE	4	0.1	0.16	4.453	14	False
ن ص ب	NOUN_ACTIVE_PART	True	1	1	1	ع م ل	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ن ص ب	NOUN_CONCRETE	True	2	2	2	خ م ر	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ن ص ب	PV_PASS:I	True	1	1	1	ج ب ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ص ت	CV:IV	True	2	2	2	س م ع	CV:X	1	0.5	0.5	1.0	2	True
ن ص ح	ADJ_QUALIT	True	1	1	1	ت و ب	GERUND	1	1.0	1.0	0.0	1	True
ن ص ح	GERUND	True	1	1	1	ن ف ع	IV:I	1	1.0	1.0	0.0	1	True
ن ص ح	IV:I	True	2	1	1	ب ل غ	IV:II	1	1.0	0.5	0.0	2	True
ن ص ح	NOUN_ACTIVE_PART	True	6	3	3	أ م ن	ADJ_QUALIT	1	0.333	0.167	1.585	3	False
ن ص ح	PV:I	True	3	5	4	ب ل غ	PV:IV	2	0.4	0.667	1.922	2	True
ن ص ر	ADJ_COMP	True	1	1	1	ق و ل	PV:I	1	1.0	1.0	0.0	1	True
ن ص ر	ADJ_INTENS	True	27	35	8	و ل ي	NOUN_CONCRETE	11	0.314	0.407	2.452	12	False
ن ص ر	ADJ_QUALIT	True	7	7	6	ن ع م	UNINFLECTED_VERB	2	0.286	0.286	2.522	4	False
ن ص ر	CV:I	True	7	11	6	ق و م	NOUN_CONCRETE	4	0.364	0.571	2.3	5	False
ن ص ر	GERUND	True	15	20	13	ع ن د	ADV	4	0.2	0.267	3.484	10	False
ن ص ر	IV:I	True	28	40	25	أ ل ه	NOUN_PROP	10	0.25	0.357	4.141	16	False
ن ص ر	IV:VIII	True	3	1	1	ن ص ر	IV:I	1	1.0	0.333	0.0	3	True
ن ص ر	IV_PASS:I	True	13	8	8	أ خ ذ	IV_PASS:I	1	0.125	0.077	3.0	11	False
ن ص ر	IV_PASS:IV	True	1	1	1	غ ن ي	IV:IV	1	1.0	1.0	0.0	1	True
ن ص ر	NOUN_ACTIVE_PART	True	16	8	5	ك و ن	PV:I	4	0.5	0.25	2.0	13	False
ن ص ر	NOUN_PASSIVE_PART	True	2	1	1	ك و ن	PV:I	1	1.0	0.5	0.0	2	True
ن ص ر	NOUN_PROP	True	7	13	8	أ ل ه	NOUN_PROP	4	0.308	0.571	2.777	6	False
ن ص ر	NOUN_RELATIVE	True	14	6	3	ه و د	NOUN_RELATIVE	4	0.667	0.286	1.252	4	False
ن ص ر	PV:I	True	10	10	7	أ ل ه	NOUN_PROP	3	0.3	0.3	2.646	8	False
ن ص ر	PV:VIII	True	3	3	3	ب ع د	ADV	1	0.333	0.333	1.585	3	True
ن ص ر	PV:X	True	2	1	1	د ي ن	NOUN_ABSTRACT	1	1.0	0.5	0.0	2	True
ن ص ف	NOUN_ABSTRACT	True	7	4	4	ث ل ث	NOUN_ABSTRACT	1	0.25	0.143	2.0	3	False
ن ص ي	NOUN_ABSTRACT	True	1	1	1	أ خ ذ	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ن ص ي	NOUN_CONCRETE	True	3	5	5	أ خ ذ	IV_PASS:I	1	0.2	0.333	2.322	2	True
ن ض ج	PV:I	True	1	1	1	ج ل د	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ض خ	ADJ_INTENS	True	1	1	1	ع ي ن	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ض د	ADJ_QUALIT	True	1	1	1	ط ل ع	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ض د	NOUN_PASSIVE_PART	True	2	2	2	س ج ل	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ن ض ر	GERUND	True	2	4	4	س ر ر	GERUND	1	0.25	0.5	2.0	2	True
ن ض ر	NOUN_ACTIVE_PART	True	1	2	2	و ج ه	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ن ط ح	NOUN_CONCRETE	True	1	1	1	م و ت	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ن ط ف	NOUN_CONCRETE	True	12	17	7	خ ل ق	PV:I	9	0.529	0.75	2.174	11	False
ن ط ق	IV:I	True	9	6	5	ح ق ق	GERUND	2	0.333	0.222	2.252	8	False
ن ط ق	NOUN_ABSTRACT	True	1	2	2	ط ي ر	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ن ط ق	PV:IV	True	2	4	4	أ ل ه	NOUN_PROP	1	0.25	0.5	2.0	1	True
ن ظ ر	CV:I	True	37	18	14	س ي ر	CV:I	5	0.278	0.135	3.525	18	False
ن ظ ر	CV:II	True	1	1	1	ك ف ي	PV:I	1	1.0	1.0	0.0	1	True
ن ظ ر	CV:IV	True	3	6	3	ي و م	NOUN_ABSTRACT	3	0.5	1.0	1.459	3	True
ن ظ ر	CV:VIII	True	6	2	2	ع ر ض	CV:IV	1	0.5	0.167	1.0	5	False
ن ظ ر	GERUND_INSTANT	True	1	1	1	ن ظ ر	PV:I	1	1.0	1.0	0.0	1	True
ن ظ ر	IV:I	True	49	36	29	أ ر ك	NOUN_CONCRETE	2	0.056	0.041	4.781	33	False
ن ظ ر	IV:IV	True	3	1	1	ك ي د	CV:I	1	1.0	0.333	0.0	3	True
ن ظ ر	IV:VIII	True	2	1	1	م ث ل	NOUN_ABSTRACT	1	1.0	0.5	0.0	2	True
ن ظ ر	IV_PASS:I	True	2	1	1	خ ف ف	IV_PASS:II	1	1.0	0.5	0.0	2	True
ن ظ ر	NOUN_ABSTRACT	True	1	1	1	ي س ر	GERUND_MEEM	1	1.0	1.0	0.0	1	True
ن ظ ر	NOUN_ACTIVE_PART	True	13	10	7	م ع ع	ADV	3	0.3	0.231	2.646	11	False
ن ظ ر	NOUN_PASSIVE_PART	True	6	2	1	ك و ن	PV:I	2	1.0	0.333	0.0	5	False
ن ظ ر	PV:I	True	4	6	5	ب ع ض	NOUN_CONCRETE	2	0.333	0.5	2.252	4	True
ن ع ج	NOUN_CONCRETE	True	4	4	3	س أ ل	GERUND	2	0.5	0.5	1.5	1	True
ن ع س	GERUND	True	2	3	3	أ م ن	GERUND	1	0.333	0.5	1.585	2	True
ن ع ل	NOUN_CONCRETE	True	1	1	1	خ ل ع	CV:I	1	1.0	1.0	0.0	1	True
ن ع م	GERUND	True	15	13	3	ج ن ن	NOUN_CONCRETE	11	0.846	0.733	0.773	13	False
ن ع م	NOUN_ABSTRACT	True	54	90	42	أ ل ه	NOUN_PROP	22	0.244	0.407	4.476	28	False
ن ع م	NOUN_ACTIVE_PART	True	1	2	2	و ج ه	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ن ع م	NOUN_CONCRETE	True	34	36	25	ب ه م	NOUN_CONCRETE	3	0.083	0.088	4.538	23	False
