root_arabic	form_tag	form_tag_available	instance_count	dep_total	head_total	dep_dominant	dep_dominant_ratio	head_dominant	head_dominant_ratio	dep_entropy	head_entropy	ambiguous_dep	ambiguous_head	dep_dist	head_dist	batch_count	low_occurrence
ق و ل	PV:V	True	1	1	1	quoted_complement	1.0	direct_object	1.0	0.0	0.0	0	0	"{""quoted_complement"": 1}"	"{""direct_object"": 1}"	1	True
ق و ل	PV_PASS:I	True	49	5	92	conjoined	1.0	quoted_complement	0.511	0.0	1.521	0	0	"{""conjoined"": 5}"	"{""adverbial"": 7, ""cognate_acc"": 1, ""conjoined"": 1, ""prep_complement"": 35, ""quoted_complement"": 47, ""subject"": 1}"	30	False
ق و م	ADJ_COMP	True	4	6	2	conjoined	0.5	accusative_specification	0.5	1.459	1.0	0	0	"{""conjoined"": 3, ""kana_predicate"": 1, ""predication"": 2}"	"{""accusative_specification"": 1, ""prep_complement"": 1}"	4	True
ق و م	ADJ_INTENS	True	3	2	6	kana_predicate	1.0	prep_complement	0.833	0.0	0.65	0	0	"{""kana_predicate"": 2}"	"{""predication"": 1, ""prep_complement"": 5}"	2	True
ق و م	ADJ_QUALIT	True	9	8	1	adjective	0.75	adjective	1.0	1.061	0.0	0	0	"{""adjective"": 6, ""direct_object"": 1, ""idafa"": 1}"	"{""adjective"": 1}"	6	False
ق و م	CV:I	True	3	1	4	conjoined	1.0	adverbial	0.25	0.0	2.0	0	0	"{""conjoined"": 1}"	"{""adverbial"": 1, ""circumstantial"": 1, ""conjoined"": 1, ""prep_complement"": 1}"	3	True
ق و م	CV:IV	True	25	10	62	conjoined	0.9	direct_object	0.419	0.469	1.768	0	1	"{""conjoined"": 9, ""particle_complement"": 1}"	"{""adverbial"": 3, ""circumstantial"": 1, ""conjoined"": 23, ""direct_object"": 26, ""prep_complement"": 9}"	19	False
ق و م	CV:X	True	5	1	5	conjoined	1.0	prep_complement	0.8	0.0	0.722	0	0	"{""conjoined"": 1}"	"{""conjoined"": 1, ""prep_complement"": 4}"	5	False
ق و م	GERUND	True	11	11	6	circumstantial	0.273	conjoined	0.5	2.413	1.459	0	0	"{""circumstantial"": 3, ""conjoined"": 3, ""direct_object"": 1, ""idafa"": 2, ""kana_predicate"": 1, ""prep_complement"": 1}"	"{""conjoined"": 3, ""idafa"": 2, ""prep_complement"": 1}"	9	False
ق و م	GERUND_MEEM	True	3	2	2	direct_object	0.5	adjective	0.5	1.0	1.0	2	0	"{""direct_object"": 1, ""subject"": 1}"	"{""adjective"": 1, ""conjoined"": 1}"	3	True
ق و م	IV:I	True	24	6	37	idafa	0.333	subject	0.378	1.918	2.267	0	0	"{""conjoined"": 1, ""idafa"": 2, ""particle_complement"": 1, ""predication"": 2}"	"{""adverbial"": 4, ""circumstantial"": 3, ""cognate_acc"": 1, ""conjoined"": 3, ""exception"": 1, ""prep_complement"": 11, ""subject"": 14}"	16	False
ق و م	IV:IV	True	14	4	26	conjoined	0.5	direct_object	0.538	1.5	1.871	0	0	"{""clausal_complement"": 1, ""conjoined"": 2, ""quoted_complement"": 1}"	"{""adverbial"": 1, ""circumstantial"": 1, ""conjoined"": 6, ""direct_object"": 14, ""prep_complement"": 1, ""subject"": 3}"	9	False
ق و م	NOUN_ABSTRACT	True	7	7	10	direct_object	0.286	idafa	0.4	2.236	1.922	0	0	"{""apposition"": 1, ""direct_object"": 2, ""particle_complement"": 1, ""predication"": 1, ""prep_complement"": 2}"	"{""adjective"": 2, ""idafa"": 4, ""predication"": 2, ""prep_complement"": 2}"	7	False
ق و م	NOUN_ACTIVE_PART	True	63	63	15	adjective	0.683	prep_complement	0.533	1.641	2.174	0	0	"{""adjective"": 43, ""apposition"": 1, ""circumstantial"": 6, ""conjoined"": 4, ""direct_object"": 3, ""kana_predicate"": 1, ""predication"": 5}"	"{""adverbial"": 1, ""circumstantial"": 1, ""conjoined"": 1, ""direct_object"": 1, ""idafa"": 2, ""predication"": 1, ""prep_complement"": 8}"	33	False
ق و م	NOUN_CONCRETE	True	383	396	262	prep_complement	0.364	adjective	0.664	2.781	1.344	0	2	"{""apposition"": 4, ""circumstantial"": 1, ""conjoined"": 19, ""direct_object"": 71, ""exception"": 2, ""idafa"": 28, ""kana_predicate"": 21, ""particle_complement"": 6, ""predication"": 23, ""prep_complement"": 144, ""subject"": 28, ""vocative"": 49}"	"{""adjective"": 174, ""apposition"": 2, ""circumstantial"": 1, ""conjoined"": 18, ""idafa"": 63, ""predication"": 2, ""prep_complement"": 2}"	55	False
ق و م	NOUN_PASSIVE_PART	True	2	2	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 2}"	{}	1	True
ق و م	NOUN_PROP	True	72	72	0	idafa	0.958		0.0	0.316	0.0	0	0	"{""adjective"": 1, ""conjoined"": 1, ""idafa"": 69, ""predication"": 1}"	{}	29	False
ق و م	NOUN_TIME_PLACE	True	6	6	2	conjoined	0.333	adjective	1.0	2.252	0.0	0	0	"{""accusative_specification"": 1, ""cognate_acc"": 1, ""conjoined"": 2, ""idafa"": 1, ""prep_complement"": 1}"	"{""adjective"": 2}"	6	False
ق و م	PV:I	True	6	0	6		0.0	circumstantial	0.333	0.0	1.918	0	0	{}	"{""adverbial"": 1, ""circumstantial"": 2, ""prep_complement"": 2, ""subject"": 1}"	5	False
ق و م	PV:IV	True	15	10	30	conjoined	0.9	direct_object	0.5	0.469	1.615	0	0	"{""conjoined"": 9, ""predication"": 1}"	"{""conjoined"": 9, ""direct_object"": 15, ""prep_complement"": 1, ""subject"": 5}"	10	False
ق و م	PV:X	True	4	2	4	conjoined	1.0	prep_complement	0.5	0.0	1.0	0	0	"{""conjoined"": 2}"	"{""prep_complement"": 2, ""subject"": 2}"	4	True
ق و ي	ADJ_QUALIT	True	11	11	4	predication	0.909	conjoined	0.75	0.439	0.811	0	0	"{""kana_predicate"": 1, ""predication"": 10}"	"{""conjoined"": 3, ""prep_complement"": 1}"	10	False
ق و ي	GERUND	True	29	29	12	accusative_specification	0.31	prep_complement	0.417	2.123	1.784	0	0	"{""accusative_specification"": 9, ""direct_object"": 2, ""idafa"": 6, ""particle_complement"": 3, ""prep_complement"": 9}"	"{""circumstantial"": 1, ""conjoined"": 4, ""predication"": 2, ""prep_complement"": 5}"	18	False
ق و ي	NOUN_ABSTRACT	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ق و ي	NOUN_ACTIVE_PART	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
ق ي ض	IV:II	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1}"	1	True
ق ي ض	PV:II	True	1	0	3		0.0	conjoined	0.333	0.0	1.585	0	0	{}	"{""conjoined"": 1, ""direct_object"": 1, ""prep_complement"": 1}"	1	True
ق ي ل	NOUN_ACTIVE_PART	True	1	1	0	predication	1.0		0.0	0.0	0.0	0	0	"{""predication"": 1}"	{}	1	True
ق ي ل	NOUN_TIME_PLACE	True	1	1	0	accusative_specification	1.0		0.0	0.0	0.0	0	0	"{""accusative_specification"": 1}"	{}	1	True
ك أ س	NOUN_CONCRETE	True	6	5	5	direct_object	0.4	adjective	0.6	1.522	0.971	0	0	"{""conjoined"": 1, ""direct_object"": 2, ""prep_complement"": 2}"	"{""adjective"": 3, ""prep_complement"": 2}"	5	False
ك ب ب	NOUN_ACTIVE_PART	True	1	1	1	circumstantial	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	"{""prep_complement"": 1}"	1	True
ك ب ب	PV_PASS:I	True	1	0	2		0.0	prep_complement	0.5	0.0	1.0	0	0	{}	"{""prep_complement"": 1, ""subject"": 1}"	1	True
ك ب ت	IV:I	True	1	1	1	conjoined	1.0	direct_object	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""direct_object"": 1}"	1	True
ك ب ت	PV_PASS:I	True	2	1	3	predication	1.0	subject	0.667	0.0	0.918	0	0	"{""predication"": 1}"	"{""prep_complement"": 1, ""subject"": 2}"	1	True
ك ب د	NOUN_ABSTRACT	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
ك ب ر	ADJ_COMP	True	29	28	14	predication	0.5	prep_complement	0.429	1.547	2.074	0	0	"{""adjective"": 10, ""conjoined"": 3, ""direct_object"": 1, ""predication"": 14}"	"{""accusative_specification"": 3, ""adverbial"": 2, ""conjoined"": 1, ""predication"": 2, ""prep_complement"": 6}"	22	False
ك ب ر	ADJ_QUALIT	True	48	50	11	adjective	0.6	idafa	0.364	2.054	2.118	0	0	"{""adjective"": 30, ""conjoined"": 6, ""direct_object"": 3, ""exception"": 1, ""idafa"": 1, ""kana_predicate"": 2, ""particle_complement"": 1, ""predication"": 4, ""subject"": 2}"	"{""adjective"": 2, ""apposition"": 1, ""exception"": 1, ""idafa"": 4, ""prep_complement"": 3}"	29	False
ك ب ر	CV:II	True	2	0	3		0.0	direct_object	0.667	0.0	0.918	0	0	{}	"{""cognate_acc"": 1, ""direct_object"": 2}"	2	True
ك ب ر	GERUND	True	10	9	3	subject	0.333	prep_complement	0.667	2.197	0.918	0	0	"{""cognate_acc"": 2, ""direct_object"": 1, ""predication"": 1, ""prep_complement"": 2, ""subject"": 3}"	"{""conjoined"": 1, ""prep_complement"": 2}"	9	False
ك ب ر	IV:I	True	3	1	4	conjoined	1.0	prep_complement	0.5	0.0	1.5	0	0	"{""conjoined"": 1}"	"{""direct_object"": 1, ""prep_complement"": 2, ""subject"": 1}"	3	True
ك ب ر	IV:II	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1}"	1	True
ك ب ر	IV:V	True	2	0	3		0.0	prep_complement	1.0	0.0	0.0	0	0	{}	"{""prep_complement"": 3}"	1	True
ك ب ر	IV:X	True	11	8	13	kana_predicate	0.5	prep_complement	0.462	1.406	1.776	0	0	"{""conjoined"": 1, ""kana_predicate"": 4, ""predication"": 3}"	"{""adverbial"": 1, ""conjoined"": 3, ""prep_complement"": 6, ""subject"": 3}"	10	False
ك ب ر	NOUN_ABSTRACT	True	6	6	10	direct_object	0.667	idafa	0.4	1.252	1.846	0	0	"{""direct_object"": 4, ""predication"": 1, ""subject"": 1}"	"{""conjoined"": 2, ""exception"": 1, ""idafa"": 4, ""prep_complement"": 3}"	6	False
ك ب ر	NOUN_ACTIVE_PART	True	13	13	1	idafa	0.308	prep_complement	1.0	2.354	0.0	0	0	"{""adjective"": 1, ""circumstantial"": 3, ""direct_object"": 1, ""idafa"": 4, ""predication"": 3, ""prep_complement"": 1}"	"{""prep_complement"": 1}"	8	False
ك ب ر	PV:I	True	6	2	12	kana_predicate	1.0	subject	0.333	0.0	1.959	0	0	"{""kana_predicate"": 2}"	"{""accusative_specification"": 3, ""adverbial"": 2, ""prep_complement"": 3, ""subject"": 4}"	6	False
ك ب ر	PV:IV	True	1	0	2		0.0	conjoined	0.5	0.0	1.0	0	0	{}	"{""conjoined"": 1, ""direct_object"": 1}"	1	True
ك ب ر	PV:X	True	29	9	30	conjoined	1.0	subject	0.4	0.0	2.005	0	2	"{""conjoined"": 9}"	"{""adverbial"": 1, ""circumstantial"": 1, ""cognate_acc"": 1, ""conjoined"": 6, ""prep_complement"": 9, ""subject"": 12}"	18	False
ك ب ك ب	PV_PASS:I	True	1	0	2		0.0	prep_complement	0.5	0.0	1.0	0	0	{}	"{""prep_complement"": 1, ""subject"": 1}"	1	True
ك ت ب	CV:I	True	4	0	10		0.0	direct_object	0.4	0.0	1.846	0	0	{}	"{""adverbial"": 2, ""direct_object"": 4, ""prep_complement"": 3, ""vocative"": 1}"	4	True
ك ت ب	CV:III	True	1	0	2		0.0	conjoined	0.5	0.0	1.0	0	0	{}	"{""conjoined"": 1, ""direct_object"": 1}"	1	True
ك ت ب	GERUND	True	5	5	7	direct_object	1.0	conjoined	1.0	0.0	0.0	0	0	"{""direct_object"": 5}"	"{""conjoined"": 7}"	3	False
ك ت ب	IV:I	True	15	5	28	clausal_complement	0.6	direct_object	0.393	1.371	2.238	0	0	"{""clausal_complement"": 3, ""conjoined"": 1, ""predication"": 1}"	"{""adverbial"": 2, ""circumstantial"": 1, ""conjoined"": 3, ""direct_object"": 11, ""prep_complement"": 5, ""subject"": 6}"	10	False
ك ت ب	IV_PASS:I	True	1	0	2		0.0	conjoined	0.5	0.0	1.0	0	0	{}	"{""conjoined"": 1, ""subject"": 1}"	1	True
ك ت ب	NOUN_ACTIVE_PART	True	7	7	2	subject	0.571	conjoined	0.5	1.379	1.0	0	0	"{""direct_object"": 1, ""predication"": 2, ""subject"": 4}"	"{""conjoined"": 1, ""prep_complement"": 1}"	4	False
ك ت ب	NOUN_CONCRETE	True	255	248	130	direct_object	0.379	adjective	0.377	2.384	2.53	0	0	"{""apposition"": 2, ""circumstantial"": 1, ""cognate_acc"": 1, ""conjoined"": 14, ""direct_object"": 94, ""exception"": 1, ""idafa"": 50, ""kana_predicate"": 1, ""particle_complement"": 5, ""predication"": 9, ""prep_complement"": 60, ""subject"": 10}"	"{""accusative_specification"": 1, ""adjective"": 49, ""adverbial"": 1, ""apposition"": 3, ""circumstantial"": 10, ""conjoined"": 22, ""exception"": 1, ""idafa"": 23, ""predication"": 6, ""prep_complement"": 14}"	57	False
ك ت ب	NOUN_PASSIVE_PART	True	1	1	1	circumstantial	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	"{""prep_complement"": 1}"	1	True
ك ت ب	PV:I	True	18	2	48	exception	1.0	prep_complement	0.458	0.0	2.037	0	0	"{""exception"": 2}"	"{""adverbial"": 1, ""clausal_complement"": 7, ""direct_object"": 9, ""prep_complement"": 22, ""subject"": 8, ""vocative"": 1}"	11	False
ك ت ب	PV:VIII	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ك ت ب	PV_PASS:I	True	11	1	25	predication	1.0	prep_complement	0.52	0.0	1.578	0	0	"{""predication"": 1}"	"{""cognate_acc"": 1, ""conjoined"": 1, ""direct_object"": 1, ""prep_complement"": 13, ""subject"": 9}"	4	False
ك ت م	IV:I	True	20	10	27	conjoined	0.5	direct_object	0.741	1.685	1.303	0	0	"{""circumstantial"": 1, ""conjoined"": 5, ""kana_predicate"": 3, ""predication"": 1}"	"{""circumstantial"": 3, ""conjoined"": 1, ""direct_object"": 20, ""prep_complement"": 1, ""subject"": 2}"	7	False
ك ت م	PV:I	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""subject"": 1}"	1	True
ك ث ب	NOUN_CONCRETE	True	1	1	1	kana_predicate	1.0	adjective	1.0	0.0	0.0	0	0	"{""kana_predicate"": 1}"	"{""adjective"": 1}"	1	True
ك ث ر	ADJ_COMP	True	80	83	74	particle_complement	0.398	idafa	0.608	2.067	1.7	0	0	"{""adverbial"": 1, ""conjoined"": 4, ""direct_object"": 5, ""kana_predicate"": 3, ""particle_complement"": 33, ""predication"": 3, ""prep_complement"": 2, ""subject"": 32}"	"{""accusative_specification"": 7, ""conjoined"": 2, ""exception"": 1, ""idafa"": 45, ""predication"": 14, ""prep_complement"": 5}"	36	False
ك ث ر	ADJ_QUALIT	True	74	71	37	adjective	0.324	prep_complement	0.784	2.692	1.034	2	0	"{""adjective"": 23, ""adverbial"": 5, ""circumstantial"": 1, ""cognate_acc"": 5, ""conjoined"": 1, ""direct_object"": 15, ""particle_complement"": 8, ""prep_complement"": 8, ""subject"": 5}"	"{""circumstantial"": 1, ""exception"": 2, ""predication"": 5, ""prep_complement"": 29}"	31	False
ك ث ر	GERUND	True	4	4	2	subject	0.75	idafa	0.5	0.811	1.0	0	0	"{""conjoined"": 1, ""subject"": 3}"	"{""idafa"": 1, ""prep_complement"": 1}"	4	True
ك ث ر	IV:I	True	1	1	0	circumstantial	1.0		0.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	{}	1	True
ك ث ر	NOUN_PROP	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
ك ث ر	PV:I	True	2	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	2	True
ك ث ر	PV:II	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ك ث ر	PV:IV	True	2	1	4	conjoined	1.0	direct_object	0.5	0.0	1.5	0	0	"{""conjoined"": 1}"	"{""conjoined"": 1, ""direct_object"": 2, ""prep_complement"": 1}"	2	True
ك ث ر	PV:X	True	2	0	2		0.0	prep_complement	1.0	0.0	0.0	0	0	{}	"{""prep_complement"": 2}"	2	True
ك د ح	GERUND	True	1	1	0	cognate_acc	1.0		0.0	0.0	0.0	0	0	"{""cognate_acc"": 1}"	{}	1	True
ك د ح	NOUN_ACTIVE_PART	True	1	1	3	predication	1.0	cognate_acc	0.333	0.0	1.585	0	0	"{""predication"": 1}"	"{""cognate_acc"": 1, ""conjoined"": 1, ""prep_complement"": 1}"	1	True
ك د ر	PV:VII	True	1	0	2		0.0	adverbial	0.5	0.0	1.0	0	0	{}	"{""adverbial"": 1, ""subject"": 1}"	1	True
ك د ي	PV:IV	True	1	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	1	True
ك ذ ب	ADJ_INTENS	True	5	5	1	predication	0.8	adjective	1.0	0.722	0.0	0	1	"{""adjective"": 1, ""predication"": 4}"	"{""adjective"": 1}"	3	False
ك ذ ب	GERUND	True	36	36	3	direct_object	0.75	clausal_complement	0.333	1.326	1.585	2	0	"{""adjective"": 1, ""cognate_acc"": 2, ""conjoined"": 1, ""direct_object"": 27, ""predication"": 1, ""prep_complement"": 4}"	"{""clausal_complement"": 1, ""predication"": 1, ""prep_complement"": 1}"	21	False
ك ذ ب	IV:I	True	2	2	0	kana_predicate	1.0		0.0	0.0	0.0	0	0	"{""kana_predicate"": 2}"	{}	2	True
ك ذ ب	IV:II	True	59	15	64	kana_predicate	0.533	prep_complement	0.766	1.857	1.152	0	0	"{""conjoined"": 1, ""kana_predicate"": 8, ""particle_complement"": 3, ""predication"": 2, ""quoted_complement"": 1}"	"{""adverbial"": 1, ""circumstantial"": 1, ""direct_object"": 7, ""prep_complement"": 49, ""subject"": 6}"	23	False
ك ذ ب	NOUN_ACTIVE_PART	True	53	70	4	predication	0.4	adjective	0.5	2.33	1.5	0	0	"{""adjective"": 2, ""conjoined"": 1, ""direct_object"": 5, ""idafa"": 4, ""kana_predicate"": 6, ""particle_complement"": 2, ""predication"": 28, ""prep_complement"": 21, ""subject"": 1}"	"{""adjective"": 2, ""adverbial"": 1, ""subject"": 1}"	28	False
ك ذ ب	NOUN_PASSIVE_PART	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ك ذ ب	PV:I	True	7	0	13		0.0	prep_complement	0.308	0.0	2.104	0	0	{}	"{""circumstantial"": 1, ""conjoined"": 1, ""direct_object"": 3, ""prep_complement"": 4, ""subject"": 4}"	6	False
ك ذ ب	PV:II	True	115	21	172	conjoined	0.762	prep_complement	0.378	1.023	2.205	0	0	"{""conjoined"": 16, ""particle_complement"": 2, ""predication"": 3}"	"{""adverbial"": 10, ""circumstantial"": 1, ""cognate_acc"": 1, ""conjoined"": 19, ""direct_object"": 34, ""particle_complement"": 1, ""prep_complement"": 65, ""subject"": 41}"	38	False
ك ذ ب	PV_PASS:I	True	1	1	0	predication	1.0		0.0	0.0	0.0	0	0	"{""predication"": 1}"	{}	1	True
ك ذ ب	PV_PASS:II	True	3	0	4		0.0	subject	0.5	0.0	1.5	0	0	{}	"{""conjoined"": 1, ""prep_complement"": 1, ""subject"": 2}"	3	True
ك ر ب	GERUND	True	3	3	3	prep_complement	1.0	adjective	1.0	0.0	0.0	0	0	"{""prep_complement"": 3}"	"{""adjective"": 3}"	2	True
ك ر ب	NOUN_ABSTRACT	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ك ر ر	GERUND_INSTANT	True	6	6	5	particle_complement	0.5	prep_complement	0.4	1.792	1.922	0	0	"{""cognate_acc"": 1, ""direct_object"": 1, ""particle_complement"": 3, ""predication"": 1}"	"{""adjective"": 1, ""adverbial"": 1, ""predication"": 1, ""prep_complement"": 2}"	6	False
ك ر س	NOUN_CONCRETE	True	2	2	1	prep_complement	0.5	idafa	1.0	1.0	0.0	0	0	"{""prep_complement"": 1, ""subject"": 1}"	"{""idafa"": 1}"	2	True
ك ر م	ADJ_COMP	True	2	2	0	particle_complement	0.5		0.0	1.0	0.0	0	0	"{""particle_complement"": 1, ""predication"": 1}"	{}	2	True
ك ر م	ADJ_QUALIT	True	28	28	0	adjective	0.821		0.0	1.02	0.0	0	0	"{""adjective"": 23, ""circumstantial"": 1, ""conjoined"": 2, ""particle_complement"": 1, ""predication"": 1}"	{}	21	False
ك ر م	CV:IV	True	1	1	1	quoted_complement	1.0	direct_object	1.0	0.0	0.0	0	0	"{""quoted_complement"": 1}"	"{""direct_object"": 1}"	1	True
ك ر م	GERUND	True	2	2	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 2}"	{}	1	True
ك ر م	IV:IV	True	1	1	1	particle_complement	1.0	direct_object	1.0	0.0	0.0	0	0	"{""particle_complement"": 1}"	"{""direct_object"": 1}"	1	True
ك ر م	NOUN_ACTIVE_PART	True	1	1	1	prep_complement	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	"{""prep_complement"": 1}"	1	True
ك ر م	NOUN_PASSIVE_PART	True	6	6	1	adjective	0.5	prep_complement	1.0	1.459	0.0	0	0	"{""adjective"": 3, ""predication"": 2, ""prep_complement"": 1}"	"{""prep_complement"": 1}"	6	False
ك ر م	NOUN_PROP	True	2	2	0	adjective	0.5		0.0	1.0	0.0	0	0	"{""adjective"": 1, ""predication"": 1}"	{}	2	True
ك ر م	PV:II	True	2	0	4		0.0	direct_object	0.5	0.0	1.5	0	0	{}	"{""conjoined"": 1, ""direct_object"": 2, ""prep_complement"": 1}"	1	True
ك ر م	PV:IV	True	2	2	3	conjoined	0.5	direct_object	0.667	1.0	0.918	0	0	"{""conjoined"": 1, ""predication"": 1}"	"{""conjoined"": 1, ""direct_object"": 2}"	1	True
ك ر ه	GERUND	True	10	10	2	conjoined	0.4	prep_complement	1.0	2.046	0.0	0	0	"{""circumstantial"": 3, ""conjoined"": 4, ""idafa"": 1, ""particle_complement"": 1, ""predication"": 1}"	"{""prep_complement"": 2}"	8	False
ك ر ه	IV:I	True	3	1	4	particle_complement	1.0	direct_object	0.75	0.0	0.811	0	0	"{""particle_complement"": 1}"	"{""conjoined"": 1, ""direct_object"": 3}"	3	True
ك ر ه	IV:IV	True	3	1	6	conjoined	1.0	direct_object	0.5	0.0	1.459	0	0	"{""conjoined"": 1}"	"{""direct_object"": 3, ""prep_complement"": 1, ""subject"": 2}"	2	True
ك ر ه	NOUN_ACTIVE_PART	True	7	5	5	predication	0.8	prep_complement	0.6	0.722	0.971	0	0	"{""kana_predicate"": 1, ""predication"": 4}"	"{""predication"": 2, ""prep_complement"": 3}"	6	False
ك ر ه	NOUN_PASSIVE_PART	True	1	1	1	kana_predicate	1.0	adverbial	1.0	0.0	0.0	0	0	"{""kana_predicate"": 1}"	"{""adverbial"": 1}"	1	True
ك ر ه	PV:I	True	14	3	17	conjoined	0.667	subject	0.529	0.918	1.497	0	0	"{""conjoined"": 2, ""predication"": 1}"	"{""clausal_complement"": 1, ""conjoined"": 1, ""direct_object"": 6, ""subject"": 9}"	8	False
ك ر ه	PV:II	True	1	1	3	conjoined	1.0	direct_object	0.333	0.0	1.585	0	0	"{""conjoined"": 1}"	"{""direct_object"": 1, ""prep_complement"": 1, ""subject"": 1}"	1	True
ك ر ه	PV:IV	True	1	0	3		0.0	prep_complement	0.667	0.0	0.918	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 2}"	1	True
ك ر ه	PV_PASS:IV	True	1	0	1		0.0	subject	1.0	0.0	0.0	0	0	{}	"{""subject"": 1}"	1	True
ك س ب	IV:I	True	24	15	28	kana_predicate	1.0	direct_object	0.786	0.0	1.062	0	0	"{""kana_predicate"": 15}"	"{""adverbial"": 1, ""direct_object"": 22, ""prep_complement"": 2, ""subject"": 3}"	15	False
ك س ب	PV:I	True	38	2	47	adjective	0.5	direct_object	0.787	1.0	1.038	0	0	"{""adjective"": 1, ""conjoined"": 1}"	"{""conjoined"": 2, ""direct_object"": 37, ""prep_complement"": 2, ""subject"": 6}"	18	False
ك س ب	PV:VIII	True	5	0	6		0.0	direct_object	0.833	0.0	0.65	0	0	{}	"{""direct_object"": 5, ""prep_complement"": 1}"	4	False
ك س د	GERUND	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
ك س ف	NOUN_CONCRETE	True	5	5	2	direct_object	0.8	prep_complement	1.0	0.722	0.0	0	2	"{""circumstantial"": 1, ""direct_object"": 4}"	"{""prep_complement"": 2}"	5	False
ك س ل	ADJ_QUALIT	True	2	2	0	circumstantial	0.5		0.0	1.0	0.0	0	0	"{""circumstantial"": 1, ""predication"": 1}"	{}	2	True
ك س و	CV:I	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ك س و	IV:I	True	1	0	2		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 2}"	1	True
ك س و	NOUN_CONCRETE	True	2	2	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 2}"	{}	2	True
ك س و	PV:I	True	1	1	3	conjoined	1.0	direct_object	0.667	0.0	0.918	0	0	"{""conjoined"": 1}"	"{""conjoined"": 1, ""direct_object"": 2}"	1	True
ك ش ط	PV_PASS:I	True	1	0	2		0.0	adverbial	0.5	0.0	1.0	0	0	{}	"{""adverbial"": 1, ""subject"": 1}"	1	True
ك ش ف	CV:I	True	1	0	3		0.0	direct_object	0.333	0.0	1.585	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1, ""vocative"": 1}"	1	True
ك ش ف	GERUND	True	1	1	3	direct_object	1.0	conjoined	0.333	0.0	1.585	0	0	"{""direct_object"": 1}"	"{""conjoined"": 1, ""idafa"": 1, ""prep_complement"": 1}"	1	True
ك ش ف	IV:I	True	2	1	3	conjoined	1.0	direct_object	0.667	0.0	0.918	0	0	"{""conjoined"": 1}"	"{""conjoined"": 1, ""direct_object"": 2}"	2	True
ك ش ف	IV_PASS:I	True	1	0	2		0.0	conjoined	0.5	0.0	1.0	0	0	{}	"{""conjoined"": 1, ""prep_complement"": 1}"	1	True
ك ش ف	NOUN_ACTIVE_PART	True	5	5	8	particle_complement	0.4	prep_complement	0.375	1.522	1.906	0	0	"{""particle_complement"": 2, ""predication"": 2, ""subject"": 1}"	"{""adverbial"": 1, ""exception"": 2, ""idafa"": 2, ""prep_complement"": 3}"	5	False
ك ش ف	PV:I	True	10	2	21	conjoined	1.0	direct_object	0.429	0.0	1.58	0	0	"{""conjoined"": 2}"	"{""adverbial"": 2, ""conjoined"": 1, ""direct_object"": 9, ""prep_complement"": 9}"	8	False
ك ظ م	ADJ_QUALIT	True	3	3	0	predication	1.0		0.0	0.0	0.0	0	0	"{""predication"": 3}"	{}	3	True
ك ظ م	NOUN_ACTIVE_PART	True	2	2	2	circumstantial	0.5	conjoined	0.5	1.0	1.0	0	0	"{""circumstantial"": 1, ""conjoined"": 1}"	"{""conjoined"": 1, ""direct_object"": 1}"	2	True
