root_arabic	form_tag	form_tag_available	instance_count	frame_count	absolute_ratio	top_prep	prep_profile	obj_status_dist	clausal_complement_count	passive_count	prodrop_count	batch_count	low_occurrence
ك ش ط	PV_PASS:I	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
ك ش ف	CV:I	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ك ش ف	IV:I	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	2	2	True
ك ش ف	IV_PASS:I	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""none_passive"": 1}"	0	1	0	1	True
ك ش ف	PV:I	True	10	10	0.1	عَن	"{""إِلَى"": 1, ""عَن"": 8}"	"{""explicit"": 9, ""none_absolute"": 1}"	0	0	10	8	False
ك ف ر	CV:I	True	2	2	1.0		{}	"{""none_absolute"": 2}"	0	0	2	2	True
ك ف ر	CV:II	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ك ف ر	IV:I	True	56	56	0.905	بـ	"{""بـ"": 34, ""كـ"": 1, ""مِن"": 1}"	"{""clitic"": 1, ""explicit"": 1, ""none_absolute"": 19, ""none_intransitive"": 35}"	0	0	44	26	False
ك ف ر	IV:II	True	11	11	0.091	عَن	"{""عَن"": 11, ""مِن"": 1}"	"{""explicit"": 10, ""none_absolute"": 1}"	0	0	9	11	False
ك ف ر	IV_PASS:I	True	2	2	0.0	بـ	"{""بـ"": 1}"	"{""clitic"": 1, ""none_passive"": 1}"	0	1	1	2	True
ك ف ر	PV:I	True	229	229	0.907	بـ	"{""بـ"": 36, ""مِن"": 6}"	"{""explicit"": 3, ""none_absolute"": 39, ""none_intransitive"": 186, ""none_passive"": 1}"	0	1	118	60	False
ك ف ر	PV:II	True	2	2	0.0	عَن	"{""عَن"": 1}"	"{""explicit"": 2}"	0	0	1	2	True
ك ف ف	CV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ك ف ف	IV:I	True	6	6	0.0	عَن	"{""بـ"": 1, ""عَن"": 2}"	"{""both"": 1, ""clausal"": 1, ""clitic"": 1, ""explicit"": 3}"	2	0	4	5	False
ك ف ف	IV:IV	True	1	1	0.0		{}	"{""both"": 1}"	0	0	0	1	True
ك ف ف	PV:I	True	5	5	0.0	عَن	"{""بـ"": 1, ""عَن"": 5, ""مِن"": 1}"	"{""both"": 1, ""explicit"": 4}"	0	0	4	3	False
ك ف ل	CV:I	True	1	1	0.0		{}	"{""both"": 1}"	0	0	1	1	True
ك ف ل	IV:I	True	3	3	0.0	لـ	"{""لـ"": 1}"	"{""clitic"": 2, ""explicit"": 1}"	0	0	1	3	True
ك ف ل	PV:II	True	1	1	0.0		{}	"{""both"": 1}"	0	0	1	1	True
ك ف ي	PV:I	True	27	27	0.0	بـ	"{""بـ"": 26}"	"{""both"": 1, ""none_intransitive"": 26}"	0	0	2	10	False
ك ل ء	IV:I	True	1	1	0.0	بـ	"{""بـ"": 1, ""مِن"": 1}"	"{""clitic"": 1}"	0	0	0	1	True
ك ل ف	IV:II	True	5	5	0.0		{}	"{""both"": 2, ""explicit"": 3}"	0	0	3	5	False
ك ل ف	IV_PASS:II	True	2	2	0.0		{}	"{""none_passive"": 2}"	0	2	0	2	True
ك ل ل	CV:I	True	28	28	0.964	مِن	"{""بـ"": 1, ""مِن"": 20}"	"{""clitic"": 1, ""none_absolute"": 27}"	0	0	28	14	False
ك ل م	IV:II	True	14	14	0.0	فِي	"{""فِي"": 2, ""مِن"": 1}"	"{""both"": 1, ""clitic"": 7, ""explicit"": 6}"	1	0	8	9	False
ك ل م	IV:V	True	4	4	0.0	بـ	"{""بـ"": 3}"	"{""none_intransitive"": 4}"	0	0	2	4	True
ك ل م	PV:II	True	5	5	0.0		{}	"{""clitic"": 3, ""explicit"": 2}"	0	0	1	5	False
ك ل م	PV_PASS:II	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_passive"": 1}"	0	1	0	1	True
ك م ل	IV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ك م ل	PV:IV	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ك ن ز	IV:I	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	1	1	True
ك ن ز	PV:I	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ك ن ن	IV:IV	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	0	2	True
ك ن ن	PV:IV	True	1	1	1.0	فِي	"{""فِي"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ك و د	IV:I	True	13	13	0.0		{}	"{""clausal"": 6, ""none_copular"": 7}"	7	0	4	12	False
ك و د	PV:I	True	9	9	0.0		{}	"{""clausal"": 7, ""none_copular"": 2}"	7	0	9	8	False
ك و ر	IV:I	True	2	2	0.0	عَلَى	"{""عَلَى"": 2}"	"{""explicit"": 2}"	0	0	2	1	True
ك و ر	PV_PASS:II	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
ك و ن	CV:I	True	22	22	0.0	مِن	"{""بـ"": 2, ""مِن"": 3}"	"{""none_copular"": 21, ""none_intransitive"": 1}"	2	0	22	16	False
ك و ن	IV:I	True	255	255	0.0	مِن	"{""بـ"": 3, ""عَلَى"": 13, ""فِي"": 11, ""كـ"": 11, ""لـ"": 50, ""مِن"": 70}"	"{""none_copular"": 252, ""none_intransitive"": 3}"	19	0	144	54	False
ك و ن	IV:IV	True	5	5	0.0	لـ	"{""عَلَى"": 1, ""فِي"": 1, ""لـ"": 2, ""مِن"": 1}"	"{""none_copular"": 5}"	0	0	4	4	False
ك و ن	PV:I	True	1070	1070	0.0	مِن	"{""بـ"": 13, ""عَلَى"": 33, ""عَن"": 4, ""فِي"": 35, ""كـ"": 4, ""لـ"": 58, ""مِن"": 83}"	"{""clausal"": 3, ""none_copular"": 1064, ""none_intransitive"": 3}"	72	0	611	83	False
ك و ي	IV_PASS:I	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_passive"": 1}"	0	1	0	1	True
ك ي د	CV:I	True	3	3	0.0		{}	"{""clitic"": 3}"	0	0	3	3	True
ك ي د	IV:I	True	5	5	0.6	لـ	"{""لـ"": 1}"	"{""explicit"": 1, ""none_absolute"": 3, ""none_copular"": 1}"	1	0	5	4	False
ك ي د	PV:I	True	2	2	0.5	كـ	"{""كـ"": 1, ""لـ"": 1}"	"{""clausal"": 1, ""none_absolute"": 1}"	1	0	2	2	True
ك ي ل	PV:I	True	2	2	0.5		{}	"{""clitic"": 1, ""none_absolute"": 1}"	0	0	2	2	True
ك ي ل	PV:VIII	True	1	1	1.0	عَلَى	"{""عَلَى"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ك ي ن	PV:X	True	2	2	0.0	لـ	"{""لـ"": 1}"	"{""none_intransitive"": 2}"	0	0	2	2	True
ل ب ث	IV:I	True	4	4	0.0		{}	"{""none_intransitive"": 4}"	0	0	4	4	True
ل ب ث	IV:V	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ل ب ث	PV:I	True	24	24	0.0	فِي	"{""إِلَى"": 1, ""فِي"": 9, ""مِن"": 1}"	"{""clausal"": 1, ""none_intransitive"": 23}"	1	0	24	12	False
ل ب س	IV:I	True	10	10	0.1	بـ	"{""بـ"": 3, ""عَلَى"": 1, ""مِن"": 1}"	"{""clitic"": 3, ""explicit"": 6, ""none_absolute"": 1}"	0	0	10	7	False
ل ب س	PV:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ل ج ج	IV:I	True	2	2	0.0	فِي	"{""فِي"": 2}"	"{""none_intransitive"": 2}"	0	0	0	2	True
ل ج ج	PV:I	True	2	2	0.0	فِي	"{""فِي"": 2}"	"{""none_intransitive"": 2}"	0	0	2	2	True
ل ح د	IV:IV	True	3	3	1.0	فِي	"{""إِلَى"": 1, ""فِي"": 2}"	"{""none_absolute"": 1, ""none_intransitive"": 2}"	0	0	2	3	True
ل ح ق	CV:IV	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""clitic"": 2}"	0	0	2	2	True
ل ح ق	IV:I	True	2	2	0.0	بـ	"{""بـ"": 2, ""مِن"": 1}"	"{""none_intransitive"": 2}"	0	0	2	2	True
ل ح ق	PV:IV	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""explicit"": 2}"	0	0	2	2	True
ل ذ ذ	IV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	0	1	True
ل ز م	IV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ل ز م	PV:IV	True	2	2	0.0	فِي	"{""فِي"": 1}"	"{""both"": 2}"	0	0	2	2	True
ل ط ف	IV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ل ظ ي	PV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ل ع ب	IV:I	True	8	8	0.0		{}	"{""none_intransitive"": 8}"	0	0	7	8	False
ل ع ب	PV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ل ع ن	CV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ل ع ن	IV:I	True	5	5	0.0	كـ	"{""كـ"": 1}"	"{""clitic"": 3, ""explicit"": 2}"	0	0	1	3	False
ل ع ن	PV:I	True	14	14	0.0	بـ	"{""بـ"": 2, ""فِي"": 1}"	"{""clitic"": 11, ""explicit"": 3}"	0	0	3	8	False
ل ع ن	PV_PASS:I	True	3	3	0.0	بـ	"{""بـ"": 1, ""عَلَى"": 1, ""فِي"": 1}"	"{""none_passive"": 3}"	0	3	1	2	True
ل غ و	CV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ل ف ت	IV:IV	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ل ف ت	IV:VIII	True	2	2	0.0	مِن	"{""مِن"": 1}"	"{""none_intransitive"": 2}"	0	0	0	2	True
ل ف ح	IV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	0	1	True
ل ف ظ	IV:I	True	1	1	0.0	مِن	"{""مِن"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ل ف ف	PV:I	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ل ف ي	PV:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ل ف ي	PV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ل ق ط	IV:VIII	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ل ق ط	PV:VIII	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ل ق ف	IV:I	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	2	2	True
ل ق ف	IV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	0	1	True
ل ق م	PV:VIII	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ل ق ي	CV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ل ق ي	CV:IV	True	15	15	0.133	فِي	"{""إِلَى"": 1, ""عَلَى"": 1, ""فِي"": 5}"	"{""clitic"": 7, ""explicit"": 6, ""none_absolute"": 2}"	0	0	15	9	False
ل ق ي	IV:I	True	7	7	0.0		{}	"{""clitic"": 5, ""explicit"": 2}"	0	0	4	6	False
ل ق ي	IV:II	True	2	2	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1, ""explicit"": 1}"	0	0	0	2	True
ل ق ي	IV:III	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	2	2	True
ل ق ي	IV:IV	True	15	15	0.267	بـ	"{""إِلَى"": 3, ""بـ"": 4, ""عَلَى"": 2, ""فِي"": 2, ""مِن"": 1}"	"{""clitic"": 2, ""explicit"": 9, ""none_absolute"": 4}"	1	0	12	12	False
ل ق ي	IV:V	True	2	2	0.5		{}	"{""clitic"": 1, ""none_absolute"": 1}"	0	0	0	2	True
ل ق ي	IV:VIII	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ل ق ي	IV_PASS:I	True	2	2	0.0	إِلَى	"{""إِلَى"": 1, ""فِي"": 1}"	"{""none_passive"": 2}"	0	2	0	2	True
ل ق ي	IV_PASS:II	True	1	1	0.0	مِن	"{""مِن"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ل ق ي	IV_PASS:IV	True	2	2	0.0	إِلَى	"{""إِلَى"": 1, ""فِي"": 1}"	"{""none_passive"": 2}"	0	2	1	2	True
ل ق ي	PV:I	True	8	8	0.0	مِن	"{""مِن"": 1}"	"{""clitic"": 1, ""explicit"": 7}"	0	0	8	5	False
ل ق ي	PV:II	True	1	1	0.0		{}	"{""both"": 1}"	0	0	1	1	True
ل ق ي	PV:IV	True	28	28	0.179	إِلَى	"{""إِلَى"": 6, ""عَلَى"": 3, ""فِي"": 5, ""كـ"": 1}"	"{""both"": 2, ""clitic"": 3, ""explicit"": 18, ""none_absolute"": 5}"	4	0	23	15	False
ل ق ي	PV:V	True	2	2	0.0	بـ	"{""بـ"": 1, ""مِن"": 1}"	"{""clitic"": 1, ""explicit"": 1}"	0	0	1	2	True
ل ق ي	PV:VIII	True	6	6	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 6}"	0	0	2	3	False
ل ق ي	PV_PASS:I	True	4	4	0.0	مِن	"{""مِن"": 1}"	"{""none_passive"": 4}"	0	4	0	4	True
ل ق ي	PV_PASS:IV	True	5	5	0.0	عَلَى	"{""إِلَى"": 1, ""عَلَى"": 2, ""فِي"": 2, ""مِن"": 1}"	"{""none_passive"": 5}"	0	5	1	4	False
ل م ز	IV:I	True	3	3	0.0	فِي	"{""فِي"": 2}"	"{""clitic"": 1, ""explicit"": 2}"	0	0	1	2	True
ل م س	CV:VIII	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ل م س	PV:I	True	2	2	0.0	بـ	"{""بـ"": 1}"	"{""clitic"": 1, ""explicit"": 1}"	0	0	2	2	True
ل م س	PV:III	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	2	2	True
ل م م	PV:I	True	2	1	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1}"	0	0	1	2	True
ل ه ث	IV:I	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	2	1	True
ل ه م	PV:IV	True	1	1	0.0		{}	"{""both"": 1}"	0	0	1	1	True
ل ه و	IV:IV	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""clitic"": 1}"	0	0	0	1	True
ل ه و	PV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ل ه و	PV:V	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ل ه ي	IV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ل و م	CV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ل و م	IV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ل و م	IV:VI	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ل و ي	IV:I	True	3	3	0.5	بـ	"{""بـ"": 1, ""عَلَى"": 1}"	"{""explicit"": 1, ""none_absolute"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
ل و ي	PV:II	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ل ي ق	IV:III	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ل ي ن	IV:I	True	2	2	0.0	إِلَى	"{""إِلَى"": 1}"	"{""both"": 1, ""none_intransitive"": 1}"	0	0	1	2	True
ل ي ن	PV:I	True	1	1	0.0	بـ	"{""بـ"": 1, ""لـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ل ي ن	PV:IV	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
م ت ع	CV:II	True	2	2	0.0		{}	"{""clitic"": 2}"	0	0	2	2	True
م ت ع	CV:V	True	4	4	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 4}"	0	0	4	4	True
م ت ع	CV:X	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
م ت ع	IV:I	True	2	2	0.5		{}	"{""clitic"": 1, ""none_absolute"": 1}"	0	0	1	2	True
م ت ع	IV:II	True	4	4	0.0	إِلَى	"{""إِلَى"": 1}"	"{""clitic"": 4}"	0	0	3	3	True
م ت ع	IV:V	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	2	2	True
م ت ع	IV_PASS:II	True	2	2	0.0		{}	"{""explicit"": 1, ""none_passive"": 1}"	0	1	2	2	True
م ت ع	PV:II	True	9	9	0.0	إِلَى	"{""إِلَى"": 2, ""بـ"": 2}"	"{""both"": 1, ""clitic"": 4, ""explicit"": 4}"	0	0	7	9	False
م ت ع	PV:V	True	4	4	0.0	إِلَى	"{""إِلَى"": 1, ""بـ"": 1, ""حَتَّى"": 1, ""فِي"": 1}"	"{""none_intransitive"": 4}"	0	0	3	4	True
م ت ع	PV:X	True	5	5	0.0	بـ	"{""بـ"": 5, ""كـ"": 1, ""مِن"": 1}"	"{""none_intransitive"": 5}"	0	0	3	4	False
م ث ل	IV:V	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
م ح ص	IV:II	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	1	1	True
م ح ق	IV:I	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	0	2	True
م ح ن	CV:VIII	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
م ح ن	PV:VIII	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	0	1	True
م ح و	IV:I	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	0	2	True
م ح و	PV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
م د د	IV:I	True	11	11	0.273	بـ	"{""إِلَى"": 3, ""بـ"": 5, ""فِي"": 2, ""لـ"": 2, ""مِن"": 3}"	"{""clitic"": 5, ""explicit"": 3, ""none_absolute"": 3}"	0	0	7	10	False
م د د	IV:IV	True	5	5	0.0	بـ	"{""بـ"": 5, ""مِن"": 1}"	"{""clitic"": 5}"	0	0	2	4	False
م د د	PV:I	True	4	4	0.0		{}	"{""both"": 2, ""explicit"": 2}"	0	0	3	4	True
م د د	PV:IV	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""clitic"": 2}"	0	0	2	2	True
م د د	PV_PASS:I	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
م ر ج	PV:I	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	2	2	True
م ر ح	IV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ر د	PV:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
م ر ر	IV:I	True	3	3	0.0	عَلَى	"{""عَلَى"": 2}"	"{""none_intransitive"": 3}"	0	0	2	3	True
م ر ر	PV:I	True	8	8	1.0	بـ	"{""بـ"": 3, ""عَلَى"": 2}"	"{""none_absolute"": 1, ""none_intransitive"": 7}"	0	0	5	7	False
م ر ض	PV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ر ي	IV:III	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
م ر ي	IV:VI	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
م ر ي	IV:VIII	True	5	5	0.0	بـ	"{""بـ"": 2, ""فِي"": 2}"	"{""none_intransitive"": 5}"	0	0	4	5	False
م ر ي	PV:VI	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
م ز ق	PV:II	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
م ز ق	PV_PASS:II	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
م س ح	CV:I	True	3	3	1.0	بـ	"{""إِلَى"": 1, ""بـ"": 4, ""مِن"": 1}"	"{""none_absolute"": 3}"	0	0	3	2	True
م س خ	PV:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
م س س	IV:I	True	26	26	0.0	بـ	"{""بـ"": 7, ""فِي"": 3, ""مِن"": 1}"	"{""clitic"": 25, ""explicit"": 1}"	0	0	7	16	False
م س س	IV:V	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
م س س	IV:VI	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	2	1	True
م س س	PV:I	True	28	28	0.0	فِي	"{""فِي"": 3, ""مِن"": 1}"	"{""both"": 1, ""clitic"": 21, ""explicit"": 6}"	0	0	0	18	False
م س ك	CV:IV	True	5	5	0.2	بـ	"{""بـ"": 3, ""عَلَى"": 1, ""فِي"": 1}"	"{""clitic"": 3, ""explicit"": 1, ""none_absolute"": 1}"	0	0	5	5	False
م س ك	CV:X	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
م س ك	IV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
م س ك	IV:II	True	1	1	1.0	بـ	"{""بـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
م س ك	IV:IV	True	9	9	0.0	بـ	"{""بـ"": 1, ""عَلَى"": 1}"	"{""clitic"": 4, ""explicit"": 4, ""none_intransitive"": 1}"	3	0	6	7	False
م س ك	PV:IV	True	4	4	0.25	مِن	"{""عَلَى"": 1, ""مِن"": 2}"	"{""clitic"": 1, ""explicit"": 2, ""none_absolute"": 1}"	0	0	3	4	True
م س ك	PV:X	True	2	2	1.0	بـ	"{""بـ"": 2}"	"{""none_absolute"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
م س و	IV:IV	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ش ي	CV:I	True	2	2	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 2}"	0	0	2	2	True
م ش ي	IV:I	True	18	18	0.0	فِي	"{""بـ"": 3, ""عَلَى"": 6, ""فِي"": 7}"	"{""none_intransitive"": 18}"	0	0	13	11	False
م ش ي	PV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
م ض ي	CV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ض ي	IV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ض ي	PV:I	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	0	2	True
م ط ر	CV:IV	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
م ط ر	PV:IV	True	5	5	0.4	عَلَى	"{""عَلَى"": 5}"	"{""explicit"": 3, ""none_absolute"": 2}"	0	0	5	5	False
م ط ر	PV_PASS:IV	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
م ط و	IV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ك ث	CV:I	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	2	2	True
م ك ث	IV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
م ك ث	PV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ك ر	IV:I	True	11	11	0.4	بـ	"{""بـ"": 2, ""فِي"": 1}"	"{""explicit"": 3, ""none_absolute"": 2, ""none_intransitive"": 6}"	1	0	8	7	False
م ك ر	PV:I	True	11	11	0.625		{}	"{""clitic"": 1, ""explicit"": 2, ""none_absolute"": 5, ""none_intransitive"": 3}"	0	0	8	8	False
م ك ن	IV:II	True	4	4	0.0	لـ	"{""فِي"": 1, ""لـ"": 4}"	"{""explicit"": 3, ""none_intransitive"": 1}"	0	0	4	3	True
م ك ن	PV:II	True	9	9	0.333	فِي	"{""فِي"": 9, ""كـ"": 2, ""لـ"": 3}"	"{""both"": 1, ""clitic"": 5, ""none_absolute"": 3}"	0	0	8	6	False
م ك ن	PV:IV	True	1	1	1.0	مِن	"{""مِن"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
م ل أ	IV:I	True	3	3	0.0	مِن	"{""مِن"": 4}"	"{""explicit"": 3}"	0	0	3	3	True
م ل أ	IV:IV	True	1	1	0.0	مِن	"{""مِن"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
م ل أ	PV:VIII	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
م ل أ	PV_PASS:I	True	2	2	0.0	مِن	"{""مِن"": 1}"	"{""none_passive"": 2}"	0	2	0	2	True
م ل ك	IV:I	True	28	28	0.0	لـ	"{""فِي"": 2, ""لـ"": 15, ""مِن"": 8}"	"{""clitic"": 1, ""explicit"": 27}"	0	0	16	21	False
م ل ك	PV:I	True	16	16	0.062	مِن	"{""مِن"": 1}"	"{""explicit"": 15, ""none_absolute"": 1}"	0	0	1	7	False
م ل ل	IV:IV	True	3	3	1.0	بـ	"{""بـ"": 1}"	"{""none_absolute"": 3}"	0	0	0	1	True
م ل و	IV:I	True	1	1	1.0	لـ	"{""لـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
م ل و	IV:IV	True	3	3	1.0	لـ	"{""لـ"": 3}"	"{""none_absolute"": 2, ""none_intransitive"": 1}"	0	0	3	3	True
م ل ي	IV:IV	True	2	2	0.5	عَلَى	"{""عَلَى"": 1, ""لـ"": 1}"	"{""none_absolute"": 1, ""none_passive"": 1}"	0	1	1	2	True
م ل ي	PV:IV	True	3	3	1.0	لـ	"{""لـ"": 3}"	"{""none_absolute"": 3}"	0	0	3	2	True
م ن ع	IV:I	True	3	3	0.0	مِن	"{""مِن"": 2}"	"{""clitic"": 1, ""explicit"": 2}"	0	0	2	3	True
م ن ع	PV:I	True	8	8	0.0		{}	"{""both"": 6, ""clitic"": 2}"	7	0	2	7	False
م ن ع	PV_PASS:I	True	1	1	0.0	مِن	"{""مِن"": 1}"	"{""none_passive"": 1}"	0	1	0	1	True
م ن ن	CV:I	True	1	1	1.0	بـ	"{""بـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
م ن ن	IV:I	True	7	7	0.333	عَلَى	"{""عَلَى"": 6}"	"{""clausal"": 2, ""clitic"": 1, ""explicit"": 1, ""none_absolute"": 2, ""none_intransitive"": 1}"	3	0	5	5	False
م ن ن	IV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
م ن ن	PV:I	True	5	5	1.0	عَلَى	"{""عَلَى"": 6, ""مِن"": 1}"	"{""none_absolute"": 2, ""none_intransitive"": 3}"	0	0	2	5	False
م ن ي	IV:II	True	2	2	0.0		{}	"{""clitic"": 2}"	0	0	2	1	True
م ن ي	IV:V	True	3	3	0.0	بـ	"{""بـ"": 2}"	"{""clitic"": 2, ""explicit"": 1}"	0	0	3	3	True
