root_arabic	form_tag	form_tag_available	instance_count	narration	in_quoted	imperative	in_supplication	in_interrogative	vocative	narration_ratio	in_quote_ratio	imperative_ratio	legacy_direct_speech	legacy_discourse_dist	batch_count	low_occurrence
م ن ن	NOUN_ABSTRACT	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
م ن ن	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
م ن ن	NOUN_PASSIVE_PART	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
م ن ن	PV:I	True	5	3	2	0	0	0	0	0.6	0.4	0.0	0	{}	5	False
م ن ي	IV:II	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ن ي	IV:V	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
م ن ي	IV_PASS:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
م ن ي	NOUN_ABSTRACT	True	6	5	1	0	0	0	0	0.833	0.167	0.0	0	{}	4	False
م ن ي	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ن ي	NOUN_PROP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ن ي	PV:V	True	6	4	2	0	0	0	0	0.667	0.333	0.0	0	{}	6	False
م ه د	GERUND	True	4	2	2	0	1	0	0	0.5	0.5	0.0	0	{}	4	True
م ه د	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ه د	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ه د	NOUN_CONCRETE	True	9	9	0	0	0	0	0	1.0	0.0	0.0	0	{}	8	False
م ه د	PV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ه ل	CV:I	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
م ه ل	CV:IV	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
م ه ل	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
م ه ل	PV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ه ن	ADJ_QUALIT	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
م ه ن	NOUN_ACTIVE_PART	True	14	14	0	0	0	0	0	1.0	0.0	0.0	0	{}	10	False
م و ت	ADJ_QUALIT	True	43	38	5	0	2	0	0	0.884	0.116	0.0	0	{}	26	False
م و ت	CV:I	True	2	0	2	2	2	0	0	0.0	1.0	1.0	0	{}	2	True
م و ت	GERUND	True	50	42	8	0	1	1	0	0.84	0.16	0.0	0	{}	28	False
م و ت	GERUND_INSTANT	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
م و ت	GERUND_MEEM	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
م و ت	IV:I	True	19	16	3	0	0	0	0	0.842	0.158	0.0	0	{}	16	False
م و ت	IV:IV	True	15	11	4	0	1	0	0	0.733	0.267	0.0	0	{}	13	False
م و ت	NOUN_CONCRETE	True	6	4	2	0	0	0	0	0.667	0.333	0.0	0	{}	5	False
م و ت	PV:I	True	20	15	5	0	0	0	0	0.75	0.25	0.0	0	{}	11	False
م و ت	PV:IV	True	4	3	1	0	1	0	0	0.75	0.25	0.0	0	{}	4	True
م و ج	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م و ج	NOUN_CONCRETE	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
م و ر	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م و ر	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
م و ر	IV:III	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
م و ل	NOUN_CONCRETE	True	88	74	14	0	4	0	0	0.841	0.159	0.0	0	{}	39	False
م و ه	NOUN_CONCRETE	True	63	58	5	0	2	1	0	0.921	0.079	0.0	0	{}	41	False
م ي د	IV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
م ي د	NOUN_CONCRETE	True	2	0	2	0	1	1	0	0.0	1.0	0.0	0	{}	1	True
م ي ر	IV:I	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
م ي ز	CV:VIII	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
م ي ز	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
م ي ز	IV:V	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ي ل	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ي ل	GERUND_STATE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
م ي ل	IV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن أ ي	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن أ ي	PV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ب أ	CV:II	True	5	0	2	5	2	0	0	0.0	0.4	1.0	2	"{""direct-speech"": 2}"	4	False
ن ب أ	CV:IV	True	2	0	2	2	2	0	0	0.0	1.0	1.0	2	"{""direct-speech"": 2}"	1	True
ن ب أ	IV:II	True	34	21	12	0	1	4	0	0.618	0.353	0.0	2	"{""direct-speech"": 2}"	20	False
ن ب أ	IV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	2	"{""direct-speech"": 2}"	1	True
ن ب أ	IV_PASS:II	True	2	2	0	0	0	0	0	1.0	0.0	0.0	2	"{""direct-speech"": 2}"	2	True
ن ب أ	NOUN_ABSTRACT	True	27	24	2	0	0	1	0	0.889	0.074	0.0	2	"{""direct-speech"": 2}"	18	False
ن ب أ	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	2	"{""direct-speech"": 2}"	1	True
ن ب أ	NOUN_CONCRETE	True	76	70	5	0	2	1	0	0.921	0.066	0.0	2	"{""direct-speech"": 2}"	21	False
ن ب أ	PV:II	True	4	1	3	0	0	0	0	0.25	0.75	0.0	2	"{""direct-speech"": 2}"	3	True
ن ب أ	PV:IV	True	3	2	1	0	0	1	0	0.667	0.333	0.0	2	"{""direct-speech"": 2}"	3	True
ن ب أ	PV_PASS:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	2	"{""direct-speech"": 2}"	1	True
ن ب ت	CV:IV	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ن ب ت	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ب ت	IV:I	True	2	1	1	0	1	0	0	0.5	0.5	0.0	0	{}	2	True
ن ب ت	IV:IV	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ن ب ت	NOUN_CONCRETE	True	7	7	0	0	0	0	0	1.0	0.0	0.0	0	{}	7	False
ن ب ت	PV:IV	True	11	11	0	0	0	0	0	1.0	0.0	0.0	0	{}	10	False
ن ب ذ	CV:I	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	"{""oath"": 1}"	1	True
ن ب ذ	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	1	True
ن ب ذ	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	1	True
ن ب ذ	PV:I	True	7	6	1	0	0	0	0	0.857	0.143	0.0	0	"{""oath"": 1}"	6	False
ن ب ذ	PV:VIII	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	1	True
ن ب ز	IV:VI	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ب ط	IV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ب ع	NOUN_CONCRETE	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ن ب و	GERUND	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ن ت ق	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ث ر	NOUN_PASSIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ث ر	PV:VII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ج د	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ج س	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ج م	NOUN_ABSTRACT	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	6	False
ن ج م	NOUN_CONCRETE	True	7	7	0	0	0	0	0	1.0	0.0	0.0	0	{}	6	False
ن ج و	ADJ_INTENS	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ج و	CV:II	True	6	0	3	6	3	0	0	0.0	0.5	1.0	0	{}	4	False
ن ج و	CV:VI	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ن ج و	GERUND	True	10	10	0	0	0	0	0	1.0	0.0	0.0	0	{}	7	False
ن ج و	IV:II	True	7	4	3	0	0	0	0	0.571	0.429	0.0	0	{}	5	False
ن ج و	IV:IV	True	5	4	0	0	0	1	0	0.8	0.0	0.0	0	{}	5	False
ن ج و	IV:VI	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ج و	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ج و	NOUN_ACTIVE_PART	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	3	True
ن ج و	PV:I	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	3	True
ن ج و	PV:II	True	22	21	1	0	0	0	0	0.955	0.045	0.0	0	{}	15	False
ن ج و	PV:III	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ج و	PV:IV	True	18	16	2	0	1	0	0	0.889	0.111	0.0	0	{}	11	False
ن ج و	PV:VI	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ج و	PV_PASS:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ح ب	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ح ت	IV:I	True	4	3	1	0	0	0	0	0.75	0.25	0.0	0	{}	4	True
ن ح ر	CV:I	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ن ح س	ADJ_QUALIT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ح س	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ح ل	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ح ل	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن خ ر	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن خ ل	NOUN_CONCRETE	True	20	20	0	0	0	0	0	1.0	0.0	0.0	0	{}	16	False
ن د د	NOUN_CONCRETE	True	6	4	2	0	0	0	0	0.667	0.333	0.0	0	{}	5	False
ن د م	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن د م	NOUN_ACTIVE_PART	True	5	4	1	0	0	0	0	0.8	0.2	0.0	0	{}	4	False
ن د و	CV:III	True	2	0	1	2	1	0	0	0.0	0.5	1.0	6	"{""direct-speech"": 6}"	2	True
ن د و	IV:I	True	1	0	1	0	0	0	0	0.0	1.0	0.0	6	"{""direct-speech"": 6}"	1	True
ن د و	IV:III	True	4	4	0	0	0	0	0	1.0	0.0	0.0	6	"{""direct-speech"": 6}"	4	True
ن د و	PV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	6	"{""direct-speech"": 6}"	2	True
ن د و	PV:III	True	6	6	0	0	0	0	0	1.0	0.0	0.0	6	"{""direct-speech"": 6}"	5	False
ن د و	PV_PASS:I	True	4	4	0	0	0	0	0	1.0	0.0	0.0	6	"{""direct-speech"": 6}"	4	True
ن د ي	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	1	True
ن د ي	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	1	True
ن د ي	IV:III	True	4	4	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	3	True
ن د ي	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	1	True
ن د ي	NOUN_ACTIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	2	True
ن د ي	NOUN_CONCRETE	True	3	2	1	0	0	1	0	0.667	0.333	0.0	4	"{""direct-speech"": 4}"	3	True
ن د ي	NOUN_PROP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	1	True
ن د ي	PV:III	True	19	19	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	12	False
ن د ي	PV:VI	True	1	1	0	0	0	0	0	1.0	0.0	0.0	4	"{""direct-speech"": 4}"	1	True
ن ذ ر	ADJ_INTENS	True	4	3	1	0	0	0	0	0.75	0.25	0.0	1	"{""direct-speech"": 1}"	2	True
ن ذ ر	ADJ_QUALIT	True	40	29	11	0	0	0	0	0.725	0.275	0.0	1	"{""direct-speech"": 1}"	24	False
ن ذ ر	CV:IV	True	9	0	0	9	0	0	0	0.0	0.0	1.0	1	"{""direct-speech"": 1}"	9	False
ن ذ ر	GERUND	True	3	3	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	3	True
ن ذ ر	IV:I	True	2	1	1	0	0	0	0	0.5	0.5	0.0	1	"{""direct-speech"": 1}"	2	True
ن ذ ر	IV:IV	True	25	22	3	0	0	0	0	0.88	0.12	0.0	1	"{""direct-speech"": 1}"	14	False
ن ذ ر	IV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ن ذ ر	NOUN_ABSTRACT	True	8	7	1	0	1	0	0	0.875	0.125	0.0	1	"{""direct-speech"": 1}"	3	False
ن ذ ر	NOUN_ACTIVE_PART	True	24	22	2	0	0	0	0	0.917	0.083	0.0	1	"{""direct-speech"": 1}"	16	False
ن ذ ر	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ن ذ ر	PV:I	True	3	2	1	0	1	0	0	0.667	0.333	0.0	1	"{""direct-speech"": 1}"	3	True
ن ذ ر	PV:IV	True	7	6	1	0	0	0	0	0.857	0.143	0.0	1	"{""direct-speech"": 1}"	7	False
ن ذ ر	PV_PASS:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ن ز ع	ADJ_INTENS	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	1	True
ن ز ع	IV:I	True	5	4	1	0	1	0	0	0.8	0.2	0.0	0	"{""oath"": 1}"	5	False
ن ز ع	IV:III	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	1	True
ن ز ع	IV:VI	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	2	True
ن ز ع	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	1	True
ن ز ع	PV:I	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	4	False
ن ز ع	PV:VI	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	4	False
ن ز غ	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ز غ	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ز غ	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ز غ	PV:I	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن ز ف	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ز ف	IV_PASS:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ز ل	CV:IV	True	2	0	2	2	2	0	0	0.0	1.0	1.0	0	{}	2	True
ن ز ل	GERUND	True	18	18	0	0	0	0	0	1.0	0.0	0.0	0	{}	16	False
ن ز ل	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ز ل	IV:II	True	23	20	3	0	0	1	0	0.87	0.13	0.0	0	{}	18	False
ن ز ل	IV:IV	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن ز ل	IV:V	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ن ز ل	IV_PASS:II	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ن ز ل	NOUN_ACTIVE_PART	True	5	4	1	0	1	0	0	0.8	0.2	0.0	0	{}	5	False
ن ز ل	NOUN_CONCRETE	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	6	False
ن ز ل	NOUN_PASSIVE_PART	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ن ز ل	NOUN_TIME_PLACE	True	4	3	1	0	1	0	0	0.75	0.25	0.0	0	{}	4	True
ن ز ل	PV:I	True	9	7	2	0	0	0	0	0.778	0.222	0.0	0	{}	8	False
ن ز ل	PV:II	True	25	21	4	0	1	0	0	0.84	0.16	0.0	0	{}	17	False
ن ز ل	PV:IV	True	121	104	17	0	4	2	0	0.86	0.14	0.0	0	{}	47	False
ن ز ل	PV:V	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ز ل	PV_PASS:I	True	11	7	4	0	1	0	0	0.636	0.364	0.0	0	{}	10	False
ن ز ل	PV_PASS:II	True	7	3	4	0	0	0	0	0.429	0.571	0.0	0	{}	6	False
ن ز ل	PV_PASS:IV	True	45	27	18	0	0	2	0	0.6	0.4	0.0	0	{}	14	False
ن س أ	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن س ب	NOUN_ABSTRACT	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ن س خ	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن س خ	IV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س خ	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ر	NOUN_PROP	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن س ف	GERUND	True	2	0	2	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن س ف	IV:I	True	2	0	2	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن س ف	PV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ك	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ك	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ك	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ك	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ك	NOUN_TIME_PLACE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ل	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ل	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ل	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن س و	NOUN_CONCRETE	True	59	47	12	0	4	0	2	0.797	0.203	0.0	0	{}	16	False
ن س ي	ADJ_INTENS	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن س ي	GERUND	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن س ي	IV:I	True	8	6	2	0	0	0	0	0.75	0.25	0.0	0	{}	7	False
ن س ي	IV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن س ي	IV_PASS:I	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن س ي	NOUN_PASSIVE_PART	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ن س ي	PV:I	True	26	21	5	0	0	0	0	0.808	0.192	0.0	0	{}	15	False
ن س ي	PV:IV	True	5	4	1	0	0	0	0	0.8	0.2	0.0	0	{}	5	False
ن ش أ	GERUND	True	4	3	1	0	1	0	0	0.75	0.25	0.0	0	{}	3	True
ن ش أ	IV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش أ	IV:IV	True	4	3	1	0	1	0	0	0.75	0.25	0.0	0	{}	4	True
ن ش أ	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش أ	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش أ	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش أ	PV:IV	True	16	13	3	0	1	0	0	0.812	0.188	0.0	0	{}	9	False
ن ش ر	CV:VIII	True	2	0	0	2	0	0	0	0.0	0.0	1.0	0	{}	2	True
ن ش ر	GERUND	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ن ش ر	IV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ن ش ر	IV:VIII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش ر	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش ر	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش ر	NOUN_PASSIVE_PART	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ن ش ر	PV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ش ر	PV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش ز	CV:I	True	2	0	1	2	1	0	0	0.0	0.5	1.0	0	{}	1	True
ن ش ز	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش ز	IV:IV	True	1	0	1	0	1	0	0	0.0	1.0	0.0	0	{}	1	True
ن ش ط	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش ط	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ش ق	IV:VII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ب	CV:I	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ن ص ب	GERUND	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ن ص ب	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ب	NOUN_ABSTRACT	True	25	22	3	0	0	0	0	0.88	0.12	0.0	0	{}	14	False
ن ص ب	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ب	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ص ب	PV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ت	CV:IV	True	2	0	1	2	1	0	0	0.0	0.5	1.0	0	{}	2	True
ن ص ح	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ح	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ح	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ص ح	NOUN_ACTIVE_PART	True	6	1	5	0	1	1	0	0.167	0.833	0.0	0	{}	3	False
ن ص ح	PV:I	True	3	1	2	0	0	0	0	0.333	0.667	0.0	0	{}	2	True
ن ص ر	ADJ_COMP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ر	ADJ_INTENS	True	27	19	8	0	2	1	0	0.704	0.296	0.0	0	{}	12	False
ن ص ر	ADJ_QUALIT	True	7	7	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ن ص ر	CV:I	True	7	0	6	7	6	0	0	0.0	0.857	1.0	0	{}	5	False
ن ص ر	CV:VIII	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ن ص ر	GERUND	True	15	15	0	0	0	0	0	1.0	0.0	0.0	0	{}	10	False
ن ص ر	IV:I	True	28	22	2	0	0	5	0	0.786	0.071	0.0	0	{}	16	False
ن ص ر	IV:VI	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ر	IV:VIII	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ن ص ر	IV_PASS:I	True	13	13	0	0	0	0	0	1.0	0.0	0.0	0	{}	11	False
ن ص ر	IV_PASS:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ر	NOUN_ACTIVE_PART	True	16	13	3	0	0	0	0	0.812	0.188	0.0	0	{}	13	False
ن ص ر	NOUN_PASSIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ص ر	NOUN_PROP	True	7	6	1	0	0	0	0	0.857	0.143	0.0	0	{}	6	False
ن ص ر	NOUN_RELATIVE	True	14	8	6	0	1	0	0	0.571	0.429	0.0	0	{}	4	False
ن ص ر	PV:I	True	10	10	0	0	0	0	0	1.0	0.0	0.0	0	{}	8	False
ن ص ر	PV:VIII	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ن ص ر	PV:X	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ص ف	NOUN_ABSTRACT	True	7	6	1	0	0	0	0	0.857	0.143	0.0	0	{}	3	False
ن ص ي	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ص ي	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ض ج	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ض خ	ADJ_INTENS	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ض د	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ن ض د	NOUN_PASSIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ض ر	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ن ض ر	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
