root_arabic	form_tag	form_tag_available	instance_count	pass2_xref_candidate_count	pass2_xref_resolved_candidate_count	pass2_candidate_density	candidate_root_dist	candidate_type_dist	status_dist	conf_dist	pass2_ayah_count	pass2_ayah_refs	source	batch_count	low_occurrence
ص ع ق	NOUN_CONCRETE	True	2	1	1	0.5	"{""ص ع ق"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	13:13	pass2	2	True
ص ف ف	NOUN_CONCRETE	True	2	1	1	0.5	"{""ص ف ف"": 1}"	"{""word"": 1, ""xref:discourse_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	37:165	pass2	2	True
ص ل ح	NOUN_ACTIVE_PART	True	136	7	3	0.051	"{""ص ل ح"": 7}"	"{""word"": 7, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 6}"	"{""ambiguous"": 8, ""strongly_licensed"": 6}"	"{""high"": 4, ""medium"": 10}"	6	7:168;7:171;7:190;11:66;46:15;72:11	pass2	52	False
ص ل ي	NOUN_ACTIVE_PART	True	6	26	26	4.333	"{""ص ل ي"": 26}"	"{""word"": 26, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 10, ""xref:relative_reference"": 10, ""xref:resumptive_reference"": 5}"	"{""strongly_licensed"": 52}"	"{""high"": 52}"	14	70:23;70:24;70:26;70:27;70:28;70:29;70:30;70:32;70:33;70:34;70:35;107:5;107:6;107:7	pass2	6	False
ص ن م	NOUN_CONCRETE	True	5	1	1	0.2	"{""ص ن م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	14:36	pass2	5	False
ص و ب	NOUN_ABSTRACT	True	10	1	1	0.1	"{""ص و ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	57:22	pass2	8	False
ص و ر	NOUN_CONCRETE	True	12	1	1	0.083	"{""ص و ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	39:68	pass2	12	False
ص و ع	NOUN_CONCRETE	True	1	1	1	1.0	"{""ص و ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	12:72	pass2	1	True
ص ي ح	GERUND_INSTANT	True	6	1	1	0.167	"{""ص ي ح"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	38:15	pass2	4	False
ض ح و	NOUN_ABSTRACT	True	5	3	0	0.6	"{""ض ح و"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 6}"	"{""low"": 3, ""medium"": 3}"	3	91:2;91:3;91:4	pass2	5	False
ض ر ر	GERUND	True	32	3	1	0.094	"{""ض ر ر"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 4, ""strongly_licensed"": 2}"	"{""high"": 2, ""low"": 1, ""medium"": 3}"	2	10:107;30:33	pass2	22	False
ض ر ر	NOUN_ABSTRACT	True	9	1	0	0.111	"{""ض ر ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:94	pass2	7	False
ض ر ع	NOUN_CONCRETE	True	1	1	0	1.0	"{""ض ر ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	88:7	pass2	1	True
ض ع ف	ADJ_QUALIT	True	9	1	1	0.111	"{""ض ع ف"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	14:21	pass2	6	False
ض غ ث	NOUN_CONCRETE	True	1	1	1	1.0	"{""ض غ ث"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	38:44	pass2	1	True
ط ع م	NOUN_CONCRETE	True	24	7	6	0.292	"{""ط ع م"": 7}"	"{""word"": 7, ""xref:pronoun_antecedent"": 7}"	"{""ambiguous"": 4, ""strongly_licensed"": 8, ""syntactically_forced"": 2}"	"{""high"": 8, ""medium"": 6}"	7	12:37;18:19;33:53;44:45;69:37;76:8;88:7	pass2	16	False
ط غ ي	NOUN_ABSTRACT	True	8	1	1	0.125	"{""ط غ ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	39:17	pass2	5	False
ط غ ي	NOUN_ACTIVE_PART	True	3	4	4	1.333	"{""ط غ ي"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""strongly_licensed"": 8}"	"{""high"": 7, ""medium"": 1}"	4	38:56;38:57;78:27;78:30	pass2	3	True
ط ف ف	NOUN_ACTIVE_PART	True	1	2	2	2.0	"{""ط ف ف"": 2}"	"{""word"": 2, ""xref:demonstrative_reference"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	83:2;83:4	pass2	1	True
ط ف ل	NOUN_CONCRETE	True	4	1	1	0.25	"{""ط ف ل"": 1}"	"{""word"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	24:31	pass2	3	True
ط م م	NOUN_PROP	True	1	1	1	1.0	"{""ط م م"": 1}"	"{""word"": 1, ""xref:discourse_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	79:42	pass2	1	True
ط و ع	IV:X	True	26	3	3	0.115	"{""ط و ع"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	2	36:50;68:43	pass2	14	False
ط و ف	NOUN_ACTIVE_PART	True	7	1	1	0.143	"{""ط و ف"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	9:66	pass2	5	False
ط و ف	NOUN_CONCRETE	True	21	5	4	0.238	"{""ط و ف"": 5}"	"{""word"": 5, ""xref:pronoun_antecedent"": 5}"	"{""ambiguous"": 2, ""strongly_licensed"": 2, ""syntactically_forced"": 6}"	"{""high"": 6, ""medium"": 4}"	3	7:87;9:122;49:9	pass2	12	False
ط ي ب	NOUN_ABSTRACT	True	19	1	1	0.053	"{""ط ي ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	46:20	pass2	14	False
ط ي ر	NOUN_CONCRETE	True	20	3	3	0.15	"{""ط ي ر"": 3}"	"{""word"": 3, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 4, ""syntactically_forced"": 2}"	"{""high"": 6}"	3	27:20;38:19;67:19	pass2	15	False
ط ي ن	NOUN_CONCRETE	True	12	2	0	0.167	"{""ط ي ن"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 4}"	"{""medium"": 4}"	1	7:13	pass2	11	False
ظ ل ل	NOUN_ABSTRACT	True	19	1	1	0.053	"{""ظ ل ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	77:31	pass2	14	False
ظ ل م	NOUN_ABSTRACT	True	23	1	1	0.043	"{""ظ ل م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	24:40	pass2	13	False
ظ ل م	NOUN_ACTIVE_PART	True	137	47	39	0.343	"{""ظ ل م"": 47}"	"{""word"": 47, ""xref:demonstrative_reference"": 2, ""xref:discourse_reference"": 7, ""xref:pronoun_antecedent"": 36, ""xref:relative_reference"": 1, ""xref:resumptive_reference"": 1}"	"{""ambiguous"": 21, ""strongly_licensed"": 65, ""syntactically_forced"": 8}"	"{""high"": 70, ""medium"": 24}"	33	6:68;6:150;7:6;7:20;7:42;7:45;7:149;11:19;11:20;11:21;14:14;14:42;14:43;14:48;14:49;18:29;19:73;34:31;35:40;35:42;35:43;35:44;37:66;37:67;37:68;37:69;37:70;37:113;42:44;45:19;71:25;71:28;76:31	pass2	45	False
ظ ه ر	NOUN_ACTIVE_PART	True	9	1	1	0.111	"{""ظ ه ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	57:13	pass2	9	False
ع ب د	GERUND	True	9	1	0	0.111	"{""ع ب د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:206	pass2	8	False
ع ب د	NOUN_CONCRETE	True	132	57	56	0.432	"{""ع ب د"": 57}"	"{""word"": 57, ""xref:demonstrative_reference"": 2, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 52, ""xref:relative_reference"": 2}"	"{""ambiguous"": 16, ""discourse_inferred"": 7, ""strongly_licensed"": 89, ""syntactically_forced"": 2}"	"{""high"": 68, ""medium"": 46}"	36	15:42;15:51;18:65;18:66;18:67;18:69;18:70;25:17;25:75;36:30;36:31;36:33;36:35;36:36;36:37;38:30;38:44;39:10;39:53;39:54;39:55;43:69;44:23;53:11;53:12;53:13;53:18;54:10;54:13;54:14;66:10;72:19;76:7;76:8;76:9;76:10	pass2	48	False
ع ج ل	IV:X	True	18	2	2	0.111	"{""ع ج ل"": 2}"	"{""word"": 2, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	29:53;29:54	pass2	13	False
ع ج ل	NOUN_CONCRETE	True	10	2	2	0.2	"{""ع ج ل"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 2, ""medium"": 2}"	2	11:70;51:27	pass2	6	False
ع د د	NOUN_ABSTRACT	True	14	1	1	0.071	"{""ع د د"": 1}"	"{""word"": 1, ""xref:resumptive_reference"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	33:49	pass2	9	False
ع ذ ب	GERUND	True	94	9	7	0.096	"{""ع ذ ب"": 9}"	"{""word"": 9, ""xref:pronoun_antecedent"": 8, ""xref:relative_reference"": 1}"	"{""ambiguous"": 7, ""strongly_licensed"": 9, ""syntactically_forced"": 2}"	"{""high"": 6, ""low"": 1, ""medium"": 11}"	6	10:50;10:51;10:53;11:8;18:58;25:69	pass2	43	False
ع ذ ب	IV:I	True	2	1	1	0.5	"{""ع ذ ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	29:21	pass2	2	True
ع ذ ب	NOUN_ABSTRACT	True	220	7	4	0.032	"{""ع ذ ب"": 7}"	"{""word"": 7, ""xref:pronoun_antecedent"": 6, ""xref:relative_reference"": 1}"	"{""ambiguous"": 8, ""strongly_licensed"": 4, ""syntactically_forced"": 2}"	"{""high"": 6, ""medium"": 8}"	6	7:156;7:166;32:20;70:2;70:6;70:7	pass2	60	False
ع ذ ر	NOUN_ACTIVE_PART	True	1	2	1	2.0	"{""ع ذ ر"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""high"": 2, ""low"": 1, ""medium"": 1}"	1	9:90	pass2	1	True
ع ر ب	ADJ_COMP	True	1	1	1	1.0	"{""ع ر ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 1, ""strongly_licensed"": 1}"	"{""medium"": 2}"	1	9:90	pass2	1	True
ع ر ب	NOUN_CONCRETE	True	6	3	3	0.5	"{""ع ر ب"": 3}"	"{""word"": 3, ""xref:discourse_reference"": 3}"	"{""strongly_licensed"": 6}"	"{""high"": 4, ""medium"": 2}"	3	9:98;9:99;9:120	pass2	2	False
ع ر ب	NOUN_RELATIVE	True	15	8	8	0.533	"{""ع ر ب"": 8}"	"{""word"": 8, ""xref:pronoun_antecedent"": 8}"	"{""strongly_licensed"": 14, ""syntactically_forced"": 2}"	"{""high"": 12, ""medium"": 4}"	4	49:14;49:16;49:17;49:18	pass2	13	False
ع ر ش	NOUN_CONCRETE	True	29	1	1	0.034	"{""ع ر ش"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	27:38	pass2	23	False
ع ر ض	NOUN_ACTIVE_PART	True	21	3	3	0.143	"{""ع ر ض"": 3}"	"{""word"": 3, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 1, ""strongly_licensed"": 5}"	"{""high"": 2, ""medium"": 4}"	1	46:24	pass2	15	False
ع ز ز	NOUN_PROP	True	64	6	5	0.094	"{""ع ز ز"": 6}"	"{""word"": 6, ""xref:pronoun_antecedent"": 4, ""xref:relative_reference"": 2}"	"{""ambiguous"": 3, ""strongly_licensed"": 9}"	"{""high"": 8, ""medium"": 4}"	6	12:52;12:78;12:80;12:88;43:10;43:85	pass2	34	False
ع س ر	GERUND	True	5	1	1	0.2	"{""ع س ر"": 1}"	"{""word"": 1, ""xref:discourse_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	94:6	pass2	4	False
ع ش و	ADV	True	2	1	1	0.5	"{""ع ش و"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	79:46	pass2	2	True
ع ص ب	NOUN_CONCRETE	True	4	1	1	0.25	"{""ع ص ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	24:11	pass2	3	True
ع ص ي	NOUN_CONCRETE	True	12	4	2	0.333	"{""ع ص ي"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""ambiguous"": 4, ""strongly_licensed"": 4}"	"{""high"": 4, ""medium"": 4}"	3	7:107;7:117;27:10	pass2	6	False
ع ظ م	NOUN_CONCRETE	True	15	3	3	0.2	"{""ع ظ م"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	2	36:78;36:79	pass2	10	False
ع ق ب	GERUND	True	20	1	0	0.05	"{""ع ق ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:167	pass2	11	False
ع ق ب	NOUN_ABSTRACT	True	45	1	1	0.022	"{""ع ق ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	47:10	pass2	25	False
ع ق ب	NOUN_ACTIVE_PART	True	2	1	1	0.5	"{""ع ق ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	13:11	pass2	1	True
ع ل م	GERUND	True	106	2	1	0.019	"{""ع ل م"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 1, ""xref:relative_reference"": 1}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""medium"": 4}"	2	26:112;45:17	pass2	44	False
ع ل م	NOUN_ABSTRACT	True	78	1	0	0.013	"{""ع ل م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:64	pass2	33	False
ع م د	NOUN_ABSTRACT	True	3	2	1	0.667	"{""ع م د"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""syntactically_forced"": 2}"	"{""high"": 2, ""medium"": 2}"	2	13:2;31:10	pass2	3	True
ع م ر	NOUN_PASSIVE_PART	True	2	1	1	0.5	"{""ع م ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	35:11	pass2	2	True
ع م ل	GERUND	True	32	1	0	0.031	"{""ع م ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	10:61	pass2	19	False
ع م ي	ADJ_QUALIT	True	22	3	3	0.136	"{""ع م ي"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	3	30:53;80:3;80:4	pass2	16	False
ع ن د	ADV	True	178	1	1	0.006	"{""ع ن د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	68:47	pass2	59	False
ع و د	NOUN_PROP	True	22	11	10	0.5	"{""ع و د"": 11}"	"{""word"": 11, ""xref:demonstrative_reference"": 1, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 8, ""xref:relative_reference"": 1}"	"{""ambiguous"": 2, ""strongly_licensed"": 18, ""syntactically_forced"": 2}"	"{""high"": 18, ""medium"": 4}"	9	7:74;11:50;11:53;11:59;51:41;54:19;54:51;69:7;89:11	pass2	17	False
ع و م	NOUN_ABSTRACT	True	6	2	2	0.333	"{""ع و م"": 2}"	"{""word"": 2, ""xref:resumptive_reference"": 2}"	"{""syntactically_forced"": 4}"	"{""high"": 4}"	1	12:49	pass2	5	False
ع و م	NOUN_CONCRETE	True	4	2	2	0.5	"{""ع و م"": 2}"	"{""word"": 2, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 1, ""strongly_licensed"": 2, ""syntactically_forced"": 1}"	"{""high"": 3, ""medium"": 1}"	2	9:28;18:58	pass2	2	True
ع ي ر	NOUN_CONCRETE	True	3	2	2	0.667	"{""ع ي ر"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 2, ""syntactically_forced"": 2}"	"{""high"": 4}"	2	12:70;12:82	pass2	1	True
ع ي ن	NOUN_CONCRETE	True	53	3	3	0.057	"{""ع ي ن"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 2, ""xref:resumptive_reference"": 1}"	"{""strongly_licensed"": 4, ""syntactically_forced"": 2}"	"{""high"": 6}"	2	76:6;83:28	pass2	31	False
غ ب ر	NOUN_ACTIVE_PART	True	7	2	1	0.286	"{""غ ب ر"": 2}"	"{""word"": 2, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""medium"": 4}"	2	7:84;37:136	pass2	6	False
غ ر ب	NOUN_TIME_PLACE	True	3	1	0	0.333	"{""غ ر ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:137	pass2	3	True
غ ر ف	NOUN_CONCRETE	True	5	4	3	0.8	"{""غ ر ف"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""ambiguous"": 3, ""strongly_licensed"": 5}"	"{""high"": 4, ""medium"": 4}"	2	25:76;39:20	pass2	4	False
غ ر ق	IV:IV	True	3	2	2	0.667	"{""غ ر ق"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	1	36:43	pass2	3	True
غ س ل	NOUN_CONCRETE	True	1	1	0	1.0	"{""غ س ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	69:37	pass2	1	True
غ ش و	NOUN_PASSIVE_PART	True	1	1	1	1.0	"{""غ ش و"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	47:20	pass2	1	True
غ ش ي	NOUN_PROP	True	1	2	2	2.0	"{""غ ش ي"": 2}"	"{""word"": 2, ""xref:discourse_reference"": 2}"	"{""strongly_licensed"": 4}"	"{""medium"": 4}"	2	88:2;88:8	pass2	1	True
غ ض ب	NOUN_PASSIVE_PART	True	1	1	1	1.0	"{""غ ض ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	1:7	pass2	1	True
غ ف ر	NOUN_ACTIVE_PART	True	3	4	0	1.333	"{""غ ف ر"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""ambiguous"": 8}"	"{""medium"": 8}"	1	7:157	pass2	3	True
غ ف ل	NOUN_ACTIVE_PART	True	28	2	0	0.071	"{""غ ف ل"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 4}"	"{""medium"": 4}"	2	7:183;7:184	pass2	15	False
غ ل ل	NOUN_CONCRETE	True	6	1	1	0.167	"{""غ ل ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	36:8	pass2	6	False
غ ل م	NOUN_CONCRETE	True	13	15	15	1.154	"{""غ ل م"": 15}"	"{""word"": 15, ""xref:demonstrative_reference"": 1, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 13}"	"{""strongly_licensed"": 30}"	"{""high"": 30}"	10	12:19;12:20;12:21;18:74;18:80;18:81;19:7;19:22;19:27;19:29	pass2	8	False
غ ن م	NOUN_ABSTRACT	True	2	1	1	0.5	"{""غ ن م"": 1}"	"{""word"": 1, ""xref:demonstrative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 1, ""medium"": 1}"	1	48:20	pass2	2	True
غ و ي	IV:IV	True	3	2	2	0.667	"{""غ و ي"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 2, ""medium"": 2}"	2	38:83;38:85	pass2	3	True
غ و ي	NOUN_ACTIVE_PART	True	6	3	0	0.5	"{""غ و ي"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 6}"	"{""medium"": 6}"	3	7:176;7:177;7:178	pass2	4	False
غ و ي	PV:IV	True	5	1	1	0.2	"{""غ و ي"": 1}"	"{""word"": 1, ""xref:demonstrative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 1, ""medium"": 1}"	1	28:63	pass2	4	False
غ ي ث	NOUN_CONCRETE	True	3	1	1	0.333	"{""غ ي ث"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	57:20	pass2	3	True
غ ي ر	NOUN_ABSTRACT	True	110	1	0	0.009	"{""غ ي ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:73	pass2	41	False
ف أ د	NOUN_ABSTRACT	True	11	5	1	0.455	"{""ف أ د"": 5}"	"{""word"": 5, ""xref:pronoun_antecedent"": 5}"	"{""ambiguous"": 9, ""strongly_licensed"": 1}"	"{""low"": 4, ""medium"": 6}"	4	53:11;53:12;53:13;53:18	pass2	11	False
ف ت ح	GERUND	True	12	1	1	0.083	"{""ف ت ح"": 1}"	"{""word"": 1, ""xref:demonstrative_reference"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	32:28	pass2	9	False
ف ت ن	GERUND	True	34	4	3	0.118	"{""ف ت ن"": 4}"	"{""word"": 4, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 4, ""strongly_licensed"": 2, ""syntactically_forced"": 2}"	"{""high"": 3, ""medium"": 5}"	3	33:14;51:14;74:31	pass2	24	False
ف ت ي	NOUN_CONCRETE	True	10	16	16	1.6	"{""ف ت ي"": 16}"	"{""word"": 16, ""xref:pronoun_antecedent"": 16}"	"{""strongly_licensed"": 27, ""syntactically_forced"": 5}"	"{""high"": 32}"	8	12:30;12:36;12:37;12:39;18:10;18:13;18:62;18:63	pass2	5	False
ف ج ر	NOUN_ACTIVE_PART	True	5	1	1	0.2	"{""ف ج ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	82:16	pass2	5	False
ف ح ش	NOUN_ABSTRACT	True	24	3	0	0.125	"{""ف ح ش"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 6}"	"{""medium"": 6}"	3	7:28;7:33;7:80	pass2	15	False
ف ر ج	NOUN_CONCRETE	True	8	1	1	0.125	"{""ف ر ج"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	66:12	pass2	7	False
ف ر ش	NOUN_CONCRETE	True	5	2	1	0.4	"{""ف ر ش"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""high"": 2, ""medium"": 2}"	2	55:54;55:56	pass2	5	False
ف ر ق	IV:V	True	6	1	1	0.167	"{""ف ر ق"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 1, ""strongly_licensed"": 1}"	"{""medium"": 2}"	1	42:14	pass2	4	False
ف ر ق	NOUN_CONCRETE	True	35	11	11	0.314	"{""ف ر ق"": 11}"	"{""word"": 11, ""xref:demonstrative_reference"": 2, ""xref:pronoun_antecedent"": 9}"	"{""ambiguous"": 3, ""strongly_licensed"": 19}"	"{""high"": 9, ""medium"": 13}"	11	23:109;23:111;24:47;24:50;24:53;30:33;30:34;30:35;33:13;33:14;33:15	pass2	19	False
ف ر ق	NOUN_PROP	True	6	4	3	0.667	"{""ف ر ق"": 4}"	"{""word"": 4, ""xref:demonstrative_reference"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 6}"	"{""high"": 7, ""medium"": 1}"	4	25:4;25:6;25:30;25:52	pass2	5	False
ف ر ي	NOUN_ACTIVE_PART	True	3	2	0	0.667	"{""ف ر ي"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 4}"	"{""medium"": 4}"	1	7:154	pass2	3	True
ف ز ع	PV:I	True	3	1	1	0.333	"{""ف ز ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	34:52	pass2	3	True
ف س ق	NOUN_ACTIVE_PART	True	37	1	1	0.027	"{""ف س ق"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	9:85	pass2	18	False
ف ض ض	NOUN_CONCRETE	True	6	1	1	0.167	"{""ف ض ض"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 1, ""strongly_licensed"": 1}"	"{""medium"": 2}"	1	9:34	pass2	4	False
ف ض ل	GERUND	True	86	7	6	0.081	"{""ف ض ل"": 7}"	"{""word"": 7, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 5}"	"{""ambiguous"": 2, ""strongly_licensed"": 10, ""syntactically_forced"": 2}"	"{""high"": 10, ""medium"": 4}"	6	9:76;10:107;57:21;57:29;62:4;62:10	pass2	29	False
