root_arabic	form_tag	form_tag_available	instance_count	legacy_instance_count	dep_dominant	dep_dominant_ratio	head_dominant	head_dominant_ratio	negated_ratio	scoped_ratio	narration_ratio	in_quote_ratio	imperative_count	supplication_count	interrogative_count	frame_count	absolute_ratio	top_prep	agency	dominant_referent	batch_count	low_occurrence
ل ز م	PV:IV	True	2	0		0.0	direct_object	0.833	0.0	0.0	1.0	0.0	0	0	0	2	0.0	فِي	mixed	GOD	2	True
ل س ن	NOUN_CONCRETE	True	25	25	prep_complement	0.391	idafa	0.48	0.16	0.2	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	18	False
ل ط ف	ADJ_QUALIT	True	5	0	predication	0.8	conjoined	0.5	0.0	0.0	0.8	0.2	0	0	0	0	0.0		mixed	OTHER	5	False
ل ط ف	IV:V	True	1	0		0.0		0.0	0.0	0.0	0.0	1.0	0	0	0	1	0.0		mixed	OTHER	1	True
ل ط ف	NOUN_PROP	True	2	8	predication	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	2	True
ل ظ ي	NOUN_CONCRETE	True	1	2	predication	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	NATURE_CREATION	1	True
ل ظ ي	PV:V	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	NATURE_CREATION	1	True
ل ع ب	GERUND	True	8	20	conjoined	0.5	conjoined	0.875	0.375	0.375	1.0	0.0	0	0	0	0	0.0		mixed	DISBELIEVERS	6	False
ل ع ب	IV:I	True	8	0	circumstantial	0.429	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	8	0.0		mixed	DISBELIEVERS	8	False
ل ع ب	NOUN_ACTIVE_PART	True	3	0	circumstantial	0.5		0.0	0.333	0.333	0.667	0.333	0	0	0	0	0.0		mixed	DISBELIEVERS	2	True
ل ع ب	PV:I	True	1	0	conjoined	1.0		0.0	0.0	0.0	0.0	1.0	0	0	0	1	0.0		mixed	DISBELIEVERS	1	True
ل ع ن	CV:I	True	1	0	conjoined	1.0	cognate_acc	0.5	0.0	0.0	0.0	0.0	1	0	0	1	0.0		mixed	OTHER	1	True
ل ع ن	GERUND	True	1	0	cognate_acc	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	1	True
ل ع ن	GERUND_INSTANT	True	14	0	particle_complement	0.444	prep_complement	0.474	0.0	0.0	0.857	0.143	0	0	0	0	0.0		mixed	OTHER	10	False
ل ع ن	IV:I	True	5	0	conjoined	0.75	direct_object	0.455	0.0	0.2	0.8	0.2	0	0	0	5	0.0	كـ	mixed	OTHER	3	False
ل ع ن	NOUN_ACTIVE_PART	True	1	0	subject	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	1	True
ل ع ن	NOUN_PASSIVE_PART	True	2	0	adjective	0.5	prep_complement	1.0	0.5	0.5	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	2	True
ل ع ن	PV:I	True	14	41	predication	0.667	direct_object	0.4	0.071	0.071	0.929	0.071	0	0	1	14	0.0	بـ	mixed	OTHER	8	False
ل ع ن	PV_PASS:I	True	3	0	conjoined	0.5	prep_complement	0.6	0.0	0.0	1.0	0.0	0	0	0	3	0.0	بـ	mixed	OTHER	2	True
ل غ ب	GERUND	True	2	2	subject	0.667		0.0	0.5	0.5	1.0	0.0	0	0	0	0	0.0				2	True
ل غ و	CV:I	True	1	0	conjoined	1.0	prep_complement	1.0	0.0	0.0	0.0	1.0	1	1	0	1	0.0	فِي	human	BELIEVERS	1	True
ل غ و	GERUND	True	9	11	direct_object	0.4	conjoined	0.429	0.667	0.667	1.0	0.0	0	0	0	0	0.0		human	BELIEVERS	9	False
ل غ و	NOUN_ACTIVE_PART	True	1	0	direct_object	1.0		0.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		human	BELIEVERS	1	True
ل ف ت	IV:IV	True	1	3		0.0	conjoined	0.333	0.0	0.0	0.0	1.0	0	0	0	1	0.0	عَن	human	SPECIFIC_PERSON	1	True
ل ف ت	IV:VIII	True	2	0	conjoined	0.5	subject	1.0	1.0	1.0	0.5	0.5	0	1	0	2	0.0	مِن	human	SPECIFIC_PERSON	2	True
ل ف ح	IV:I	True	1	1		0.0	circumstantial	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	NATURE_CREATION	1	True
ل ف ظ	IV:I	True	1	1		0.0	direct_object	0.333	1.0	2.0	1.0	0.0	0	0	0	1	0.0	مِن	human	HUMANS_GENERIC	1	True
ل ف ف	NOUN_ABSTRACT	True	1	3	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ل ف ف	NOUN_CONCRETE	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ل ف ف	PV:I	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	بـ			1	True
ل ف ي	PV:I	True	1	2		0.0	direct_object	0.5	0.0	0.0	0.0	1.0	0	0	0	1	0.0	عَلَى	human	HUMANS_GENERIC	1	True
ل ف ي	PV:IV	True	1	0	conjoined	1.0	adverbial	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ل ق ب	NOUN_ABSTRACT	True	1	1	prep_complement	1.0		0.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0				1	True
ل ق ح	NOUN_ACTIVE_PART	True	1	1	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ل ق ط	IV:VIII	True	1	2		0.0	direct_object	0.5	0.0	0.0	0.0	1.0	0	1	0	1	0.0		mixed	PROPHET_OTHER	1	True
ل ق ط	PV:VIII	True	1	0		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	PROPHET_OTHER	1	True
ل ق ف	IV:I	True	2	3	predication	1.0	adverbial	0.5	0.0	0.0	1.0	0.0	0	0	0	2	0.0		mixed	ABSTRACT_CONCEPT	2	True
ل ق ف	IV:IV	True	1	0		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	ABSTRACT_CONCEPT	1	True
ل ق م	NOUN_PROP	True	2	3	direct_object	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	PROPHET_OTHER	1	True
ل ق م	PV:VIII	True	1	0		0.0	circumstantial	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	PROPHET_OTHER	1	True
ل ق ي	ADV	True	1	0	adverbial	1.0	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ل ق ي	CV:I	True	1	0		0.0	direct_object	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0.0		mixed	GOD	1	True
ل ق ي	CV:IV	True	15	0	quoted_complement	0.667	direct_object	0.619	0.0	0.0	0.0	0.533	15	8	0	15	0.133	فِي	mixed	GOD	9	False
ل ق ي	GERUND	True	26	0	prep_complement	0.429	idafa	1.0	0.269	0.269	0.846	0.154	0	0	1	0	0.0		mixed	GOD	14	False
ل ق ي	IV:I	True	7	0	idafa	0.5	direct_object	0.7	0.286	0.571	1.0	0.0	0	0	0	7	0.0		mixed	GOD	6	False
ل ق ي	IV:II	True	2	0		0.0	direct_object	0.4	0.5	1.0	0.5	0.5	0	0	0	2	0.0	فِي	mixed	GOD	2	True
ل ق ي	IV:III	True	2	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	2	0.0		mixed	GOD	2	True
ل ق ي	IV:IV	True	15	0	particle_complement	0.333	prep_complement	0.387	0.2	0.2	0.867	0.133	0	0	0	15	0.267	بـ	mixed	GOD	12	False
ل ق ي	IV:V	True	2	0		0.0	subject	0.4	0.0	0.0	1.0	0.0	0	0	0	2	0.5		mixed	GOD	2	True
ل ق ي	IV:VIII	True	1	0	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
ل ق ي	IV_PASS:I	True	2	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	2	0.0	إِلَى	mixed	GOD	2	True
ل ق ي	IV_PASS:II	True	1	0		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	مِن	mixed	GOD	1	True
ل ق ي	IV_PASS:IV	True	2	0		0.0	circumstantial	0.333	0.5	1.0	1.0	0.0	0	0	0	2	0.0	إِلَى	mixed	GOD	2	True
ل ق ي	NOUN_ACTIVE_PART	True	13	0	predication	0.714	direct_object	0.5	0.0	0.0	0.692	0.308	0	2	0	0	0.0		mixed	GOD	11	False
ل ق ي	NOUN_PROP	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ل ق ي	PV:I	True	8	144		0.0	direct_object	0.727	0.0	0.0	0.875	0.125	0	0	0	8	0.0	مِن	mixed	GOD	5	False
ل ق ي	PV:II	True	1	0	conjoined	1.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
ل ق ي	PV:IV	True	28	0	conjoined	0.875	direct_object	0.413	0.036	0.036	0.929	0.071	0	0	0	28	0.179	إِلَى	mixed	GOD	15	False
ل ق ي	PV:V	True	2	0		0.0	direct_object	0.286	0.0	0.0	1.0	0.0	0	0	0	2	0.0	بـ	mixed	GOD	2	True
ل ق ي	PV:VIII	True	6	0		0.0	subject	0.8	0.333	0.333	1.0	0.0	0	0	0	6	0.0	عَلَى	mixed	GOD	3	False
ل ق ي	PV_PASS:I	True	4	0		0.0	circumstantial	0.375	0.0	0.0	1.0	0.0	0	0	0	4	0.0	مِن	mixed	GOD	4	True
ل ق ي	PV_PASS:IV	True	5	0	predication	1.0	prep_complement	0.6	0.0	0.0	0.8	0.2	0	0	0	5	0.0	عَلَى	mixed	GOD	4	False
ل ك ن		False	20	0		0.0	particle_complement	0.5	0.2	0.2	0.8	0.2	0	1	0	0	0.0				11	False
ل ل ذ		False	1	8	prep_complement	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	BELIEVERS	1	True
ل م ح	GERUND	True	2	2	prep_complement	0.667	idafa	0.5	1.0	1.5	1.0	0.0	0	0	0	0	0.0				2	True
ل م ز	ADJ_INTENS	True	1	0	apposition	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	BELIEVERS	1	True
ل م ز	IV:I	True	3	4		0.0	direct_object	0.429	0.333	0.333	1.0	0.0	0	0	0	3	0.0	فِي	mixed	BELIEVERS	2	True
ل م س	CV:VIII	True	1	0	conjoined	1.0	direct_object	1.0	0.0	0.0	0.0	1.0	1	1	0	1	0.0		mixed	ABSTRACT_CONCEPT	1	True
ل م س	PV:I	True	2	0	predication	1.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	2	0.0	بـ	mixed	ABSTRACT_CONCEPT	2	True
ل م س	PV:III	True	2	5	conjoined	1.0	direct_object	1.0	0.5	0.5	1.0	0.0	0	0	0	2	0.0		mixed	ABSTRACT_CONCEPT	2	True
ل م م	ADV	True	34	37	adverbial	0.435	prep_complement	0.75	0.029	0.029	0.971	0.029	0	0	0	0	0.0		mixed	SPECIFIC_PERSON	20	False
ل م م	NOUN_ABSTRACT	True	1	0	exception	1.0		0.0	0.0	1.0	1.0	0.0	0	0	0	0	0.0		mixed	SPECIFIC_PERSON	1	True
ل م م	PV:I	True	2	0		0.0	conjoined	0.333	0.0	0.0	0.5	0.5	0	0	0	1	0.0	فِي	mixed	SPECIFIC_PERSON	2	True
ل ه ب	NOUN_CONCRETE	True	3	3	idafa	0.667		0.0	0.333	0.333	1.0	0.0	0	0	0	0	0.0				2	True
ل ه ث	IV:I	True	2	2		0.0		0.0	0.0	0.0	1.0	0.0	0	0	0	2	0.0				1	True
ل ه م	PV:IV	True	1	1		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
ل ه و	GERUND	True	10	14	conjoined	0.455	conjoined	0.75	0.2	0.3	0.9	0.1	0	0	0	0	0.0		human	HUMANS_GENERIC	8	False
ل ه و	IV:IV	True	1	0	adjective	1.0	direct_object	0.333	1.0	1.0	1.0	0.0	0	0	0	1	0.0	عَن	human	HUMANS_GENERIC	1	True
ل ه و	NOUN_ACTIVE_PART	True	1	0	predication	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
ل ه و	PV:IV	True	1	0		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ل ه و	PV:V	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	عَن	human	HUMANS_GENERIC	1	True
ل ه ي	IV:IV	True	1	1	conjoined	1.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	OTHER	1	True
ل و ح	ADJ_INTENS	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	1	True
ل و ح	NOUN_CONCRETE	True	5	6	direct_object	0.5	adjective	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	3	False
ل و ذ	GERUND	True	1	1	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ل و ط		False	0	24		0.0		0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0		mixed	PROPHET_OTHER	0	True
ل و م	ADJ_INTENS	True	1	0	adjective	1.0		0.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	1	True
ل و م	CV:I	True	1	0	conjoined	1.0	direct_object	1.0	0.0	0.0	0.0	1.0	1	1	0	1	0.0		human	DISBELIEVERS	1	True
ل و م	GERUND_INSTANT	True	1	13	direct_object	1.0	idafa	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	1	True
ل و م	IV:I	True	1	0		0.0	conjoined	0.5	1.0	1.0	0.0	1.0	0	1	0	1	0.0		human	DISBELIEVERS	1	True
ل و م	IV:VI	True	1	0	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	DISBELIEVERS	1	True
ل و م	NOUN_ACTIVE_PART	True	3	0	predication	0.667		0.0	0.333	0.333	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	3	True
ل و م	NOUN_PASSIVE_PART	True	5	0	circumstantial	0.333	conjoined	1.0	0.2	0.2	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	4	False
ل و ن	NOUN_ABSTRACT	True	7	0	subject	0.857	idafa	1.0	0.143	0.143	1.0	0.0	0	0	0	0	0.0		mixed	NATURE_CREATION	4	False
ل و ن	NOUN_CONCRETE	True	2	9	predication	0.5	idafa	0.5	0.5	0.5	0.0	1.0	0	1	0	0	0.0		mixed	NATURE_CREATION	1	True
ل و ي	GERUND	True	1	0	circumstantial	1.0	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	BELIEVERS	1	True
ل و ي	IV:I	True	3	5	conjoined	1.0	prep_complement	0.4	0.333	0.333	1.0	0.0	0	0	0	3	0.5	بـ	human	BELIEVERS	2	True
ل و ي	PV:II	True	1	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	BELIEVERS	1	True
ل ي س	UNINFLECTED_VERB	True	88	21	quoted_complement	0.5	prep_complement	0.342	0.693	0.716	0.795	0.205	0	3	0	0	0.0		mixed	PEOPLE_OF_BOOK	33	False
ل ي ق	IV:III	True	1	1		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	OTHER	1	True
ل ي ل	ADV	True	6	0	adverbial	1.0	conjoined	0.5	0.0	0.0	0.833	0.167	0	1	0	0	0.0		mixed	NATURE_CREATION	6	False
ل ي ل	NOUN_ABSTRACT	True	86	92	prep_complement	0.325	conjoined	0.714	0.035	0.105	0.93	0.07	0	1	0	0	0.0		mixed	NATURE_CREATION	48	False
ل ي ن	ADJ_QUALIT	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ل ي ن	IV:I	True	2	6	conjoined	1.0	direct_object	0.5	0.5	0.5	1.0	0.0	0	0	0	2	0.0	إِلَى	mixed	HUMANS_GENERIC	2	True
ل ي ن	NOUN_CONCRETE	True	1	0	prep_complement	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ل ي ن	PV:I	True	1	0		0.0	prep_complement	1.0	1.0	1.0	1.0	0.0	0	0	0	1	0.0	بـ	mixed	HUMANS_GENERIC	1	True
ل ي ن	PV:IV	True	1	0		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	لـ	mixed	HUMANS_GENERIC	1	True
م أ ي	NOUN_CONCRETE	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
م أ ي	NOUN_NUM	True	9	10	subject	0.4	idafa	0.625	0.0	0.0	0.889	0.111	0	1	0	0	0.0				4	False
م ت ع	CV:II	True	2	0		0.0	cognate_acc	0.4	0.0	0.0	0.0	0.0	2	0	0	2	0.0		mixed	HUMANS_GENERIC	2	True
م ت ع	CV:V	True	4	0	conjoined	0.667	adverbial	0.5	0.0	0.0	0.0	0.25	4	1	0	4	0.0	بـ	mixed	HUMANS_GENERIC	4	True
م ت ع	CV:X	True	1	0		0.0	prep_complement	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0.0	بـ	mixed	HUMANS_GENERIC	1	True
م ت ع	GERUND	True	10	0	conjoined	0.333	prep_complement	0.846	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	9	False
م ت ع	IV:I	True	2	0		0.0	conjoined	0.5	0.0	0.0	0.5	0.5	0	0	0	2	0.5		mixed	HUMANS_GENERIC	2	True
م ت ع	IV:II	True	4	0	predication	1.0	direct_object	0.4	0.0	0.0	0.5	0.5	0	0	0	4	0.0	إِلَى	mixed	HUMANS_GENERIC	3	True
م ت ع	IV:V	True	2	0	conjoined	0.667	conjoined	1.0	0.0	0.0	1.0	0.0	0	0	0	2	0.0		mixed	HUMANS_GENERIC	2	True
م ت ع	IV_PASS:II	True	2	0	kana_predicate	1.0	adverbial	0.667	0.5	1.0	0.5	0.5	0	0	0	2	0.0		mixed	HUMANS_GENERIC	2	True
م ت ع	NOUN_ABSTRACT	True	19	0	predication	0.643	idafa	0.357	0.263	0.474	0.947	0.053	0	0	0	0	0.0		mixed	HUMANS_GENERIC	14	False
م ت ع	NOUN_CONCRETE	True	6	70	conjoined	0.5	idafa	0.5	0.0	0.0	0.5	0.5	0	1	0	0	0.0		mixed	HUMANS_GENERIC	4	False
م ت ع	PV:II	True	9	0	conjoined	1.0	direct_object	0.611	0.222	0.222	1.0	0.0	0	0	0	9	0.0	إِلَى	mixed	HUMANS_GENERIC	9	False
م ت ع	PV:V	True	4	0	quoted_complement	1.0	prep_complement	0.667	0.0	0.0	0.0	0.75	0	0	1	4	0.0	إِلَى	mixed	HUMANS_GENERIC	4	True
م ت ع	PV:X	True	5	0	conjoined	1.0	prep_complement	0.583	0.2	0.2	0.8	0.2	0	1	0	5	0.0	بـ	mixed	HUMANS_GENERIC	4	False
م ت ن	ADJ_QUALIT	True	3	3	predication	0.667		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				3	True
م ت ى		False	0	1		0.0		0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0				0	True
م ث ل	ADJ_COMP	True	2	0	adjective	0.5	accusative_specification	1.0	0.0	0.0	0.5	0.5	0	0	0	0	0.0		mixed	OTHER	1	True
م ث ل	ADJ_QUALIT	True	1	0	adjective	1.0	idafa	1.0	0.0	0.0	0.0	1.0	0	0	0	0	0.0		mixed	OTHER	1	True
م ث ل	IV:V	True	1	0		0.0	circumstantial	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	لـ	mixed	OTHER	1	True
م ث ل	NOUN_ABSTRACT	True	159	168	direct_object	0.291	idafa	0.546	0.126	0.138	0.836	0.145	0	4	5	0	0.0		mixed	OTHER	48	False
م ث ل	NOUN_CONCRETE	True	6	0	apposition	0.167	adjective	0.333	0.167	0.167	0.667	0.333	0	0	0	0	0.0		mixed	OTHER	4	False
م ج د	ADJ_QUALIT	True	4	4	adjective	1.0		0.0	0.0	0.0	0.75	0.25	0	0	0	0	0.0				3	True
م ج س	NOUN_RELATIVE	True	1	1	conjoined	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
م ح ص	IV:II	True	2	2	conjoined	1.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	2	0.0		divine	GOD	1	True
م ح ق	IV:I	True	2	2	conjoined	1.0	direct_object	0.4	0.0	0.0	1.0	0.0	0	0	0	2	0.0		divine	GOD	2	True
م ح ل	NOUN_PASSIVE_PART	True	1	1	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
م ح ن	CV:VIII	True	1	0		0.0	adverbial	0.5	0.0	1.0	0.0	0.0	1	0	0	1	0.0		mixed	BELIEVERS	1	True
م ح ن	PV:VIII	True	1	2		0.0	direct_object	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0	لـ	mixed	BELIEVERS	1	True
م ح و	IV:I	True	2	3		0.0	conjoined	0.333	0.0	0.0	1.0	0.0	0	0	0	2	0.0		divine	GOD	2	True
م ح و	PV:I	True	1	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		divine	GOD	1	True
م خ ر	NOUN_CONCRETE	True	2	2	circumstantial	1.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
م خ ض	GERUND_MEEM	True	1	1	subject	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
م د د	GERUND	True	3	0	cognate_acc	0.667	prep_complement	1.0	0.0	0.0	0.333	0.667	0	0	0	0	0.0		mixed	GOD	2	True
م د د	IV:I	True	11	32	particle_complement	0.5	prep_complement	0.417	0.182	0.182	0.909	0.091	0	0	0	11	0.273	بـ	mixed	GOD	10	False
م د د	IV:IV	True	5	0	quoted_complement	1.0	prep_complement	0.429	0.0	0.0	0.6	0.4	0	0	0	5	0.0	بـ	mixed	GOD	4	False
م د د	NOUN_ABSTRACT	True	2	0	prep_complement	1.0		0.0	0.0	0.0	0.5	0.5	0	0	0	0	0.0		mixed	GOD	2	True
م د د	NOUN_ACTIVE_PART	True	1	0		0.0	direct_object	0.333	0.0	0.0	0.0	1.0	0	0	0	0	0.0		mixed	GOD	1	True
م د د	NOUN_PASSIVE_PART	True	3	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	3	True
م د د	PV:I	True	4	0		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	4	0.0		mixed	GOD	4	True
م د د	PV:IV	True	2	0	conjoined	1.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	2	0.0	بـ	mixed	GOD	2	True
م د د	PV_PASS:I	True	1	0		0.0	adverbial	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
م د ن	NOUN_CONCRETE	True	3	3	prep_complement	1.0		0.0	0.0	0.0	0.333	0.667	0	2	0	0	0.0				2	True
م ر ء	NOUN_CONCRETE	True	1	1	subject	1.0		0.0	0.0	0.0	0.0	1.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
م ر أ	ADJ_QUALIT	True	1	0	conjoined	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	PROPHET_OTHER	1	True
م ر أ	NOUN_CONCRETE	True	36	37	subject	0.35	idafa	0.583	0.056	0.222	0.833	0.167	0	3	0	0	0.0		mixed	PROPHET_OTHER	22	False
م ر ج	ADJ_QUALIT	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
م ر ج	NOUN_CONCRETE	True	3	0	conjoined	0.667	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
م ر ج	NOUN_PASSIVE_PART	True	1	7	predication	1.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
م ر ج	PV:I	True	2	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	2	0.0		mixed	GOD	2	True
م ر ح	GERUND	True	2	3	circumstantial	1.0		0.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	2	True
م ر ح	IV:I	True	1	0	kana_predicate	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	DISBELIEVERS	1	True
م ر د	ADJ_QUALIT	True	2	10	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	2	True
م ر د	GERUND_MEEM	True	5	0	particle_complement	0.5	prep_complement	0.8	0.4	0.4	0.8	0.2	0	0	1	0	0.0		mixed	OTHER	5	False
م ر د	NOUN_ACTIVE_PART	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	1	True
م ر د	NOUN_PASSIVE_PART	True	1	0	adjective	1.0		0.0	0.0	0.0	0.0	1.0	0	0	0	0	0.0		mixed	OTHER	1	True
م ر د	PV:I	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0	عَلَى	mixed	OTHER	1	True
م ر ر	ADJ_COMP	True	1	0	conjoined	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
م ر ر	GERUND	True	3	0	idafa	0.667		0.0	0.0	0.0	0.667	0.333	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
م ر ر	GERUND_INSTANT	True	17	35	idafa	0.588	adjective	0.5	0.176	0.176	0.824	0.176	0	0	0	0	0.0		human	HUMANS_GENERIC	13	False
م ر ر	IV:I	True	3	0	predication	1.0	circumstantial	0.333	0.0	0.0	0.667	0.0	0	0	1	3	0.0	عَلَى	human	HUMANS_GENERIC	3	True
م ر ر	NOUN_ACTIVE_PART	True	2	0	adjective	1.0		0.0	0.0	0.0	0.5	0.5	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
م ر ر	NOUN_CONCRETE	True	1	0	cognate_acc	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
م ر ر	PV:I	True	8	0	cognate_acc	1.0	prep_complement	0.455	0.0	0.0	1.0	0.0	0	0	0	8	1.0	بـ	human	HUMANS_GENERIC	7	False
م ر ض	ADJ_QUALIT	True	10	0	kana_predicate	0.5	conjoined	1.0	0.4	0.4	0.8	0.0	0	0	2	0	0.0		mixed	HUMANS_GENERIC	7	False
م ر ض	GERUND	True	13	24	predication	0.667	prep_complement	0.545	0.077	0.077	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	9	False
م ر ض	PV:I	True	1	0		0.0	adverbial	1.0	0.0	1.0	1.0	0.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
م ر ي م		False	0	5		0.0		0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0				0	True
